"","IE_5_1.1","IE_5_1.2","IE_5_1.3","IE_5_1.4","IE_5_1.5","IE_5_1.6","IE_5_1.7","IE_5_1.8","IE_5_1.9","IE_5_1.10","IE_5_1.11","IE_5_1.12"
"JUN 1988","_",0.40,4.40,1.70,"_","_","_","_","_","_","_","_"
"JUL 1988","_",1.30,4.70,3.00,"_","_","_","_","_","_","_","_"
"AGO 1988","_",1.00,5.80,4.00,"_","_","_","_","_","_","_","_"
"SEP 1988","_",0.90,5.70,4.90,"_","_","_","_","_","_","_","_"
"OCT 1988","_",0.10,5.20,5.10,"_","_","_","_","_","_","_","_"
"NOV 1988","_",-0.10,5.40,5.00,"_","_","_","_","_","_","_","_"
"DIC 1988","_",0.80,5.80,5.80,"_","_","_","_","_","_","_","_"
"ENE 1989","_",1.20,6.40,1.20,"_","_","_","_","_","_","_","_"
"FEB 1989","_",0.10,6.20,1.20,"_","_","_","_","_","_","_","_"
"MAR 1989","_",0.60,6.10,1.90,"_","_","_","_","_","_","_","_"
"ABR 1989","_",0.30,6.70,2.20,"_","_","_","_","_","_","_","_"
"MAY 1989","_",0.10,6.90,2.30,"_","_","_","_","_","_","_","_"
"JUN 1989","_",0.50,7.10,2.90,"_","_","_","_","_","_","_","_"
"JUL 1989","_",1.60,7.40,4.50,"_","_","_","_","_","_","_","_"
"AGO 1989","_",0.20,6.60,4.80,"_","_","_","_","_","_","_","_"
"SEP 1989","_",1.10,6.80,5.90,"_","_","_","_","_","_","_","_"
"OCT 1989","_",0.40,7.10,6.30,"_","_","_","_","_","_","_","_"
"NOV 1989","_",0.20,7.30,6.50,"_","_","_","_","_","_","_","_"
"DIC 1989","_",0.40,6.90,6.90,"_","_","_","_","_","_","_","_"
"ENE 1990","_",1.00,6.70,1.00,"_","_","_","_","_","_","_","_"
"FEB 1990","_",0.60,7.30,1.60,"_","_","_","_","_","_","_","_"
"MAR 1990","_",0.40,7.00,2.00,"_","_","_","_","_","_","_","_"
"ABR 1990","_",0.20,7.00,2.20,"_","_","_","_","_","_","_","_"
"MAY 1990","_",0.00,6.80,2.20,"_","_","_","_","_","_","_","_"
"JUN 1990","_",0.30,6.50,2.50,"_","_","_","_","_","_","_","_"
"JUL 1990","_",1.30,6.30,3.90,"_","_","_","_","_","_","_","_"
"AGO 1990","_",0.40,6.50,4.40,"_","_","_","_","_","_","_","_"
"SEP 1990","_",1.10,6.50,5.50,"_","_","_","_","_","_","_","_"
"OCT 1990","_",0.90,7.00,6.40,"_","_","_","_","_","_","_","_"
"NOV 1990","_",-0.10,6.70,6.30,"_","_","_","_","_","_","_","_"
"DIC 1990","_",0.20,6.50,6.50,"_","_","_","_","_","_","_","_"
"ENE 1991","_",1.20,6.70,1.20,"_","_","_","_","_","_","_","_"
"FEB 1991","_",-0.10,5.90,1.00,"_","_","_","_","_","_","_","_"
"MAR 1991","_",0.30,5.90,1.40,"_","_","_","_","_","_","_","_"
"ABR 1991","_",0.20,5.90,1.60,"_","_","_","_","_","_","_","_"
"MAY 1991","_",0.30,6.20,1.90,"_","_","_","_","_","_","_","_"
"JUN 1991","_",0.30,6.20,2.20,"_","_","_","_","_","_","_","_"
"JUL 1991","_",1.20,6.10,3.40,"_","_","_","_","_","_","_","_"
"AGO 1991","_",0.40,6.00,3.80,"_","_","_","_","_","_","_","_"
"SEP 1991","_",0.80,5.70,4.70,"_","_","_","_","_","_","_","_"
"OCT 1991","_",0.60,5.50,5.30,"_","_","_","_","_","_","_","_"
"NOV 1991","_",0.20,5.70,5.50,"_","_","_","_","_","_","_","_"
"DIC 1991","_",0.10,5.50,5.50,"_","_","_","_","_","_","_","_"
"ENE 1992","_",1.60,6.00,1.60,"_","_","_","_","_","_","_","_"
"FEB 1992","_",0.70,6.80,2.30,"_","_","_","_","_","_","_","_"
"MAR 1992","_",0.40,6.90,2.60,"_","_","_","_","_","_","_","_"
"ABR 1992","_",-0.10,6.50,2.50,"_","_","_","_","_","_","_","_"
"MAY 1992","_",0.30,6.50,2.80,"_","_","_","_","_","_","_","_"
"JUN 1992","_",0.00,6.20,2.80,"_","_","_","_","_","_","_","_"
"JUL 1992","_",0.30,5.20,3.10,"_","_","_","_","_","_","_","_"
"AGO 1992","_",0.90,5.80,4.00,"_","_","_","_","_","_","_","_"
"SEP 1992","_",0.80,5.80,4.90,"_","_","_","_","_","_","_","_"
"OCT 1992","_",0.10,5.20,5.00,"_","_","_","_","_","_","_","_"
"NOV 1992","_",0.10,5.10,5.00,"_","_","_","_","_","_","_","_"
"DIC 1992","_",0.30,5.30,5.30,"_","_","_","_","_","_","_","_"
"ENE 1993","_",0.90,4.70,0.90,"_","_","_","_","_","_","_","_"
"FEB 1993","_",0.00,4.00,1.00,"_","_","_","_","_","_","_","_"
"MAR 1993","_",0.40,4.00,1.30,"_","_","_","_","_","_","_","_"
"ABR 1993","_",0.40,4.60,1.80,"_","_","_","_","_","_","_","_"
"MAY 1993","_",0.30,4.60,2.00,"_","_","_","_","_","_","_","_"
"JUN 1993","_",0.20,4.90,2.30,"_","_","_","_","_","_","_","_"
"JUL 1993","_",0.40,4.90,2.70,"_","_","_","_","_","_","_","_"
"AGO 1993","_",0.60,4.60,3.30,"_","_","_","_","_","_","_","_"
"SEP 1993","_",0.60,4.30,3.90,"_","_","_","_","_","_","_","_"
"OCT 1993","_",0.40,4.60,4.30,"_","_","_","_","_","_","_","_"
"NOV 1993","_",0.20,4.70,4.40,"_","_","_","_","_","_","_","_"
"DIC 1993","_",0.50,4.90,4.90,"_","_","_","_","_","_","_","_"
"ENE 1994","_",1.00,5.00,1.00,"_","_","_","_","_","_","_","_"
"FEB 1994","_",0.00,5.00,1.00,"_","_","_","_","_","_","_","_"
"MAR 1994","_",0.30,5.00,1.40,"_","_","_","_","_","_","_","_"
"ABR 1994","_",0.40,4.90,1.80,"_","_","_","_","_","_","_","_"
"MAY 1994","_",0.20,4.90,2.00,"_","_","_","_","_","_","_","_"
"JUN 1994","_",0.10,4.70,2.10,"_","_","_","_","_","_","_","_"
"JUL 1994","_",0.40,4.80,2.50,"_","_","_","_","_","_","_","_"
"AGO 1994","_",0.60,4.80,3.20,"_","_","_","_","_","_","_","_"
"SEP 1994","_",0.30,4.50,3.50,"_","_","_","_","_","_","_","_"
"OCT 1994","_",0.20,4.40,3.70,"_","_","_","_","_","_","_","_"
"NOV 1994","_",0.20,4.40,3.90,"_","_","_","_","_","_","_","_"
"DIC 1994","_",0.40,4.30,4.30,"_","_","_","_","_","_","_","_"
"ENE 1995","_",1.00,4.40,1.00,"_","_","_","_","_","_","_","_"
"FEB 1995","_",0.50,4.80,1.50,"_","_","_","_","_","_","_","_"
"MAR 1995","_",0.60,5.10,2.10,"_","_","_","_","_","_","_","_"
"ABR 1995","_",0.50,5.20,2.70,"_","_","_","_","_","_","_","_"
"MAY 1995","_",0.00,5.10,2.70,"_","_","_","_","_","_","_","_"
"JUN 1995","_",0.10,5.10,2.80,"_","_","_","_","_","_","_","_"
"JUL 1995","_",0.00,4.70,2.80,"_","_","_","_","_","_","_","_"
"AGO 1995","_",0.30,4.30,3.10,"_","_","_","_","_","_","_","_"
"SEP 1995","_",0.40,4.40,3.50,"_","_","_","_","_","_","_","_"
"OCT 1995","_",0.20,4.30,3.70,"_","_","_","_","_","_","_","_"
"NOV 1995","_",0.30,4.40,4.00,"_","_","_","_","_","_","_","_"
"DIC 1995","_",0.30,4.30,4.30,"_","_","_","_","_","_","_","_"
"ENE 1996","_",0.60,3.90,0.60,"_","_","_","_","_","_","_","_"
"FEB 1996","_",0.30,3.70,0.90,"_","_","_","_","_","_","_","_"
"MAR 1996","_",0.40,3.40,1.20,"_","_","_","_","_","_","_","_"
"ABR 1996","_",0.60,3.50,1.80,"_","_","_","_","_","_","_","_"
"MAY 1996","_",0.30,3.80,2.20,"_","_","_","_","_","_","_","_"
"JUN 1996","_",-0.10,3.60,2.10,"_","_","_","_","_","_","_","_"
"JUL 1996","_",0.10,3.70,2.20,"_","_","_","_","_","_","_","_"
"AGO 1996","_",0.30,3.70,2.50,"_","_","_","_","_","_","_","_"
"SEP 1996","_",0.20,3.60,2.80,"_","_","_","_","_","_","_","_"
"OCT 1996","_",0.10,3.50,2.90,"_","_","_","_","_","_","_","_"
"NOV 1996","_",0.00,3.20,2.90,"_","_","_","_","_","_","_","_"
"DIC 1996","_",0.30,3.20,3.20,"_","_","_","_","_","_","_","_"
"ENE 1997","_",0.30,2.90,0.30,"_","_","_","_","_","_","_","_"
"FEB 1997","_",-0.10,2.50,0.20,"_","_","_","_","_","_","_","_"
"MAR 1997","_",0.00,2.20,0.30,"_","_","_","_","_","_","_","_"
"ABR 1997","_",0.00,1.70,0.30,"_","_","_","_","_","_","_","_"
"MAY 1997","_",0.10,1.50,0.50,"_","_","_","_","_","_","_","_"
"JUN 1997","_",0.00,1.60,0.50,"_","_","_","_","_","_","_","_"
"JUL 1997","_",0.20,1.60,0.60,"_","_","_","_","_","_","_","_"
"AGO 1997","_",0.40,1.80,1.10,"_","_","_","_","_","_","_","_"
"SEP 1997","_",0.50,2.00,1.60,"_","_","_","_","_","_","_","_"
"OCT 1997","_",0.00,1.90,1.50,"_","_","_","_","_","_","_","_"
"NOV 1997","_",0.20,2.00,1.70,"_","_","_","_","_","_","_","_"
"DIC 1997","_",0.30,2.00,2.00,"_","_","_","_","_","_","_","_"
"ENE 1998","_",0.20,2.00,0.20,"_","_","_","_","_","_","_","_"
"FEB 1998","_",-0.20,1.80,0.00,"_","_","_","_","_","_","_","_"
"MAR 1998","_",0.00,1.80,0.00,"_","_","_","_","_","_","_","_"
"ABR 1998","_",0.20,2.00,0.30,"_","_","_","_","_","_","_","_"
"MAY 1998","_",0.10,2.00,0.40,"_","_","_","_","_","_","_","_"
"JUN 1998","_",0.10,2.10,0.50,"_","_","_","_","_","_","_","_"
"JUL 1998","_",0.40,2.20,0.90,"_","_","_","_","_","_","_","_"
"AGO 1998","_",0.30,2.10,1.10,"_","_","_","_","_","_","_","_"
"SEP 1998","_",0.10,1.60,1.20,"_","_","_","_","_","_","_","_"
"OCT 1998","_",0.00,1.70,1.20,"_","_","_","_","_","_","_","_"
"NOV 1998","_",-0.10,1.40,1.10,"_","_","_","_","_","_","_","_"
"DIC 1998","_",0.30,1.40,1.40,"_","_","_","_","_","_","_","_"
"ENE 1999","_",0.40,1.50,0.40,"_","_","_","_","_","_","_","_"
"FEB 1999","_",0.10,1.80,0.40,"_","_","_","_","_","_","_","_"
"MAR 1999","_",0.40,2.20,0.90,"_","_","_","_","_","_","_","_"
"ABR 1999","_",0.40,2.40,1.20,"_","_","_","_","_","_","_","_"
"MAY 1999","_",0.00,2.20,1.20,"_","_","_","_","_","_","_","_"
"JUN 1999","_",0.00,2.20,1.30,"_","_","_","_","_","_","_","_"
"JUL 1999","_",0.40,2.20,1.70,"_","_","_","_","_","_","_","_"
"AGO 1999","_",0.40,2.40,2.10,"_","_","_","_","_","_","_","_"
"SEP 1999","_",0.20,2.50,2.30,"_","_","_","_","_","_","_","_"
"OCT 1999","_",0.00,2.50,2.30,"_","_","_","_","_","_","_","_"
"NOV 1999","_",0.20,2.70,2.50,"_","_","_","_","_","_","_","_"
"DIC 1999","_",0.50,2.90,2.90,"_","_","_","_","_","_","_","_"
"ENE 2000","_",0.30,2.90,0.30,"_","_","_","_","_","_","_","_"
"FEB 2000","_",0.10,3.00,0.50,"_","_","_","_","_","_","_","_"
"MAR 2000","_",0.40,2.90,0.90,"_","_","_","_","_","_","_","_"
"ABR 2000","_",0.40,3.00,1.30,"_","_","_","_","_","_","_","_"
"MAY 2000","_",0.20,3.10,1.50,"_","_","_","_","_","_","_","_"
"JUN 2000","_",0.30,3.40,1.80,"_","_","_","_","_","_","_","_"
"JUL 2000","_",0.60,3.60,2.40,"_","_","_","_","_","_","_","_"
"AGO 2000","_",0.40,3.60,2.80,"_","_","_","_","_","_","_","_"
"SEP 2000","_",0.30,3.70,3.10,"_","_","_","_","_","_","_","_"
"OCT 2000","_",0.30,4.00,3.30,"_","_","_","_","_","_","_","_"
"NOV 2000","_",0.20,4.10,3.60,"_","_","_","_","_","_","_","_"
"DIC 2000","_",0.30,4.00,4.00,"_","_","_","_","_","_","_","_"
"ENE 2001","_",0.00,3.70,0.00,"_","_","_","_","_","_","_","_"
"FEB 2001","_",0.30,3.80,0.40,"_","_","_","_","_","_","_","_"
"MAR 2001","_",0.40,3.90,0.80,"_","_","_","_","_","_","_","_"
"ABR 2001","_",0.50,4.00,1.30,"_","_","_","_","_","_","_","_"
"MAY 2001","_",0.40,4.20,1.70,"_","_","_","_","_","_","_","_"
"JUN 2001","_",0.30,4.20,2.00,"_","_","_","_","_","_","_","_"
"JUL 2001","_",0.20,3.90,2.30,"_","_","_","_","_","_","_","_"
"AGO 2001","_",0.20,3.70,2.50,"_","_","_","_","_","_","_","_"
"SEP 2001","_",0.00,3.40,2.50,"_","_","_","_","_","_","_","_"
"OCT 2001","_",-0.10,3.00,2.40,"_","_","_","_","_","_","_","_"
"NOV 2001","_",-0.10,2.70,2.30,"_","_","_","_","_","_","_","_"
"DIC 2001","_",0.40,2.70,2.70,"_","_","_","_","_","_","_","_"
"ENE 2002",76.826,-0.10,3.10,-0.10,4.50,4.20,2.80,-2.90,4.00,3.60,"_","_"
"FEB 2002",76.892,0.10,3.10,0.00,5.00,4.10,2.70,-3.20,4.40,3.70,"_","_"
"MAR 2002",77.528,0.80,3.10,0.80,4.20,4.20,1.90,-1.20,4.70,3.50,"_","_"
"ABR 2002",78.580,1.40,3.60,2.10,5.30,5.00,2.70,-0.40,4.50,3.90,"_","_"
"MAY 2002",78.863,0.40,3.60,2.50,5.40,4.90,2.80,-1.90,4.80,4.10,"_","_"
"JUN 2002",78.867,0.00,3.40,2.50,5.50,4.80,3.00,-4.40,4.80,4.10,"_","_"
"JUL 2002",78.319,-0.70,3.40,1.80,5.30,4.80,2.30,-1.60,4.70,3.80,"_","_"
"AGO 2002",78.544,0.30,3.60,2.10,5.60,4.60,2.40,0.20,4.70,3.80,"_","_"
"SEP 2002",78.838,0.40,3.50,2.50,6.20,4.30,1.80,0.90,4.70,3.50,"_","_"
"OCT 2002",79.618,1.00,4.00,3.50,7.50,3.80,2.50,3.70,4.70,3.70,"_","_"
"NOV 2002",79.742,0.20,3.90,3.70,7.80,3.50,2.70,3.50,4.50,3.60,"_","_"
"DIC 2002",80.007,0.30,4.00,4.00,7.00,3.40,2.60,5.70,4.40,3.50,"_","_"
"ENE 2003",79.677,-0.40,3.70,-0.40,7.20,3.70,2.00,5.50,4.00,3.20,"_","_"
"FEB 2003",79.847,0.20,3.80,-0.20,5.90,4.20,2.20,6.70,3.90,3.30,"_","_"
"MAR 2003",80.401,0.70,3.70,0.50,5.60,4.10,2.30,6.10,3.60,3.20,"_","_"
"ABR 2003",81.055,0.80,3.10,1.30,4.50,3.10,2.60,0.80,4.00,3.30,"_","_"
"MAY 2003",80.980,-0.10,2.70,1.20,4.60,2.80,2.60,-1.90,3.50,3.00,"_","_"
"JUN 2003",81.033,0.10,2.70,1.30,4.80,2.60,2.50,-0.60,3.50,2.90,"_","_"
"JUL 2003",80.525,-0.60,2.80,0.60,5.50,2.50,2.20,0.00,3.60,2.90,"_","_"
"AGO 2003",80.895,0.50,3.00,1.10,6.50,2.50,2.00,1.10,3.70,2.80,"_","_"
"SEP 2003",81.136,0.30,2.90,1.40,7.70,2.40,2.10,-0.20,3.50,2.80,"_","_"
"OCT 2003",81.683,0.70,2.60,2.10,7.00,2.60,1.50,-1.80,3.70,2.60,"_","_"
"NOV 2003",81.949,0.30,2.80,2.40,6.70,2.80,1.20,1.10,3.70,2.60,"_","_"
"DIC 2003",82.090,0.20,2.60,2.60,6.40,2.70,1.20,-0.10,3.60,2.50,"_","_"
"ENE 2004",81.514,-0.70,2.30,-0.70,6.50,2.50,0.70,-1.70,3.60,2.30,"_","_"
"FEB 2004",81.551,0.00,2.10,-0.70,6.10,2.40,0.50,-2.50,3.60,2.30,"_","_"
"MAR 2004",82.121,0.70,2.10,0.00,6.50,2.40,0.50,-2.50,3.60,2.20,"_","_"
"ABR 2004",83.245,1.40,2.70,1.40,6.80,2.90,0.70,1.40,3.70,2.40,"_","_"
"MAY 2004",83.736,0.60,3.40,2.00,7.00,3.70,0.90,6.60,3.80,2.70,"_","_"
"JUN 2004",83.869,0.20,3.50,2.20,6.20,4.00,1.00,7.20,3.80,2.80,"_","_"
"JUL 2004",83.233,-0.80,3.40,1.40,5.50,4.20,0.80,6.60,3.70,2.80,"_","_"
"AGO 2004",83.600,0.40,3.30,1.80,3.80,4.20,1.00,7.00,3.70,2.90,"_","_"
"SEP 2004",83.750,0.20,3.20,2.00,1.40,4.30,1.00,7.50,3.80,2.90,"_","_"
"OCT 2004",84.610,1.00,3.60,3.10,1.80,4.00,1.30,11.60,3.60,2.90,"_","_"
"NOV 2004",84.822,0.20,3.50,3.30,2.30,4.10,1.20,9.90,3.80,2.90,"_","_"
"DIC 2004",84.739,-0.10,3.20,3.20,1.80,4.10,1.20,7.60,3.80,2.90,"_","_"
"ENE 2005",84.025,-0.80,3.10,-0.80,2.30,4.20,1.00,6.00,3.80,2.80,101.81,"_"
"FEB 2005",84.243,0.30,3.30,-0.60,3.50,3.80,0.90,7.60,3.90,2.80,109.76,"_"
"MAR 2005",84.909,0.80,3.40,0.20,2.90,4.00,1.00,8.20,4.00,2.90,116.24,"_"
"ABR 2005",86.132,1.40,3.50,1.60,3.80,4.30,1.00,9.60,3.50,2.80,108.37,"_"
"MAY 2005",86.297,0.20,3.10,1.80,3.00,3.40,0.90,6.80,3.80,2.60,104.95,"_"
"JUN 2005",86.498,0.20,3.10,2.10,3.40,3.20,0.80,8.20,3.70,2.50,95.48,"_"
"JUL 2005",85.969,-0.60,3.30,1.50,2.10,3.00,0.70,11.40,3.80,2.50,90.84,"_"
"AGO 2005",86.346,0.40,3.30,1.90,2.70,2.80,0.70,11.50,3.70,2.40,89.49,"_"
"SEP 2005",86.877,0.60,3.70,2.50,3.40,2.80,0.90,15.00,3.70,2.50,95.16,"_"
"OCT 2005",87.584,0.80,3.50,3.40,3.60,2.90,1.10,11.20,3.80,2.60,96.35,"_"
"NOV 2005",87.716,0.20,3.40,3.50,3.60,3.20,1.20,9.30,3.80,2.70,98.10,"_"
"DIC 2005",87.904,0.20,3.70,3.70,5.20,3.80,1.10,9.90,3.90,2.90,103.11,"_"
"ENE 2006",87.548,-0.40,4.20,-0.40,5.30,3.70,1.40,14.80,3.80,2.90,106.30,4.41
"FEB 2006",87.590,0.00,4.00,-0.40,4.50,3.40,1.50,13.30,3.80,2.90,107.84,-1.75
"MAR 2006",88.210,0.70,3.90,0.30,3.30,4.50,1.50,11.80,3.70,3.10,103.34,-11.10
"ABR 2006",89.454,1.40,3.90,1.80,2.10,3.90,1.40,12.20,4.10,3.10,101.20,-6.62
"MAY 2006",89.776,0.40,4.00,2.10,2.40,3.90,1.50,14.40,3.90,3.00,101.95,-2.86
"JUN 2006",89.913,0.20,3.90,2.30,3.90,3.90,1.50,12.00,3.90,3.00,101.08,5.87
"JUL 2006",89.377,-0.60,4.00,1.70,5.40,4.00,1.50,10.10,4.00,3.10,87.26,-3.94
"AGO 2006",89.560,0.20,3.70,1.90,5.40,3.60,1.50,8.20,3.90,3.00,88.54,-1.06
"SEP 2006",89.413,-0.20,2.90,1.70,5.60,3.50,1.30,0.90,3.90,2.90,96.35,1.25
"OCT 2006",89.780,0.40,2.50,2.10,5.20,3.40,1.30,-1.90,3.80,2.80,97.68,1.38
"NOV 2006",90.002,0.20,2.60,2.40,5.00,2.90,1.20,0.30,3.70,2.60,98.27,0.17
"DIC 2006",90.248,0.30,2.70,2.70,4.50,2.20,1.20,2.60,3.70,2.50,96.29,-6.61
"ENE 2007",89.642,-0.70,2.40,-0.70,3.50,2.90,1.20,-1.30,3.80,2.70,97.91,-7.89
"FEB 2007",89.703,0.10,2.40,-0.60,3.70,3.50,1.00,-1.80,3.80,2.80,100.93,-6.41
"MAR 2007",90.383,0.80,2.50,0.10,5.20,2.30,0.80,-0.30,3.90,2.50,104.10,0.74
"ABR 2007",91.631,1.40,2.40,1.50,6.40,2.20,0.90,-1.50,3.90,2.50,108.29,7.01
"MAY 2007",91.883,0.30,2.30,1.80,6.00,2.30,0.70,-1.70,4.00,2.50,103.14,1.17
"JUN 2007",92.052,0.20,2.40,2.00,5.00,2.20,0.70,-0.20,3.90,2.40,103.61,2.50
"JUL 2007",91.383,-0.70,2.20,1.30,4.70,2.20,0.60,-1.20,3.80,2.40,90.04,3.19
"AGO 2007",91.508,0.10,2.20,1.40,4.00,2.80,0.50,-2.20,3.90,2.50,93.23,5.30
"SEP 2007",91.808,0.30,2.70,1.70,4.00,3.70,0.40,2.30,3.70,2.60,105.92,9.93
"OCT 2007",92.998,1.30,3.60,3.00,4.70,6.10,0.40,7.00,3.80,3.10,112.64,15.32
"NOV 2007",93.665,0.70,4.10,3.80,4.90,7.00,0.30,10.70,3.80,3.20,113.63,15.63
"DIC 2007",94.057,0.40,4.20,4.20,4.90,7.40,0.30,11.50,3.80,3.30,112.00,16.32
"ENE 2008",93.475,-0.60,4.30,-0.60,5.50,7.00,0.10,13.40,3.70,3.10,108.86,11.18
"FEB 2008",93.621,0.20,4.40,-0.50,5.20,7.40,0.20,13.30,3.80,3.30,108.79,7.79
"MAR 2008",94.451,0.90,4.50,0.40,4.70,7.40,0.30,14.10,4.00,3.40,113.46,8.99
"ABR 2008",95.468,1.10,4.20,1.50,4.00,7.40,0.20,13.30,3.50,3.10,116.79,7.85
"MAY 2008",96.113,0.70,4.60,2.20,4.10,7.50,0.20,16.50,3.80,3.30,119.98,16.33
"JUN 2008",96.666,0.60,5.00,2.80,5.10,7.70,0.10,19.20,3.90,3.30,113.18,9.24
"JUL 2008",96.202,-0.50,5.30,2.30,4.40,7.80,0.30,21.40,4.00,3.50,101.39,12.61
"AGO 2008",95.995,-0.20,4.90,2.10,4.20,7.60,0.50,17.60,4.00,3.50,98.78,5.95
"SEP 2008",95.976,0.00,4.50,2.00,3.90,6.90,0.50,14.80,4.10,3.40,105.06,-0.81
"OCT 2008",96.306,0.30,3.60,2.40,3.00,4.50,0.50,9.30,4.10,2.90,104.09,-7.59
"NOV 2008",95.897,-0.40,2.40,2.00,2.50,3.60,0.60,-0.50,4.00,2.70,101.68,-10.52
"DIC 2008",95.405,-0.50,1.40,1.40,1.60,3.00,0.40,-7.20,3.80,2.40,100.52,-10.25
"ENE 2009",94.229,-1.20,0.80,-1.20,1.30,2.50,-0.30,-9.30,3.60,2.00,101.00,-7.22
"FEB 2009",94.239,0.00,0.70,-1.20,2.20,1.70,-0.70,-8.10,3.30,1.60,102.91,-5.40
"MAR 2009",94.394,0.20,-0.10,-1.10,0.80,1.20,-0.60,-11.60,2.70,1.30,105.44,-7.07
"ABR 2009",95.316,1.00,-0.20,-0.10,0.00,0.70,-0.70,-12.40,3.10,1.30,107.79,-7.71
"MAY 2009",95.283,0.00,-0.90,-0.10,-0.60,0.00,-0.80,-15.30,2.60,0.90,101.84,-15.12
"JUN 2009",95.702,0.40,-1.00,0.30,-2.70,0.40,-1.10,-14.20,2.40,0.80,93.67,-17.24
"JUL 2009",94.885,-0.90,-1.40,-0.50,-2.70,0.90,-1.50,-15.90,2.10,0.60,83.27,-17.87
"AGO 2009",95.216,0.30,-0.80,-0.20,-2.50,0.80,-1.80,-10.20,1.90,0.40,84.18,-14.78
"SEP 2009",94.992,-0.20,-1.00,-0.40,-2.50,0.50,-2.10,-10.20,1.80,0.10,90.40,-13.95
"OCT 2009",95.669,0.70,-0.70,0.30,-2.60,0.40,-2.10,-6.60,1.60,0.10,91.43,-12.16
"NOV 2009",96.188,0.50,0.30,0.80,-2.70,0.50,-1.70,1.90,1.60,0.20,92.22,-9.30
"DIC 2009",96.163,0.00,0.80,0.80,-3.10,0.70,-1.70,7.50,1.60,0.30,94.97,-5.52
"ENE 2010",95.198,-1.00,1.00,-1.00,-3.20,0.50,-1.70,11.40,1.20,0.10,95.42,-5.52
"FEB 2010",95.025,-0.20,0.80,-1.20,-3.80,0.50,-1.50,9.90,1.10,0.10,103.92,0.98
"MAR 2010",95.730,0.70,1.40,-0.50,-2.20,0.60,-1.50,13.90,1.30,0.20,111.35,5.61
"ABR 2010",96.749,1.10,1.50,0.60,-1.30,0.50,-1.50,16.70,0.80,-0.10,110.86,2.85
"MAY 2010",96.965,0.20,1.80,0.80,-0.80,0.90,-1.10,16.40,1.00,0.20,115.84,13.75
"JUN 2010",97.138,0.20,1.50,1.00,0.50,1.20,-0.80,10.90,1.00,0.40,101.76,8.64
"JUL 2010",96.703,-0.40,1.90,0.60,1.10,0.70,-0.10,11.80,1.40,0.80,87.03,4.52
"AGO 2010",96.946,0.30,1.80,0.80,1.60,0.80,0.20,8.90,1.50,1.00,88.48,5.11
"SEP 2010",97.013,0.10,2.10,0.90,1.30,1.10,0.40,11.10,1.50,1.10,97.61,7.98
"OCT 2010",97.900,0.90,2.30,1.80,2.10,1.10,0.60,12.60,1.50,1.10,100.89,10.35
"NOV 2010",98.431,0.50,2.30,2.40,2.20,1.30,0.80,11.70,1.50,1.20,101.72,10.30
"DIC 2010",99.036,0.60,3.00,3.00,2.60,2.60,0.90,15.60,1.60,1.50,103.07,8.53
"ENE 2011",98.311,-0.70,3.30,-0.70,2.30,3.10,0.70,17.60,1.60,1.60,98.97,3.72
"FEB 2011",98.436,0.10,3.60,-0.60,2.90,3.40,0.80,19.00,1.80,1.80,105.23,1.26
"MAR 2011",99.172,0.70,3.60,0.10,3.10,3.70,0.70,18.90,1.70,1.70,105.52,-5.24
"ABR 2011",100.406,1.20,3.80,1.40,2.40,4.50,0.90,17.70,2.20,2.10,105.70,-4.65
"MAY 2011",100.373,0.00,3.50,1.30,2.70,4.70,0.90,15.30,2.00,2.10,106.46,-8.10
"JUN 2011",100.232,-0.10,3.20,1.20,2.10,2.90,0.90,15.40,1.90,1.70,108.60,6.72
"JUL 2011",99.693,-0.50,3.10,0.70,1.60,3.40,0.40,16.00,1.70,1.60,91.50,5.14
"AGO 2011",99.817,0.10,3.00,0.80,1.10,3.30,0.40,15.30,1.70,1.60,92.23,4.24
"SEP 2011",100.061,0.20,3.10,1.00,1.30,4.10,0.50,15.90,1.60,1.70,102.73,5.25
"OCT 2011",100.850,0.80,3.00,1.80,0.90,4.40,0.60,14.50,1.60,1.70,103.47,2.56
"NOV 2011",101.259,0.40,2.90,2.20,0.80,4.40,0.30,13.80,1.60,1.70,101.56,-0.16
"DIC 2011",101.391,0.10,2.40,2.40,0.70,3.10,0.30,10.30,1.70,1.50,100.27,-2.72
"ENE 2012",100.275,-1.10,2.00,-1.10,1.00,2.80,0.20,8.00,1.40,1.30,98.99,0.02
"FEB 2012",100.380,0.10,2.00,-1.00,1.80,2.80,0.10,7.90,1.30,1.20,106.67,1.37
"MAR 2012",101.055,0.70,1.90,-0.30,1.40,2.70,0.30,7.50,1.20,1.20,110.86,5.06
"ABR 2012",102.474,1.40,2.10,1.10,2.10,2.90,0.10,8.90,1.10,1.10,108.51,2.66
"MAY 2012",102.323,-0.10,1.90,0.90,1.10,3.00,0.20,8.30,1.10,1.10,109.02,2.40
"JUN 2012",102.132,-0.20,1.90,0.70,2.50,3.80,0.10,6.20,1.20,1.30,110.06,1.34
"JUL 2012",101.893,-0.20,2.20,0.50,2.00,3.20,1.00,7.80,1.00,1.40,100.11,9.41
"AGO 2012",102.467,0.60,2.70,1.10,2.70,3.20,0.70,11.90,1.10,1.40,105.75,14.66
"SEP 2012",103.475,1.00,3.40,2.10,2.80,2.90,2.00,13.40,1.80,2.10,118.52,15.37
