"","IE_5_1.1","IE_5_1.2","IE_5_1.3","IE_5_1.4","IE_5_1.5","IE_5_1.6","IE_5_1.7","IE_5_1.8","IE_5_1.9","IE_5_1.10","IE_5_1.11","IE_5_1.12"
"DIC 1963","_",0.40,5.50,5.50,"_","_","_","_","_","_","_","_"
"ENE 1964","_",-0.20,5.10,-0.20,"_","_","_","_","_","_","_","_"
"FEB 1964","_",0.10,4.30,-0.10,"_","_","_","_","_","_","_","_"
"MAR 1964","_",0.30,2.60,0.20,"_","_","_","_","_","_","_","_"
"ABR 1964","_",0.40,3.10,0.60,"_","_","_","_","_","_","_","_"
"MAY 1964","_",0.30,2.80,0.90,"_","_","_","_","_","_","_","_"
"JUN 1964","_",1.30,6.10,2.20,"_","_","_","_","_","_","_","_"
"JUL 1964","_",2.20,7.30,4.40,"_","_","_","_","_","_","_","_"
"AGO 1964","_",1.60,7.80,6.10,"_","_","_","_","_","_","_","_"
"SEP 1964","_",1.00,9.10,7.10,"_","_","_","_","_","_","_","_"
"OCT 1964","_",1.60,10.60,8.90,"_","_","_","_","_","_","_","_"
"NOV 1964","_",2.30,11.80,11.40,"_","_","_","_","_","_","_","_"
"DIC 1964","_",1.20,12.70,12.70,"_","_","_","_","_","_","_","_"
"ENE 1965","_",1.00,14.00,1.00,"_","_","_","_","_","_","_","_"
"FEB 1965","_",1.70,15.80,2.70,"_","_","_","_","_","_","_","_"
"MAR 1965","_",0.80,16.40,3.50,"_","_","_","_","_","_","_","_"
"ABR 1965","_",0.70,16.80,4.30,"_","_","_","_","_","_","_","_"
"MAY 1965","_",0.40,17.00,4.70,"_","_","_","_","_","_","_","_"
"JUN 1965","_",-0.40,14.90,4.20,"_","_","_","_","_","_","_","_"
"JUL 1965","_",0.10,12.60,4.40,"_","_","_","_","_","_","_","_"
"AGO 1965","_",0.50,11.40,4.90,"_","_","_","_","_","_","_","_"
"SEP 1965","_",1.00,11.40,5.90,"_","_","_","_","_","_","_","_"
"OCT 1965","_",0.50,10.20,6.50,"_","_","_","_","_","_","_","_"
"NOV 1965","_",2.20,10.00,8.80,"_","_","_","_","_","_","_","_"
"DIC 1965","_",0.60,9.40,9.40,"_","_","_","_","_","_","_","_"
"ENE 1966","_",-0.20,8.10,-0.20,"_","_","_","_","_","_","_","_"
"FEB 1966","_",-0.10,6.20,-0.30,"_","_","_","_","_","_","_","_"
"MAR 1966","_",0.00,5.40,-0.30,"_","_","_","_","_","_","_","_"
"ABR 1966","_",1.00,5.60,0.70,"_","_","_","_","_","_","_","_"
"MAY 1966","_",1.50,6.70,2.20,"_","_","_","_","_","_","_","_"
"JUN 1966","_",0.20,7.40,2.40,"_","_","_","_","_","_","_","_"
"JUL 1966","_",-0.10,7.20,2.30,"_","_","_","_","_","_","_","_"
"AGO 1966","_",0.20,6.90,2.50,"_","_","_","_","_","_","_","_"
"SEP 1966","_",-0.30,5.50,2.20,"_","_","_","_","_","_","_","_"
"OCT 1966","_",0.60,5.60,2.80,"_","_","_","_","_","_","_","_"
"NOV 1966","_",1.70,5.20,4.60,"_","_","_","_","_","_","_","_"
"DIC 1966","_",0.60,5.30,5.30,"_","_","_","_","_","_","_","_"
"ENE 1967","_",0.10,5.50,0.10,"_","_","_","_","_","_","_","_"
"FEB 1967","_",0.80,6.40,0.80,"_","_","_","_","_","_","_","_"
"MAR 1967","_",0.40,6.90,1.30,"_","_","_","_","_","_","_","_"
"ABR 1967","_",1.40,7.30,2.70,"_","_","_","_","_","_","_","_"
"MAY 1967","_",0.30,6.10,3.00,"_","_","_","_","_","_","_","_"
"JUN 1967","_",-0.90,5.00,2.10,"_","_","_","_","_","_","_","_"
"JUL 1967","_",0.10,5.10,2.20,"_","_","_","_","_","_","_","_"
"AGO 1967","_",1.50,6.50,3.70,"_","_","_","_","_","_","_","_"
"SEP 1967","_",0.30,7.10,4.00,"_","_","_","_","_","_","_","_"
"OCT 1967","_",0.40,6.90,4.40,"_","_","_","_","_","_","_","_"
"NOV 1967","_",2.10,7.30,6.60,"_","_","_","_","_","_","_","_"
"DIC 1967","_",0.00,6.60,6.60,"_","_","_","_","_","_","_","_"
"ENE 1968","_",0.30,6.80,0.30,"_","_","_","_","_","_","_","_"
"FEB 1968","_",0.00,6.00,0.30,"_","_","_","_","_","_","_","_"
"MAR 1968","_",1.00,6.60,1.30,"_","_","_","_","_","_","_","_"
"ABR 1968","_",0.90,6.10,2.20,"_","_","_","_","_","_","_","_"
"MAY 1968","_",-0.30,5.40,1.90,"_","_","_","_","_","_","_","_"
"JUN 1968","_",0.30,6.60,2.20,"_","_","_","_","_","_","_","_"
"JUL 1968","_",-0.80,5.60,1.30,"_","_","_","_","_","_","_","_"
"AGO 1968","_",0.10,4.20,1.40,"_","_","_","_","_","_","_","_"
"SEP 1968","_",-0.20,3.70,1.20,"_","_","_","_","_","_","_","_"
"OCT 1968","_",0.30,3.60,1.50,"_","_","_","_","_","_","_","_"
"NOV 1968","_",0.70,2.20,2.20,"_","_","_","_","_","_","_","_"
"DIC 1968","_",0.70,2.90,2.90,"_","_","_","_","_","_","_","_"
"ENE 1969","_",-0.20,2.40,-0.20,"_","_","_","_","_","_","_","_"
"FEB 1969","_",-0.60,1.70,-0.80,"_","_","_","_","_","_","_","_"
"MAR 1969","_",0.60,1.30,-0.20,"_","_","_","_","_","_","_","_"
"ABR 1969","_",1.20,1.60,0.90,"_","_","_","_","_","_","_","_"
"MAY 1969","_",0.00,2.00,0.90,"_","_","_","_","_","_","_","_"
"JUN 1969","_",-1.20,0.50,-0.20,"_","_","_","_","_","_","_","_"
"JUL 1969","_",0.80,2.10,0.60,"_","_","_","_","_","_","_","_"
"AGO 1969","_",0.30,2.40,0.90,"_","_","_","_","_","_","_","_"
"SEP 1969","_",0.20,2.70,1.10,"_","_","_","_","_","_","_","_"
"OCT 1969","_",0.40,2.80,1.40,"_","_","_","_","_","_","_","_"
"NOV 1969","_",0.90,3.00,2.30,"_","_","_","_","_","_","_","_"
"DIC 1969","_",1.10,3.40,3.40,"_","_","_","_","_","_","_","_"
"ENE 1970","_",0.50,4.20,0.50,"_","_","_","_","_","_","_","_"
"FEB 1970","_",-0.40,4.40,0.10,"_","_","_","_","_","_","_","_"
"MAR 1970","_",0.80,4.60,0.90,"_","_","_","_","_","_","_","_"
"ABR 1970","_",0.60,3.90,1.40,"_","_","_","_","_","_","_","_"
"MAY 1970","_",-0.70,3.20,0.80,"_","_","_","_","_","_","_","_"
"JUN 1970","_",0.40,4.80,1.10,"_","_","_","_","_","_","_","_"
"JUL 1970","_",1.90,6.00,3.00,"_","_","_","_","_","_","_","_"
"AGO 1970","_",1.60,7.30,4.70,"_","_","_","_","_","_","_","_"
"SEP 1970","_",0.50,7.60,5.10,"_","_","_","_","_","_","_","_"
"OCT 1970","_",1.00,8.30,6.20,"_","_","_","_","_","_","_","_"
"NOV 1970","_",0.30,7.60,6.50,"_","_","_","_","_","_","_","_"
"DIC 1970","_",0.30,6.80,6.80,"_","_","_","_","_","_","_","_"
"ENE 1971","_",1.10,7.40,1.10,"_","_","_","_","_","_","_","_"
"FEB 1971","_",-0.10,7.70,1.00,"_","_","_","_","_","_","_","_"
"MAR 1971","_",1.10,8.00,2.00,"_","_","_","_","_","_","_","_"
"ABR 1971","_",1.10,8.60,3.10,"_","_","_","_","_","_","_","_"
"MAY 1971","_",0.60,10.00,3.80,"_","_","_","_","_","_","_","_"
"JUN 1971","_",0.40,10.00,4.20,"_","_","_","_","_","_","_","_"
"JUL 1971","_",0.00,8.00,4.20,"_","_","_","_","_","_","_","_"
"AGO 1971","_",0.20,6.50,4.40,"_","_","_","_","_","_","_","_"
"SEP 1971","_",1.20,7.30,5.60,"_","_","_","_","_","_","_","_"
"OCT 1971","_",1.10,7.40,6.80,"_","_","_","_","_","_","_","_"
"NOV 1971","_",1.40,8.50,8.20,"_","_","_","_","_","_","_","_"
"DIC 1971","_",1.30,9.60,9.60,"_","_","_","_","_","_","_","_"
"ENE 1972","_",0.10,8.60,0.10,"_","_","_","_","_","_","_","_"
"FEB 1972","_",-0.10,8.60,0.00,"_","_","_","_","_","_","_","_"
"MAR 1972","_",1.00,8.50,1.00,"_","_","_","_","_","_","_","_"
"ABR 1972","_",0.00,7.40,1.00,"_","_","_","_","_","_","_","_"
"MAY 1972","_",0.50,7.20,1.50,"_","_","_","_","_","_","_","_"
"JUN 1972","_",0.20,7.00,1.70,"_","_","_","_","_","_","_","_"
"JUL 1972","_",1.40,8.50,3.10,"_","_","_","_","_","_","_","_"
"AGO 1972","_",1.00,9.40,4.20,"_","_","_","_","_","_","_","_"
"SEP 1972","_",1.40,9.70,5.60,"_","_","_","_","_","_","_","_"
"OCT 1972","_",0.70,9.20,6.40,"_","_","_","_","_","_","_","_"
"NOV 1972","_",0.20,7.90,6.50,"_","_","_","_","_","_","_","_"
"DIC 1972","_",0.80,7.30,7.30,"_","_","_","_","_","_","_","_"
"ENE 1973","_",0.70,8.10,0.70,"_","_","_","_","_","_","_","_"
"FEB 1973","_",0.20,8.30,0.90,"_","_","_","_","_","_","_","_"
"MAR 1973","_",0.80,8.20,1.70,"_","_","_","_","_","_","_","_"
"ABR 1973","_",1.40,9.70,3.20,"_","_","_","_","_","_","_","_"
"MAY 1973","_",1.50,10.80,4.70,"_","_","_","_","_","_","_","_"
"JUN 1973","_",1.50,12.20,6.30,"_","_","_","_","_","_","_","_"
"JUL 1973","_",1.10,11.90,7.40,"_","_","_","_","_","_","_","_"
"AGO 1973","_",1.60,12.50,9.20,"_","_","_","_","_","_","_","_"
"SEP 1973","_",1.70,12.90,11.10,"_","_","_","_","_","_","_","_"
"OCT 1973","_",1.60,13.90,12.80,"_","_","_","_","_","_","_","_"
"NOV 1973","_",0.10,13.80,13.00,"_","_","_","_","_","_","_","_"
"DIC 1973","_",1.10,14.20,14.20,"_","_","_","_","_","_","_","_"
"ENE 1974","_",0.60,14.00,0.60,"_","_","_","_","_","_","_","_"
"FEB 1974","_",0.30,14.20,0.90,"_","_","_","_","_","_","_","_"
"MAR 1974","_",2.20,15.80,3.10,"_","_","_","_","_","_","_","_"
"ABR 1974","_",2.20,16.60,5.40,"_","_","_","_","_","_","_","_"
"MAY 1974","_",1.30,16.40,6.70,"_","_","_","_","_","_","_","_"
"JUN 1974","_",0.40,15.20,7.20,"_","_","_","_","_","_","_","_"
"JUL 1974","_",1.20,15.30,8.40,"_","_","_","_","_","_","_","_"
"AGO 1974","_",1.70,15.30,10.20,"_","_","_","_","_","_","_","_"
"SEP 1974","_",1.60,15.10,12.00,"_","_","_","_","_","_","_","_"
"OCT 1974","_",1.10,14.50,13.20,"_","_","_","_","_","_","_","_"
"NOV 1974","_",2.80,17.50,16.30,"_","_","_","_","_","_","_","_"
"DIC 1974","_",1.40,17.90,17.90,"_","_","_","_","_","_","_","_"
"ENE 1975","_",1.40,18.80,1.40,"_","_","_","_","_","_","_","_"
"FEB 1975","_",1.00,19.60,2.40,"_","_","_","_","_","_","_","_"
"MAR 1975","_",0.70,17.80,3.00,"_","_","_","_","_","_","_","_"
"ABR 1975","_",1.80,17.30,4.80,"_","_","_","_","_","_","_","_"
"MAY 1975","_",1.20,17.20,6.10,"_","_","_","_","_","_","_","_"
"JUN 1975","_",0.30,17.10,6.40,"_","_","_","_","_","_","_","_"
"JUL 1975","_",1.60,17.50,8.10,"_","_","_","_","_","_","_","_"
"AGO 1975","_",1.60,17.40,9.80,"_","_","_","_","_","_","_","_"
"SEP 1975","_",1.60,17.50,11.60,"_","_","_","_","_","_","_","_"
"OCT 1975","_",0.00,16.20,11.60,"_","_","_","_","_","_","_","_"
"NOV 1975","_",0.70,13.80,12.30,"_","_","_","_","_","_","_","_"
"DIC 1975","_",1.60,14.10,14.10,"_","_","_","_","_","_","_","_"
"ENE 1976","_",1.20,13.90,1.20,"_","_","_","_","_","_","_","_"
"FEB 1976","_",1.10,14.10,2.30,"_","_","_","_","_","_","_","_"
"MAR 1976","_",2.30,15.90,4.70,"_","_","_","_","_","_","_","_"
"ABR 1976","_",2.00,16.20,6.80,"_","_","_","_","_","_","_","_"
"MAY 1976","_",4.60,20.10,11.70,"_","_","_","_","_","_","_","_"
"JUN 1976","_",-0.60,19.00,11.00,"_","_","_","_","_","_","_","_"
"JUL 1976","_",0.60,17.90,11.70,"_","_","_","_","_","_","_","_"
"AGO 1976","_",0.80,17.10,12.70,"_","_","_","_","_","_","_","_"
"SEP 1976","_",1.90,17.40,14.80,"_","_","_","_","_","_","_","_"
"OCT 1976","_",1.40,19.00,16.40,"_","_","_","_","_","_","_","_"
"NOV 1976","_",1.90,20.50,18.50,"_","_","_","_","_","_","_","_"
"DIC 1976","_",1.00,19.80,19.80,"_","_","_","_","_","_","_","_"
"ENE 1977","_",3.30,22.20,3.30,"_","_","_","_","_","_","_","_"
"FEB 1977","_",1.50,22.70,4.80,"_","_","_","_","_","_","_","_"
"MAR 1977","_",2.40,22.80,7.30,"_","_","_","_","_","_","_","_"
"ABR 1977","_",1.80,22.50,9.30,"_","_","_","_","_","_","_","_"
"MAY 1977","_",0.90,18.20,10.20,"_","_","_","_","_","_","_","_"
"JUN 1977","_",2.80,22.20,13.30,"_","_","_","_","_","_","_","_"
"JUL 1977","_",3.30,25.40,17.00,"_","_","_","_","_","_","_","_"
"AGO 1977","_",3.20,28.40,20.80,"_","_","_","_","_","_","_","_"
"SEP 1977","_",1.40,27.80,22.50,"_","_","_","_","_","_","_","_"
"OCT 1977","_",1.60,28.00,24.40,"_","_","_","_","_","_","_","_"
"NOV 1977","_",0.80,26.70,25.40,"_","_","_","_","_","_","_","_"
"DIC 1977","_",0.80,26.40,26.40,"_","_","_","_","_","_","_","_"
"ENE 1978","_",1.60,24.40,1.60,"_","_","_","_","_","_","_","_"
"FEB 1978","_",1.00,23.70,2.60,"_","_","_","_","_","_","_","_"
"MAR 1978","_",1.30,22.40,3.90,"_","_","_","_","_","_","_","_"
"ABR 1978","_",2.10,22.70,6.10,"_","_","_","_","_","_","_","_"
"MAY 1978","_",1.00,22.90,7.20,"_","_","_","_","_","_","_","_"
"JUN 1978","_",1.00,20.80,8.20,"_","_","_","_","_","_","_","_"
"JUL 1978","_",2.20,19.50,10.60,"_","_","_","_","_","_","_","_"
"AGO 1978","_",1.70,17.70,12.50,"_","_","_","_","_","_","_","_"
"SEP 1978","_",0.80,17.10,13.40,"_","_","_","_","_","_","_","_"
"OCT 1978","_",0.90,16.30,14.50,"_","_","_","_","_","_","_","_"
"NOV 1978","_",0.40,15.90,15.00,"_","_","_","_","_","_","_","_"
"DIC 1978","_",1.40,16.50,16.50,"_","_","_","_","_","_","_","_"
"ENE 1979","_",1.70,16.70,1.70,"_","_","_","_","_","_","_","_"
"FEB 1979","_",0.80,16.40,2.50,"_","_","_","_","_","_","_","_"
"MAR 1979","_",1.00,16.20,3.60,"_","_","_","_","_","_","_","_"
"ABR 1979","_",1.50,15.50,5.10,"_","_","_","_","_","_","_","_"
"MAY 1979","_",1.20,15.70,6.40,"_","_","_","_","_","_","_","_"
"JUN 1979","_",0.90,15.50,7.30,"_","_","_","_","_","_","_","_"
"JUL 1979","_",2.20,15.50,9.60,"_","_","_","_","_","_","_","_"
"AGO 1979","_",1.00,14.70,10.70,"_","_","_","_","_","_","_","_"
"SEP 1979","_",1.30,15.20,12.20,"_","_","_","_","_","_","_","_"
"OCT 1979","_",1.30,15.70,13.70,"_","_","_","_","_","_","_","_"
"NOV 1979","_",0.20,15.50,13.90,"_","_","_","_","_","_","_","_"
"DIC 1979","_",1.50,15.60,15.60,"_","_","_","_","_","_","_","_"
"ENE 1980","_",2.80,16.80,2.80,"_","_","_","_","_","_","_","_"
"FEB 1980","_",0.90,16.90,3.70,"_","_","_","_","_","_","_","_"
"MAR 1980","_",0.50,16.30,4.20,"_","_","_","_","_","_","_","_"
"ABR 1980","_",1.00,15.70,5.20,"_","_","_","_","_","_","_","_"
"MAY 1980","_",0.70,15.20,6.00,"_","_","_","_","_","_","_","_"
"JUN 1980","_",1.60,15.90,7.60,"_","_","_","_","_","_","_","_"
"JUL 1980","_",1.40,15.10,9.10,"_","_","_","_","_","_","_","_"
"AGO 1980","_",1.20,15.30,10.40,"_","_","_","_","_","_","_","_"
"SEP 1980","_",1.10,15.00,11.60,"_","_","_","_","_","_","_","_"
"OCT 1980","_",0.80,14.40,12.50,"_","_","_","_","_","_","_","_"
"NOV 1980","_",1.00,15.30,13.60,"_","_","_","_","_","_","_","_"
"DIC 1980","_",1.40,15.20,15.20,"_","_","_","_","_","_","_","_"
"ENE 1981","_",2.00,14.40,2.00,"_","_","_","_","_","_","_","_"
"FEB 1981","_",0.50,14.00,2.50,"_","_","_","_","_","_","_","_"
"MAR 1981","_",2.00,15.60,4.60,"_","_","_","_","_","_","_","_"
"ABR 1981","_",1.00,15.60,5.60,"_","_","_","_","_","_","_","_"
"MAY 1981","_",0.50,15.40,6.10,"_","_","_","_","_","_","_","_"
"JUN 1981","_",0.10,13.70,6.20,"_","_","_","_","_","_","_","_"
"JUL 1981","_",2.00,14.30,8.30,"_","_","_","_","_","_","_","_"
"AGO 1981","_",1.20,14.40,9.60,"_","_","_","_","_","_","_","_"
"SEP 1981","_",0.80,14.10,10.50,"_","_","_","_","_","_","_","_"
"OCT 1981","_",1.10,14.40,11.70,"_","_","_","_","_","_","_","_"
"NOV 1981","_",0.90,14.30,12.70,"_","_","_","_","_","_","_","_"
"DIC 1981","_",1.50,14.40,14.40,"_","_","_","_","_","_","_","_"
"ENE 1982","_",2.10,14.50,2.10,"_","_","_","_","_","_","_","_"
"FEB 1982","_",0.80,14.80,2.90,"_","_","_","_","_","_","_","_"
"MAR 1982","_",1.00,13.60,3.90,"_","_","_","_","_","_","_","_"
"ABR 1982","_",1.30,14.00,5.20,"_","_","_","_","_","_","_","_"
"MAY 1982","_",1.40,15.10,6.80,"_","_","_","_","_","_","_","_"
"JUN 1982","_",1.00,16.10,7.80,"_","_","_","_","_","_","_","_"
"JUL 1982","_",1.30,15.30,9.20,"_","_","_","_","_","_","_","_"
"AGO 1982","_",0.70,14.70,9.90,"_","_","_","_","_","_","_","_"
"SEP 1982","_",0.10,14.00,10.10,"_","_","_","_","_","_","_","_"
"OCT 1982","_",1.00,13.80,11.20,"_","_","_","_","_","_","_","_"
"NOV 1982","_",0.30,13.20,11.50,"_","_","_","_","_","_","_","_"
"DIC 1982","_",2.20,14.00,14.00,"_","_","_","_","_","_","_","_"
"ENE 1983","_",1.70,13.60,1.70,"_","_","_","_","_","_","_","_"
"FEB 1983","_",0.50,13.30,2.20,"_","_","_","_","_","_","_","_"
"MAR 1983","_",0.60,12.80,2.80,"_","_","_","_","_","_","_","_"
"ABR 1983","_",1.40,12.90,4.20,"_","_","_","_","_","_","_","_"
"MAY 1983","_",0.40,11.80,4.70,"_","_","_","_","_","_","_","_"
"JUN 1983","_",0.60,11.30,5.30,"_","_","_","_","_","_","_","_"
"JUL 1983","_",0.40,10.30,5.70,"_","_","_","_","_","_","_","_"
"AGO 1983","_",1.30,11.00,7.10,"_","_","_","_","_","_","_","_"
"SEP 1983","_",0.80,11.80,7.90,"_","_","_","_","_","_","_","_"
"OCT 1983","_",1.40,12.20,9.40,"_","_","_","_","_","_","_","_"
"NOV 1983","_",1.00,13.00,10.50,"_","_","_","_","_","_","_","_"
"DIC 1983","_",1.60,12.20,12.20,"_","_","_","_","_","_","_","_"
"ENE 1984","_",1.50,12.10,1.50,"_","_","_","_","_","_","_","_"
"FEB 1984","_",0.40,11.90,1.90,"_","_","_","_","_","_","_","_"
"MAR 1984","_",0.80,12.20,2.80,"_","_","_","_","_","_","_","_"
"ABR 1984","_",0.50,11.20,3.20,"_","_","_","_","_","_","_","_"
"MAY 1984","_",0.50,11.30,3.80,"_","_","_","_","_","_","_","_"
"JUN 1984","_",0.70,11.40,4.50,"_","_","_","_","_","_","_","_"
"JUL 1984","_",1.50,12.70,6.10,"_","_","_","_","_","_","_","_"
"AGO 1984","_",0.70,12.00,6.90,"_","_","_","_","_","_","_","_"
"SEP 1984","_",0.20,11.40,7.10,"_","_","_","_","_","_","_","_"
"OCT 1984","_",0.60,10.50,7.70,"_","_","_","_","_","_","_","_"
"NOV 1984","_",0.50,10.00,8.30,"_","_","_","_","_","_","_","_"
"DIC 1984","_",0.70,9.00,9.00,"_","_","_","_","_","_","_","_"
"ENE 1985","_",1.90,9.40,1.90,"_","_","_","_","_","_","_","_"
"FEB 1985","_",0.70,9.70,2.60,"_","_","_","_","_","_","_","_"
"MAR 1985","_",0.60,9.50,3.20,"_","_","_","_","_","_","_","_"
"ABR 1985","_",1.00,10.20,4.30,"_","_","_","_","_","_","_","_"
"MAY 1985","_",0.30,9.90,4.60,"_","_","_","_","_","_","_","_"
"JUN 1985","_",-0.20,8.90,4.50,"_","_","_","_","_","_","_","_"
"JUL 1985","_",0.60,7.90,5.00,"_","_","_","_","_","_","_","_"
"AGO 1985","_",0.10,7.30,5.20,"_","_","_","_","_","_","_","_"
"SEP 1985","_",1.10,8.30,6.40,"_","_","_","_","_","_","_","_"
"OCT 1985","_",0.50,8.20,6.90,"_","_","_","_","_","_","_","_"
"NOV 1985","_",0.80,8.50,7.70,"_","_","_","_","_","_","_","_"
"DIC 1985","_",0.40,8.20,8.20,"_","_","_","_","_","_","_","_"
"ENE 1986","_",2.90,9.30,2.90,"_","_","_","_","_","_","_","_"
"FEB 1986","_",0.40,9.00,3.30,"_","_","_","_","_","_","_","_"
"MAR 1986","_",0.30,8.60,3.70,"_","_","_","_","_","_","_","_"
"ABR 1986","_",0.20,7.80,3.90,"_","_","_","_","_","_","_","_"
"MAY 1986","_",0.30,7.80,4.20,"_","_","_","_","_","_","_","_"
"JUN 1986","_",0.90,8.90,5.20,"_","_","_","_","_","_","_","_"
"JUL 1986","_",1.00,9.40,6.20,"_","_","_","_","_","_","_","_"
"AGO 1986","_",0.30,9.50,6.50,"_","_","_","_","_","_","_","_"
"SEP 1986","_",1.00,9.50,7.60,"_","_","_","_","_","_","_","_"
"OCT 1986","_",0.40,9.30,8.00,"_","_","_","_","_","_","_","_"
"NOV 1986","_",-0.20,8.20,7.80,"_","_","_","_","_","_","_","_"
"DIC 1986","_",0.40,8.30,8.30,"_","_","_","_","_","_","_","_"
"ENE 1987","_",0.80,6.00,0.80,"_","_","_","_","_","_","_","_"
"FEB 1987","_",0.40,6.00,1.20,"_","_","_","_","_","_","_","_"
"MAR 1987","_",0.60,6.30,1.80,"_","_","_","_","_","_","_","_"
"ABR 1987","_",0.20,6.30,2.00,"_","_","_","_","_","_","_","_"
"MAY 1987","_",-0.10,5.80,1.90,"_","_","_","_","_","_","_","_"
"JUN 1987","_",0.00,4.90,1.90,"_","_","_","_","_","_","_","_"
"JUL 1987","_",1.00,4.90,2.90,"_","_","_","_","_","_","_","_"
"AGO 1987","_",0.00,4.60,2.90,"_","_","_","_","_","_","_","_"
"SEP 1987","_",0.90,4.40,3.80,"_","_","_","_","_","_","_","_"
"OCT 1987","_",0.60,4.70,4.50,"_","_","_","_","_","_","_","_"
"NOV 1987","_",-0.20,4.70,4.20,"_","_","_","_","_","_","_","_"
"DIC 1987","_",0.40,4.60,4.60,"_","_","_","_","_","_","_","_"
"ENE 1988","_",0.60,4.50,0.60,"_","_","_","_","_","_","_","_"
"FEB 1988","_",0.30,4.30,0.90,"_","_","_","_","_","_","_","_"
"MAR 1988","_",0.70,4.50,1.60,"_","_","_","_","_","_","_","_"
"ABR 1988","_",-0.30,3.90,1.30,"_","_","_","_","_","_","_","_"
"MAY 1988","_",0.00,4.00,1.30,"_","_","_","_","_","_","_","_"
