"Nombre de la serie","Número secuencial","Nombre del archivo con los valores de la serie","Descripción de la serie","Tipo de variable","Código de unidades","Exponente","Número de decimales","Descripción de unidades y exponente","Frecuencia de la serie","Fecha de la primera observación","Fecha de la última observación","Número de observaciones","Título de la serie","Fuente","Notas"
"IE_6_6.17",2338629,"IE0606","PDE2010.AAPP.CCAA.CAPACIDAD O NECESIDAD DE FINANCIACIÓN SEGUN PDE","SUMA","EUR",3,0,"Miles de Euros","MENSUAL","Ene-13","Nov-15",35,"PDE2010.ADMINISTRACIONES PÚBLICAS/COMUNIDADES AUTÓNOMAS.PAIS VASCO/CAPACIDAD O NECESIDAD FINANCIACION/SEGUN PROTOCOLO DE DEFICIT EXCESIVO/PAIS VASCO","",""
"IE_6_6.18",2338630,"IE0606","PDE2010.AAPP.CCAA.CAPACIDAD O NECESIDAD DE FINANCIACIÓN SEGUN PDE","SUMA","EUR",3,0,"Miles de Euros","MENSUAL","Ene-13","Nov-15",35,"PDE2010.ADMINISTRACIONES PÚBLICAS/COMUNIDADES AUTÓNOMAS.COMUNITAT VALENCIANA/CAPACIDAD O NECESIDAD FINANCIACION/SEGUN PROTOCOLO DE DEFICIT EXCESIVO/COMUNITAT VALENCIANA","",""
"IE_7_1.1",2386880,"IE0701","Cuenta corriente. Saldo","SUMA","EUR",6,0,"Millones de Euros","MENSUAL","Ene-93","Ene-16",277,"Descripción Familia:  Series de la estadísticas exteriores/Ajuste:  Sin ajuste de estacionalidad/País o área geográfica de referencia:  España/País o área geográfica de contrapartida:  Resto del mundo/Sector de referencia:  Total sectores/Sector de contrapartida:  Total sectores/Tipo de dato:  Transacciones/Cuenta:  Saldo (Ingresos menos Pagos)/Concepto:  Cuenta corriente/Categoría funcional:  No aplicable/Instrumento financiero:  No aplicable/Plazo:  No aplica/Unidad de medida:  Euro/Moneda:  Todas las monedas/Valoración:  Sin clasificar/sin especificar (incluyendo todos los métodos de valoración)/Metodología de compilación:  Metodología de recogida de datos conforme al concepto nacional","Banco de España",""
"IE_7_1.2",2386941,"IE0701","Bienes y servicios. Saldo","SUMA","EUR",6,0,"Millones de Euros","MENSUAL","Ene-93","Ene-16",277,"Descripción Familia:  Series de la estadísticas exteriores/Ajuste:  Sin ajuste de estacionalidad/País o área geográfica de referencia:  España/País o área geográfica de contrapartida:  Resto del mundo/Sector de referencia:  Total sectores/Sector de contrapartida:  Total sectores/Tipo de dato:  Transacciones/Cuenta:  Saldo (Ingresos menos Pagos)/Concepto:  Bienes y servicios/Categoría funcional:  No aplicable/Instrumento financiero:  No aplicable/Plazo:  No aplica/Unidad de medida:  Euro/Moneda:  Todas las monedas/Valoración:  Sin clasificar/sin especificar (incluyendo todos los métodos de valoración)/Metodología de compilación:  Metodología de recogida de datos conforme al concepto nacional","Banco de España",""
"IE_7_1.3",2386943,"IE0701","Bienes y servicios. Ingresos","SUMA","EUR",6,0,"Millones de Euros","MENSUAL","Ene-93","Ene-16",277,"Descripción Familia:  Series de la estadísticas exteriores/Ajuste:  Sin ajuste de estacionalidad/País o área geográfica de referencia:  España/País o área geográfica de contrapartida:  Resto del mundo/Sector de referencia:  Total sectores/Sector de contrapartida:  Total sectores/Tipo de dato:  Transacciones/Cuenta:  Ingresos/Concepto:  Bienes y servicios/Categoría funcional:  No aplicable/Instrumento financiero:  No aplicable/Plazo:  No aplica/Unidad de medida:  Euro/Moneda:  Todas las monedas/Valoración:  Sin clasificar/sin especificar (incluyendo todos los métodos de valoración)/Metodología de compilación:  Metodología de recogida de datos conforme al concepto nacional","Banco de España",""
"IE_7_1.4",2386904,"IE0701","Servicios. Turismo. Ingresos","SUMA","EUR",6,0,"Millones de Euros","MENSUAL","Ene-93","Ene-16",277,"Descripción Familia:  Series de la estadísticas exteriores/Ajuste:  Sin ajuste de estacionalidad/País o área geográfica de referencia:  España/País o área geográfica de contrapartida:  Resto del mundo/Sector de referencia:  Total sectores/Sector de contrapartida:  Total sectores/Tipo de dato:  Transacciones/Cuenta:  Ingresos/Concepto:  Servicios. Turismo/Categoría funcional:  No aplicable/Instrumento financiero:  No aplicable/Plazo:  No aplica/Unidad de medida:  Euro/Moneda:  Todas las monedas/Valoración:  Sin clasificar/sin especificar (incluyendo todos los métodos de valoración)/Metodología de compilación:  Metodología de recogida de datos conforme al concepto nacional","Banco de España",""
"IE_7_1.5",2386946,"IE0701","Bienes y servicios. Pagos","SUMA","EUR",6,0,"Millones de Euros","MENSUAL","Ene-93","Ene-16",277,"Descripción Familia:  Series de la estadísticas exteriores/Ajuste:  Sin ajuste de estacionalidad/País o área geográfica de referencia:  España/País o área geográfica de contrapartida:  Resto del mundo/Sector de referencia:  Total sectores/Sector de contrapartida:  Total sectores/Tipo de dato:  Transacciones/Cuenta:  Pagos/Concepto:  Bienes y servicios/Categoría funcional:  No aplicable/Instrumento financiero:  No aplicable/Plazo:  No aplica/Unidad de medida:  Euro/Moneda:  Todas las monedas/Valoración:  Sin clasificar/sin especificar (incluyendo todos los métodos de valoración)/Metodología de compilación:  Metodología de recogida de datos conforme al concepto nacional","Banco de España",""
"IE_7_1.6",2386906,"IE0701","Servicios. Turismo. Pagos","SUMA","EUR",6,0,"Millones de Euros","MENSUAL","Ene-93","Ene-16",277,"Descripción Familia:  Series de la estadísticas exteriores/Ajuste:  Sin ajuste de estacionalidad/País o área geográfica de referencia:  España/País o área geográfica de contrapartida:  Resto del mundo/Sector de referencia:  Total sectores/Sector de contrapartida:  Total sectores/Tipo de dato:  Transacciones/Cuenta:  Pagos/Concepto:  Servicios. Turismo/Categoría funcional:  No aplicable/Instrumento financiero:  No aplicable/Plazo:  No aplica/Unidad de medida:  Euro/Moneda:  Todas las monedas/Valoración:  Sin clasificar/sin especificar (incluyendo todos los métodos de valoración)/Metodología de compilación:  Metodología de recogida de datos conforme al concepto nacional","Banco de España",""
"IE_7_1.7",2386942,"IE0701","Renta primaria y secundaria. Saldo","SUMA","EUR",6,0,"Millones de Euros","MENSUAL","Ene-93","Ene-16",277,"Descripción Familia:  Series de la estadísticas exteriores/Ajuste:  Sin ajuste de estacionalidad/País o área geográfica de referencia:  España/País o área geográfica de contrapartida:  Resto del mundo/Sector de referencia:  Total sectores/Sector de contrapartida:  Total sectores/Tipo de dato:  Transacciones/Cuenta:  Saldo (Ingresos menos Pagos)/Concepto:  Renta primaria y secundaria/Categoría funcional:  No aplicable/Instrumento financiero:  No aplicable/Plazo:  No aplica/Unidad de medida:  Euro/Moneda:  Todas las monedas/Valoración:  Sin clasificar/sin especificar (incluyendo todos los métodos de valoración)/Metodología de compilación:  Metodología de recogida de datos conforme al concepto nacional","Banco de España",""
"IE_7_1.8",2386944,"IE0701","Renta primaria y secundaria. Ingresos","SUMA","EUR",6,0,"Millones de Euros","MENSUAL","Ene-93","Ene-16",277,"Descripción Familia:  Series de la estadísticas exteriores/Ajuste:  Sin ajuste de estacionalidad/País o área geográfica de referencia:  España/País o área geográfica de contrapartida:  Resto del mundo/Sector de referencia:  Total sectores/Sector de contrapartida:  Total sectores/Tipo de dato:  Transacciones/Cuenta:  Ingresos/Concepto:  Renta primaria y secundaria/Categoría funcional:  No aplicable/Instrumento financiero:  No aplicable/Plazo:  No aplica/Unidad de medida:  Euro/Moneda:  Todas las monedas/Valoración:  Sin clasificar/sin especificar (incluyendo todos los métodos de valoración)/Metodología de compilación:  Metodología de recogida de datos conforme al concepto nacional","Banco de España",""
"IE_7_1.9",2386945,"IE0701","Renta primaria y secundaria. Pagos","SUMA","EUR",6,0,"Millones de Euros","MENSUAL","Ene-93","Ene-16",277,"Descripción Familia:  Series de la estadísticas exteriores/Ajuste:  Sin ajuste de estacionalidad/País o área geográfica de referencia:  España/País o área geográfica de contrapartida:  Resto del mundo/Sector de referencia:  Total sectores/Sector de contrapartida:  Total sectores/Tipo de dato:  Transacciones/Cuenta:  Pagos/Concepto:  Renta primaria y secundaria/Categoría funcional:  No aplicable/Instrumento financiero:  No aplicable/Plazo:  No aplica/Unidad de medida:  Euro/Moneda:  Todas las monedas/Valoración:  Sin clasificar/sin especificar (incluyendo todos los métodos de valoración)/Metodología de compilación:  Metodología de recogida de datos conforme al concepto nacional","Banco de España",""
"IE_7_1.10",2386885,"IE0701","Cuenta de capital. Saldo","SUMA","EUR",6,0,"Millones de Euros","MENSUAL","Ene-93","Ene-16",277,"Descripción Familia:  Series de la estadísticas exteriores/Ajuste:  Sin ajuste de estacionalidad/País o área geográfica de referencia:  España/País o área geográfica de contrapartida:  Resto del mundo/Sector de referencia:  Total sectores/Sector de contrapartida:  Total sectores/Tipo de dato:  Transacciones/Cuenta:  Saldo (Ingresos menos Pagos)/Concepto:  Cuenta de capital/Categoría funcional:  No aplicable/Instrumento financiero:  No aplicable/Plazo:  No aplica/Unidad de medida:  Euro/Moneda:  Todas las monedas/Valoración:  Sin clasificar/sin especificar (incluyendo todos los métodos de valoración)/Metodología de compilación:  Metodología de recogida de datos conforme al concepto nacional","Banco de España",""
"IE_7_1.11",2386886,"IE0701","Cuenta corriente más cuenta de capital. Saldo","SUMA","EUR",6,0,"Millones de Euros","MENSUAL","Ene-93","Ene-16",277,"Descripción Familia:  Series de la estadísticas exteriores/Ajuste:  Sin ajuste de estacionalidad/País o área geográfica de referencia:  España/País o área geográfica de contrapartida:  Resto del mundo/Sector de referencia:  Total sectores/Sector de contrapartida:  Total sectores/Tipo de dato:  Transacciones/Cuenta:  Saldo (Ingresos menos Pagos)/Concepto:  Cuenta corriente más cuenta de capital/Categoría funcional:  No aplicable/Instrumento financiero:  No aplicable/Plazo:  No aplica/Unidad de medida:  Euro/Moneda:  Todas las monedas/Valoración:  Sin clasificar/sin especificar (incluyendo todos los métodos de valoración)/Metodología de compilación:  Metodología de recogida de datos conforme al concepto nacional","Banco de España",""
"IE_7_2.1",2386887,"IE0702","CF. Neto (VNA-VNP)","SUMA","EUR",6,0,"Millones de Euros","MENSUAL","Ene-93","Ene-16",277,"Descripción Familia:  Series de la estadísticas exteriores/Ajuste:  Sin ajuste de estacionalidad/País o área geográfica de referencia:  España/País o área geográfica de contrapartida:  Resto del mundo/Sector de referencia:  Total sectores/Sector de contrapartida:  Total sectores/Tipo de dato:  Transacciones/Cuenta:  Neto (VNA-VNP)/Concepto:  Cuenta financiera/Categoría funcional:  Todas las categorías funcionales/Instrumento financiero:  Total activos/pasivos financieros/Plazo:  No aplica/Unidad de medida:  Euro/Moneda:  Todas las monedas/Valoración:  Sin clasificar/sin especificar (incluyendo todos los métodos de valoración)/Metodología de compilación:  Metodología de recogida de datos conforme al concepto nacional","Banco de España",""
"IE_7_2.2",2386889,"IE0702","CF.  Total sectores excluido el Banco de España. Neto (VNA-VNP)","SUMA","EUR",6,0,"Millones de Euros","MENSUAL","Ene-93","Ene-16",277,"Descripción Familia:  Series de la estadísticas exteriores/Ajuste:  Sin ajuste de estacionalidad/País o área geográfica de referencia:  España/País o área geográfica de contrapartida:  Resto del mundo/Sector de referencia:  Total sectores excluido el Banco Central/Sector de contrapartida:  Total sectores/Tipo de dato:  Transacciones/Cuenta:  Neto (VNA-VNP)/Concepto:  Cuenta financiera/Categoría funcional:  Todas las categorías funcionales/Instrumento financiero:  Total activos/pasivos financieros/Plazo:  No aplica/Unidad de medida:  Euro/Moneda:  Todas las monedas/Valoración:  Sin clasificar/sin especificar (incluyendo todos los métodos de valoración)/Metodología de compilación:  Metodología de recogida de datos conforme al concepto nacional","Banco de España",""
"IE_7_2.3",2386894,"IE0702","CF. Inversión directa. Total sectores excluido el Banco de España. Neto (VNA-VNP)","SUMA","EUR",6,0,"Millones de Euros","MENSUAL","Ene-93","Ene-16",277,"Descripción Familia:  Series de la estadísticas exteriores/Ajuste:  Sin ajuste de estacionalidad/País o área geográfica de referencia:  España/País o área geográfica de contrapartida:  Resto del mundo/Sector de referencia:  Total sectores excluido el Banco Central/Sector de contrapartida:  Total sectores/Tipo de dato:  Transacciones/Cuenta:  Neto (VNA-VNP)/Concepto:  Cuenta financiera/Categoría funcional:  Inversión directa/Instrumento financiero:  Total activos/pasivos financieros/Plazo:  No aplica/Unidad de medida:  Euro/Moneda:  Todas las monedas/Valoración:  Sin clasificar/sin especificar (incluyendo todos los métodos de valoración)/Metodología de compilación:  Metodología de recogida de datos conforme al concepto nacional","Banco de España",""
"IE_7_2.4",2386913,"IE0702","CF. Inversión directa. VNA","SUMA","EUR",6,0,"Millones de Euros","MENSUAL","Ene-93","Ene-16",277,"Descripción Familia:  Series de la estadísticas exteriores/Ajuste:  Sin ajuste de estacionalidad/País o área geográfica de referencia:  España/País o área geográfica de contrapartida:  Resto del mundo/Sector de referencia:  Total sectores/Sector de contrapartida:  Total sectores/Tipo de dato:  Transacciones/Cuenta:  Variación Neta Activos (VNA)/Concepto:  Cuenta financiera/Categoría funcional:  Inversión directa/Instrumento financiero:  Total activos/pasivos financieros/Plazo:  No aplica/Unidad de medida:  Euro/Moneda:  Todas las monedas/Valoración:  Sin clasificar/sin especificar (incluyendo todos los métodos de valoración)/Metodología de compilación:  Metodología de recogida de datos conforme al concepto nacional","Banco de España",""
"IE_7_2.5",2386914,"IE0702","CF. Inversión directa.VNP","SUMA","EUR",6,0,"Millones de Euros","MENSUAL","Ene-93","Ene-16",277,"Descripción Familia:  Series de la estadísticas exteriores/Ajuste:  Sin ajuste de estacionalidad/País o área geográfica de referencia:  España/País o área geográfica de contrapartida:  Resto del mundo/Sector de referencia:  Total sectores/Sector de contrapartida:  Total sectores/Tipo de dato:  Transacciones/Cuenta:  Variación Neta Pasivos (VNP)/Concepto:  Cuenta financiera/Categoría funcional:  Inversión directa/Instrumento financiero:  Total activos/pasivos financieros/Plazo:  No aplica/Unidad de medida:  Euro/Moneda:  Todas las monedas/Valoración:  Sin clasificar/sin especificar (incluyendo todos los métodos de valoración)/Metodología de compilación:  Metodología de recogida de datos conforme al concepto nacional","Banco de España",""
"IE_7_2.6",2386895,"IE0702","CF. Inversión de cartera. Total sectores excluido el Banco de España. Neto (VNA-VNP)","SUMA","EUR",6,0,"Millones de Euros","MENSUAL","Ene-93","Ene-16",277,"Descripción Familia:  Series de la estadísticas exteriores/Ajuste:  Sin ajuste de estacionalidad/País o área geográfica de referencia:  España/País o área geográfica de contrapartida:  Resto del mundo/Sector de referencia:  Total sectores excluido el Banco Central/Sector de contrapartida:  Total sectores/Tipo de dato:  Transacciones/Cuenta:  Neto (VNA-VNP)/Concepto:  Cuenta financiera/Categoría funcional:  Inversión de cartera/Instrumento financiero:  Total activos/pasivos financieros/Plazo:  No aplica/Unidad de medida:  Euro/Moneda:  Todas las monedas/Valoración:  Sin clasificar/sin especificar (incluyendo todos los métodos de valoración)/Metodología de compilación:  Metodología de recogida de datos conforme al concepto nacional","Banco de España",""
"IE_7_2.7",2408038,"IE0702","CF. Inversión de cartera. Total sectores excluido el Banco de España. VNA","SUMA","EUR",6,0,"Millones de Euros","MENSUAL","Ene-93","Ene-16",277,"Descripción Familia:  Series de la estadísticas exteriores/Ajuste:  Sin ajuste de estacionalidad/País o área geográfica de referencia:  España/País o área geográfica de contrapartida:  Resto del mundo/Sector de referencia:  Total sectores excluido el Banco Central/Sector de contrapartida:  Total sectores/Tipo de dato:  Transacciones/Cuenta:  Variación Neta Activos (VNA)/Concepto:  Cuenta financiera/Categoría funcional:  Inversión de cartera/Instrumento financiero:  Total activos/pasivos financieros/Plazo:  No aplica/Unidad de medida:  Euro/Moneda:  Todas las monedas/Valoración:  Sin clasificar/sin especificar (incluyendo todos los métodos de valoración)/Metodología de compilación:  Metodología de recogida de datos conforme al concepto nacional","Banco de España",""
"IE_7_2.8",2408040,"IE0702","CF. Inversión de cartera. Total sectores excluido el Banco de España. VNP","SUMA","EUR",6,0,"Millones de Euros","MENSUAL","Ene-93","Ene-16",277,"Descripción Familia:  Series de la estadísticas exteriores/Ajuste:  Sin ajuste de estacionalidad/País o área geográfica de referencia:  España/País o área geográfica de contrapartida:  Resto del mundo/Sector de referencia:  Total sectores excluido el Banco Central/Sector de contrapartida:  Total sectores/Tipo de dato:  Transacciones/Cuenta:  Variación Neta Pasivos (VNP)/Concepto:  Cuenta financiera/Categoría funcional:  Inversión de cartera/Instrumento financiero:  Total activos/pasivos financieros/Plazo:  No aplica/Unidad de medida:  Euro/Moneda:  Todas las monedas/Valoración:  Sin clasificar/sin especificar (incluyendo todos los métodos de valoración)/Metodología de compilación:  Metodología de recogida de datos conforme al concepto nacional","Banco de España",""
"IE_7_2.9",2386896,"IE0702","CF. Otra inversión. Total sectores excluido el Banco de España. Neto (VNA-VNP)","SUMA","EUR",6,0,"Millones de Euros","MENSUAL","Ene-93","Ene-16",277,"Descripción Familia:  Series de la estadísticas exteriores/Ajuste:  Sin ajuste de estacionalidad/País o área geográfica de referencia:  España/País o área geográfica de contrapartida:  Resto del mundo/Sector de referencia:  Total sectores excluido el Banco Central/Sector de contrapartida:  Total sectores/Tipo de dato:  Transacciones/Cuenta:  Neto (VNA-VNP)/Concepto:  Cuenta financiera/Categoría funcional:  Otra inversión/Instrumento financiero:  Total activos/pasivos financieros/Plazo:  No aplica/Unidad de medida:  Euro/Moneda:  Todas las monedas/Valoración:  Sin clasificar/sin especificar (incluyendo todos los métodos de valoración)/Metodología de compilación:  Metodología de recogida de datos conforme al concepto nacional","Banco de España",""
"IE_7_2.10",2408037,"IE0702","CF. Otra inversión. Total sectores excluido el Banco de España. VNA","SUMA","EUR",6,0,"Millones de Euros","MENSUAL","Ene-93","Ene-16",277,"Descripción Familia:  Series de la estadísticas exteriores/Ajuste:  Sin ajuste de estacionalidad/País o área geográfica de referencia:  España/País o área geográfica de contrapartida:  Resto del mundo/Sector de referencia:  Total sectores excluido el Banco Central/Sector de contrapartida:  Total sectores/Tipo de dato:  Transacciones/Cuenta:  Variación Neta Activos (VNA)/Concepto:  Cuenta financiera/Categoría funcional:  Otra inversión/Instrumento financiero:  Total activos/pasivos financieros/Plazo:  No aplica/Unidad de medida:  Euro/Moneda:  Todas las monedas/Valoración:  Sin clasificar/sin especificar (incluyendo todos los métodos de valoración)/Metodología de compilación:  Metodología de recogida de datos conforme al concepto nacional","Banco de España",""
"IE_7_2.11",2408039,"IE0702","CF. Otra inversión. Total sectores excluido el Banco de España. VNP","SUMA","EUR",6,0,"Millones de Euros","MENSUAL","Ene-93","Ene-16",277,"Descripción Familia:  Series de la estadísticas exteriores/Ajuste:  Sin ajuste de estacionalidad/País o área geográfica de referencia:  España/País o área geográfica de contrapartida:  Resto del mundo/Sector de referencia:  Total sectores excluido el Banco Central/Sector de contrapartida:  Total sectores/Tipo de dato:  Transacciones/Cuenta:  Variación Neta Pasivos (VNP)/Concepto:  Cuenta financiera/Categoría funcional:  Otra inversión/Instrumento financiero:  Total activos/pasivos financieros/Plazo:  No aplica/Unidad de medida:  Euro/Moneda:  Todas las monedas/Valoración:  Sin clasificar/sin especificar (incluyendo todos los métodos de valoración)/Metodología de compilación:  Metodología de recogida de datos conforme al concepto nacional","Banco de España",""
"IE_7_2.12",2386897,"IE0702","CF. Derivados finan. y opciones de compra de acciones. Total sectores excluido el BE. Neto","SUMA","EUR",6,0,"Millones de Euros","MENSUAL","Ene-93","Ene-16",277,"Descripción Familia:  Series de la estadísticas exteriores/Ajuste:  Sin ajuste de estacionalidad/País o área geográfica de referencia:  España/País o área geográfica de contrapartida:  Resto del mundo/Sector de referencia:  Total sectores excluido el Banco Central/Sector de contrapartida:  Total sectores/Tipo de dato:  Transacciones/Cuenta:  Neto (VNA-VNP)/Concepto:  Cuenta financiera/Categoría funcional:  Derivados financieros y opciones de compra de acciones por parte de empleados/Instrumento financiero:  Derivados financieros y opciones de compra de acciones por parte de empleados/Plazo:  Todos los vencimientos/Unidad de medida:  Euro/Moneda:  Todas las monedas/Valoración:  Valor contable/Metodología de compilación:  Metodología de recogida de datos conforme al concepto nacional","Banco de España",""
"IE_7_2.13",2386888,"IE0702","CF.  Banco de España. Neto (VNA-VNP)","SUMA","EUR",6,0,"Millones de Euros","MENSUAL","Ene-93","Ene-16",277,"Descripción Familia:  Series de la estadísticas exteriores/Ajuste:  Sin ajuste de estacionalidad/País o área geográfica de referencia:  España/País o área geográfica de contrapartida:  Resto del mundo/Sector de referencia:  Banco Central/Sector de contrapartida:  Total sectores/Tipo de dato:  Transacciones/Cuenta:  Neto (VNA-VNP)/Concepto:  Cuenta financiera/Categoría funcional:  Todas las categorías funcionales/Instrumento financiero:  Total activos/pasivos financieros/Plazo:  No aplica/Unidad de medida:  Euro/Moneda:  Todas las monedas/Valoración:  Sin clasificar/sin especificar (incluyendo todos los métodos de valoración)/Metodología de compilación:  Metodología de recogida de datos conforme al concepto nacional","Banco de España",""
"IE_7_2.14",2386898,"IE0702","CF. Activos de reserva. Todas las monedas excepto moneda nacional. Banco de España. VNA","SUMA","EUR",6,0,"Millones de Euros","MENSUAL","Ene-93","Ene-16",277,"Descripción Familia:  Series de la estadísticas exteriores/Ajuste:  Sin ajuste de estacionalidad/País o área geográfica de referencia:  España/País o área geográfica de contrapartida:  Resto del mundo/Sector de referencia:  Banco Central/Sector de contrapartida:  Total sectores/Tipo de dato:  Transacciones/Cuenta:  Variación Neta Activos (VNA)/Concepto:  Cuenta financiera/Categoría funcional:  Activos de reserva/Instrumento financiero:  Total activos/pasivos financieros/Plazo:  No aplica/Unidad de medida:  Euro/Moneda:  Todas las monedas excepto moneda nacional/Valoración:  Sin clasificar/sin especificar (incluyendo todos los métodos de valoración)/Metodología de compilación:  Metodología de recogida de datos conforme al concepto nacional","Banco de España",""
"IE_7_2.15",2386899,"IE0702","CF. Activos netos del Banco de España frente al Eurosistema. Banco de España. Neto (VNA-VNP)","SUMA","EUR",6,0,"Millones de Euros","MENSUAL","Ene-93","Ene-16",277,"Descripción Familia:  Series de la estadísticas exteriores/Ajuste:  Sin ajuste de estacionalidad/País o área geográfica de referencia:  España/País o área geográfica de contrapartida:  Resto del mundo/Sector de referencia:  Banco Central/Sector de contrapartida:  Total sectores/Tipo de dato:  Transacciones/Cuenta:  Neto (VNA-VNP)/Concepto:  Cuenta financiera/Categoría funcional:  Activos netos del Banco de España frente al Eurosistema/Instrumento financiero:  Efectivo y depósitos/Plazo:  Todos los vencimientos/Unidad de medida:  Euro/Moneda:  Todas las monedas/Valoración:  Sin clasificar/sin especificar (incluyendo todos los métodos de valoración)/Metodología de compilación:  Metodología de recogida de datos conforme al concepto nacional","Banco de España",""
"IE_7_2.16",2386900,"IE0702","CF. Otros activos netos del Banco de España. Neto (VNA-VNP)","SUMA","EUR",6,0,"Millones de Euros","MENSUAL","Ene-93","Ene-16",277,"Descripción Familia:  Series de la estadísticas exteriores/Ajuste:  Sin ajuste de estacionalidad/País o área geográfica de referencia:  España/País o área geográfica de contrapartida:  Resto del mundo/Sector de referencia:  Banco Central/Sector de contrapartida:  Total sectores/Tipo de dato:  Transacciones/Cuenta:  Neto (VNA-VNP)/Concepto:  Cuenta financiera/Categoría funcional:  Otros activos netos del Banco de España/Instrumento financiero:  Total activos/pasivos financieros/Plazo:  No aplica/Unidad de medida:  Euro/Moneda:  Todas las monedas/Valoración:  Sin clasificar/sin especificar (incluyendo todos los métodos de valoración)/Metodología de compilación:  Metodología de recogida de datos conforme al concepto nacional","Banco de España",""
