"","IE_5_4.1","IE_5_4.2","IE_5_4.3","IE_5_4.4","IE_5_4.5","IE_5_4.6","IE_5_4.7","IE_5_4.8","IE_5_4.9","IE_5_4.10","IE_5_4.11","IE_5_4.12"
"NOV 1990",-0.280,0.867,-0.661,-1.923,38.485,-10.195,-0.154,-1.083,-0.257,0.269,39.555,-13.970
"DIC 1990",0.980,3.954,0.794,-1.461,35.796,-6.742,-0.955,-2.924,0.852,-1.258,28.030,-14.116
"ENE 1991",-2.460,3.951,-0.777,-7.871,25.893,-16.338,-3.406,-1.770,-0.880,-4.868,22.965,-13.439
"FEB 1991",-3.672,2.729,-0.355,-9.400,17.510,-7.081,-7.999,-3.776,-1.280,-12.210,-10.448,-9.973
"MAR 1991",-3.060,4.220,2.023,-9.730,9.951,-13.714,-5.804,0.785,-2.560,-9.415,-2.475,-16.832
"ABR 1991",-3.535,1.845,0.523,-8.785,8.075,-8.405,-4.121,0.510,-0.424,-7.621,-6.072,-2.057
"MAY 1991",-0.792,3.727,3.353,-5.560,3.885,-9.171,-0.960,1.124,-0.544,-1.912,19.655,-8.273
"JUN 1991",2.014,4.546,14.378,-4.144,8.664,-11.386,1.332,5.648,0.604,0.029,16.470,-13.135
"JUL 1991",-0.806,4.904,1.560,-6.122,15.537,-8.534,3.859,6.261,8.411,1.067,27.269,-2.989
"AGO 1991",1.069,1.810,11.546,-2.431,9.631,-1.122,2.414,6.443,5.396,-0.240,16.007,-17.983
"SEP 1991",-0.512,4.325,11.488,-6.922,-15.135,-7.262,-0.473,7.525,3.636,-5.077,-12.199,-2.057
"OCT 1991",-0.261,6.565,6.357,-8.155,-29.693,-7.474,-6.143,4.836,-1.584,-11.689,-31.591,-6.986
"NOV 1991",0.945,10.699,6.536,-8.436,-31.647,-1.613,-6.084,1.785,-0.232,-11.374,-28.661,-9.318
"DIC 1991",0.709,6.695,13.578,-8.544,-33.662,-7.173,-3.115,3.396,2.663,-7.754,-24.976,0.025
"ENE 1992",-0.073,3.921,4.553,-4.668,-49.636,-5.132,-4.311,0.508,3.957,-8.351,-37.571,2.648
"FEB 1992",2.119,5.641,4.728,-1.316,-29.470,-6.383,1.196,4.834,3.034,-1.055,-8.068,-8.701
"MAR 1992",1.764,4.442,-0.096,-0.045,-7.539,-3.661,0.279,2.454,0.252,-0.847,-6.705,-0.512
"ABR 1992",4.633,7.179,6.461,1.823,5.503,-4.698,1.008,2.580,1.726,-0.162,-5.908,-6.734
"MAY 1992",0.016,3.371,2.370,-3.645,-11.922,-3.727,-0.971,0.780,2.989,-3.038,-7.987,2.413
"JUN 1992",-1.724,0.681,-0.508,-4.570,-11.247,-5.516,-3.139,-0.585,-0.893,-5.077,-6.592,-1.047
"JUL 1992",1.985,-0.139,10.524,1.352,2.963,-0.470,-5.101,-2.391,-6.112,-5.859,1.933,-11.394
"AGO 1992",-2.702,2.702,-5.254,-6.051,-15.236,-11.649,-3.670,-1.304,0.646,-5.864,-8.722,1.881
"SEP 1992",2.284,6.158,-0.010,-0.123,2.292,-3.811,-4.003,-2.257,1.882,-6.727,-16.760,-5.982
"OCT 1992",1.661,7.497,-7.240,0.015,-20.244,-1.350,-0.196,1.131,4.714,-2.419,-8.745,0.711
"NOV 1992",1.854,1.291,3.357,1.822,-3.093,-2.843,1.157,1.357,4.912,0.105,-6.720,5.909
"DIC 1992",-0.085,-0.859,0.982,-0.058,-4.057,4.888,3.046,6.317,3.911,1.642,-0.013,16.693
"ENE 1993",1.335,3.325,1.294,-0.312,51.058,-3.072,2.041,2.596,-0.172,2.571,24.665,-8.014
"FEB 1993",3.365,6.588,2.071,0.942,24.795,-0.009,3.331,4.310,3.166,3.339,17.695,7.457
"MAR 1993",7.399,8.781,26.175,1.030,-9.004,1.550,2.933,2.511,12.249,0.869,12.405,1.579
"ABR 1993",0.915,2.662,-4.413,1.079,10.897,2.096,0.201,2.427,5.630,-2.231,14.388,0.693
"MAY 1993",4.804,7.116,3.565,3.733,37.570,0.491,5.143,7.003,7.137,3.771,12.401,0.743
"JUN 1993",7.142,8.663,4.348,6.892,16.176,6.172,11.133,10.872,11.250,11.327,19.260,4.327
"JUL 1993",7.496,9.699,-0.970,8.205,12.653,5.449,7.781,6.356,13.102,7.190,4.339,8.225
"AGO 1993",4.822,7.988,-6.248,7.225,24.452,0.939,7.510,10.933,16.902,4.286,8.714,0.363
"SEP 1993",8.180,9.790,3.499,8.109,-3.885,9.572,9.266,12.693,13.620,7.388,23.006,0.004
"OCT 1993",5.006,4.702,10.535,2.786,13.828,1.497,5.155,5.294,9.882,4.478,6.704,4.573
"NOV 1993",2.900,5.443,1.738,0.865,4.399,-2.741,3.524,5.530,7.599,1.551,-6.501,-6.481
"DIC 1993",7.258,10.309,3.388,5.941,11.467,-1.996,3.902,5.940,10.448,1.128,1.321,-8.918
"ENE 1994",7.083,8.915,6.550,5.365,6.711,2.827,12.170,13.026,18.171,10.739,-0.942,11.984
"FEB 1994",8.236,7.724,3.659,10.118,17.262,2.516,6.268,6.506,8.728,5.934,-3.644,8.049
"MAR 1994",1.033,4.639,-12.174,2.489,-1.593,4.222,8.519,8.637,2.919,10.022,6.199,10.578
"ABR 1994",7.644,6.182,7.797,8.529,-10.969,8.903,8.044,5.528,6.910,9.683,2.766,7.207
"MAY 1994",7.069,7.094,-1.613,8.719,-14.452,7.601,7.161,4.232,4.110,9.466,-2.052,10.691
"JUN 1994",4.698,4.755,-2.710,7.375,19.829,3.635,2.658,1.864,7.530,1.763,4.018,-3.493
"JUL 1994",1.612,3.053,-3.727,2.086,-12.766,2.659,3.962,0.053,4.261,5.996,0.795,2.607
"AGO 1994",0.858,-4.331,-3.308,4.670,-3.166,3.136,3.067,-0.932,-5.219,7.078,6.731,-1.680
"SEP 1994",1.830,2.813,-8.674,4.109,12.579,1.280,2.124,-5.600,-2.958,6.901,-3.105,6.414
"OCT 1994",3.817,6.952,-0.487,2.295,6.237,-1.676,6.374,2.192,-1.789,10.328,5.221,1.921
"NOV 1994",3.564,3.946,-5.910,6.506,15.241,3.938,8.625,4.760,1.926,12.442,18.125,15.621
"DIC 1994",4.148,5.798,-1.825,4.372,1.601,2.119,2.571,-3.102,-5.493,7.894,5.644,-6.179
"ENE 1995",6.593,4.290,-2.667,12.038,-8.875,12.544,1.327,-6.198,-0.219,4.763,12.432,-1.785
"FEB 1995",2.584,3.313,-6.352,4.491,-11.525,7.772,4.709,-0.636,-0.100,7.852,15.994,-4.669
"MAR 1995",8.994,5.063,-1.678,16.030,22.060,10.787,6.533,-0.030,4.864,9.891,2.666,6.930
"ABR 1995",7.519,7.390,1.976,9.646,3.044,7.144,8.914,4.399,12.558,9.862,14.005,2.119
"MAY 1995",5.022,6.464,-9.149,8.348,36.244,4.923,4.763,0.974,8.860,5.246,9.551,-0.240
"JUN 1995",4.259,3.978,-14.242,11.066,6.712,11.210,3.707,-0.650,-1.634,7.108,9.784,0.782
"JUL 1995",6.521,7.977,-7.613,10.127,18.091,8.330,4.017,3.463,2.989,4.312,-0.940,9.394
"AGO 1995",12.098,16.399,19.543,7.647,5.654,6.022,5.014,5.976,8.052,3.701,-12.696,-5.864
"SEP 1995",7.368,7.442,-2.075,10.167,20.302,6.460,5.567,9.977,4.213,4.325,3.789,4.118
"OCT 1995",6.531,1.703,8.143,10.938,15.761,9.588,2.751,5.809,1.092,1.898,1.299,-0.521
"NOV 1995",7.385,6.334,3.201,9.815,96.667,5.651,2.001,0.950,2.064,2.517,-1.230,-0.499
"DIC 1995",3.522,5.006,-4.825,5.187,7.677,5.491,3.855,3.010,3.602,4.361,-1.735,7.161
"ENE 1996",1.246,3.622,-9.253,2.147,15.805,4.762,2.081,0.597,-5.160,4.404,-0.639,9.191
"FEB 1996",4.599,2.896,7.746,5.560,22.967,5.759,4.889,5.245,4.946,4.842,1.377,9.146
"MAR 1996",-2.250,1.135,-14.821,-0.588,17.234,0.361,-2.956,-0.317,-2.136,-4.152,6.758,-10.738
"ABR 1996",-1.892,1.205,-9.488,-2.499,34.030,-2.162,-0.244,-4.282,-3.373,2.458,9.587,1.418
"MAY 1996",0.537,-0.344,7.018,0.042,18.741,1.281,-2.525,-1.934,-3.936,-2.361,11.748,-4.755
"JUN 1996",4.000,5.189,12.868,-0.030,4.542,2.000,-0.609,1.359,3.146,-2.387,5.699,-1.056
"JUL 1996",-0.197,1.892,-1.860,-1.443,19.231,1.040,-0.753,7.796,-4.606,-3.043,16.288,-10.749
"AGO 1996",2.074,7.049,-0.153,-0.792,10.192,2.588,-2.412,0.450,4.414,-5.031,29.365,-6.344
"SEP 1996",-2.020,0.680,-3.411,-3.194,4.037,1.140,-0.804,0.117,-0.104,-1.630,21.127,-6.686
"OCT 1996",1.027,2.826,-5.611,1.978,30.940,2.722,2.393,5.326,7.144,-0.125,38.733,-9.756
"NOV 1996",1.861,1.895,11.994,-1.220,-33.386,3.059,0.675,3.806,0.616,-0.566,37.218,-8.330
"DIC 1996",3.707,5.359,3.925,2.061,51.030,-0.215,4.291,5.550,9.083,2.253,36.520,-4.889
"ENE 1997",4.922,3.763,11.942,4.214,34.287,0.007,0.528,9.769,6.949,-4.198,38.274,-17.110
"FEB 1997",5.752,3.375,10.018,6.828,30.654,5.894,-1.002,-0.383,-1.865,-0.912,29.715,-9.304
"MAR 1997",5.099,2.985,17.011,3.441,27.253,0.903,4.407,6.203,8.804,2.419,18.812,-0.515
"ABR 1997",4.914,2.868,12.070,5.189,-1.690,5.802,0.885,3.214,2.188,-0.522,4.037,-3.234
"MAY 1997",4.089,4.739,7.791,2.654,-7.130,4.216,4.489,7.114,9.038,2.178,4.357,-1.057
"JUN 1997",0.634,2.114,-1.571,0.407,12.173,-1.362,4.916,2.331,9.563,4.660,11.614,4.367
"JUL 1997",1.172,-2.141,6.944,2.336,3.663,0.968,6.030,1.086,8.300,7.338,7.163,7.348
"AGO 1997",3.141,-2.346,-0.928,8.325,19.439,7.728,12.103,11.153,1.837,14.931,17.302,12.101
"SEP 1997",5.366,3.580,4.588,7.879,15.340,6.258,4.802,7.706,5.173,3.603,7.618,2.716
"OCT 1997",1.641,1.896,-5.714,4.587,-9.680,5.893,4.036,2.983,3.063,4.919,-3.769,6.880
"NOV 1997",1.557,3.067,-14.792,6.185,-13.579,8.290,2.804,3.504,6.432,1.397,-0.472,2.313
"DIC 1997",0.787,0.201,-6.052,3.624,-10.935,5.288,0.039,0.019,-2.070,0.761,-4.221,2.825
"ENE 1998",2.173,4.143,-0.212,1.084,-11.000,2.531,4.375,4.666,-0.010,5.309,-17.775,9.652
"FEB 1998",-2.535,5.267,-12.301,-6.055,-22.895,-5.784,1.418,6.829,4.687,-1.446,-23.428,4.037
"MAR 1998",1.848,3.297,-1.650,1.439,-18.141,3.183,0.782,1.035,1.431,0.534,-21.265,5.121
"ABR 1998",0.702,6.541,-5.013,-1.969,-8.364,-2.600,-0.938,5.454,-0.757,-3.542,-19.376,-1.833
"MAY 1998",0.454,3.601,-8.538,1.095,-15.025,2.708,-2.419,3.939,-8.153,-3.162,-22.974,3.169
"JUN 1998",0.940,2.262,2.616,-0.405,-17.481,1.676,-1.942,6.510,-6.330,-3.994,-33.237,1.326
"JUL 1998",4.285,8.949,2.949,1.461,-15.891,2.417,-3.579,3.350,-0.819,-7.290,-28.333,-6.955
"AGO 1998",-1.166,4.001,-4.284,-3.643,-26.576,-0.963,-6.100,-1.217,-4.394,-9.160,-38.897,-3.071
"SEP 1998",-0.236,1.770,-1.615,-1.765,-20.328,-1.311,-1.230,2.162,-2.509,-2.714,-30.950,-0.562
"OCT 1998",-0.317,4.064,-0.033,-4.504,-27.337,-3.770,-5.815,-2.150,-4.527,-8.215,-32.529,-3.791
"NOV 1998",-3.588,-1.908,-9.472,-2.160,-18.734,-1.834,-5.840,0.509,-8.353,-8.257,-39.833,-2.846
"DIC 1998",-1.264,3.406,-10.304,-2.488,-39.733,2.823,-5.699,4.210,-3.411,-10.755,-45.269,-3.674
"ENE 1999",-2.879,2.700,-10.712,-5.013,-25.076,-4.418,-6.943,-1.004,-2.952,-11.103,-37.684,-6.090
"FEB 1999",-5.113,1.415,-23.873,-2.691,-20.565,-3.825,-5.351,-3.039,-5.354,-7.140,-29.372,-4.431
"MAR 1999",-0.779,3.823,-4.600,-3.390,-16.359,-4.477,-4.199,0.986,-5.040,-6.740,-24.621,-3.353
"ABR 1999",-0.520,0.145,-3.765,-0.315,-7.754,-0.537,-2.984,2.161,-7.666,-3.976,-5.081,-1.563
"MAY 1999",-3.970,-4.495,-7.858,-2.939,-3.214,-4.410,-7.704,0.562,-5.219,-12.166,17.398,-20.961
"JUN 1999",-2.290,1.575,-14.017,-0.264,12.817,-2.030,2.839,2.697,2.832,2.527,22.728,-4.570
"JUL 1999",-0.177,3.704,-11.559,1.300,12.780,0.252,1.145,5.265,-2.317,0.217,38.556,-5.971
"AGO 1999",-4.149,0.401,-27.499,2.485,32.770,-0.633,3.843,1.223,5.427,4.066,62.171,-7.719
"SEP 1999",1.626,1.300,-0.787,2.315,31.814,1.700,2.952,0.381,5.096,3.447,62.983,-2.185
"OCT 1999",1.461,3.303,-8.001,4.429,55.729,1.798,4.935,4.059,4.929,5.346,72.522,-6.392
"NOV 1999",4.628,8.234,3.719,1.249,48.979,-1.087,5.447,-0.607,3.190,9.590,103.294,-2.569
"DIC 1999",1.481,1.984,-5.826,4.365,91.343,-3.074,5.856,-0.670,-0.712,11.729,145.316,-5.974
"ENE 2000",3.490,3.347,-1.962,7.997,84.456,4.227,11.549,5.588,5.558,17.427,148.365,5.061
"FEB 2000",5.861,3.755,3.243,7.770,97.284,5.069,10.175,2.016,1.352,17.087,153.210,1.082
"MAR 2000",2.204,2.215,-14.145,9.051,102.988,6.479,9.867,4.601,0.045,16.098,166.095,-1.145
"ABR 2000",2.664,3.122,-11.323,8.003,84.351,5.626,14.102,3.876,12.770,19.783,114.145,6.946
"MAY 2000",7.639,9.621,-4.210,11.349,90.258,8.655,20.428,4.391,14.350,30.604,79.754,27.426
"JUN 2000",6.743,5.622,-2.315,9.949,76.066,7.543,8.716,4.285,5.651,12.437,95.948,5.188
"JUL 2000",3.548,1.785,-1.264,6.019,70.099,3.613,14.313,5.345,10.426,20.465,82.698,13.860
"AGO 2000",11.613,9.123,25.451,8.419,73.215,3.149,9.704,3.549,-1.283,17.204,69.887,7.229
"SEP 2000",5.534,9.087,-3.354,6.725,67.836,3.018,12.692,5.065,6.999,18.671,67.736,10.763
"OCT 2000",7.732,6.682,-0.637,10.398,72.867,7.533,13.547,7.988,0.224,20.370,64.262,15.582
"NOV 2000",7.662,8.125,0.859,10.490,78.980,6.740,16.961,11.843,14.615,20.062,53.617,15.661
"DIC 2000",9.396,10.905,1.477,11.049,60.951,8.784,13.039,8.819,11.130,15.427,43.627,10.811
"ENE 2001",4.707,6.718,-10.707,6.233,39.041,4.215,3.902,0.148,0.910,5.979,16.313,2.471
"FEB 2001",4.555,4.753,5.791,3.961,22.918,2.790,5.976,7.177,6.648,5.393,16.768,2.615
"MAR 2001",2.648,6.206,-5.016,1.261,9.197,0.505,4.923,5.423,4.776,4.802,4.644,5.253
"ABR 2001",1.698,5.541,-7.482,0.269,16.910,-0.962,-1.091,2.764,-6.871,-1.512,8.591,-4.262
"MAY 2001",2.576,7.450,-5.611,0.104,15.389,-1.629,1.506,5.440,-11.972,2.964,13.778,-0.173
"JUN 2001",1.174,6.489,-1.185,-2.474,9.538,-3.808,0.516,3.298,-6.854,1.059,11.338,-1.536
"JUL 2001",2.910,5.255,2.148,1.299,10.917,-0.063,-0.522,-0.119,-5.908,0.515,2.478,-0.240
"AGO 2001",1.628,3.796,-1.433,0.737,6.232,-0.302,-0.205,7.058,-6.933,-2.290,-4.261,-1.384
"SEP 2001",-4.063,-0.439,-11.027,-5.258,-9.348,-5.532,-4.578,-0.214,-2.798,-6.729,-12.640,-5.175
"OCT 2001",-4.783,1.002,-8.943,-8.253,-18.631,-8.001,-7.695,-4.833,1.961,-10.754,-24.774,-7.094
"NOV 2001",-4.012,1.678,-9.574,-7.546,-20.759,-7.550,-8.370,-1.944,-6.015,-11.436,-28.900,-7.342
"DIC 2001",-1.854,3.520,4.679,-7.720,-24.056,-7.502,-4.203,2.823,-1.045,-8.260,-28.326,-2.842
"ENE 2002",-0.253,3.673,-0.604,-3.429,-20.658,-3.188,-5.722,4.774,-10.559,-8.834,-15.560,-7.039
"FEB 2002",0.711,3.969,-0.364,-1.525,-4.458,-2.054,-4.449,1.312,-3.268,-6.978,-20.494,-3.128
"MAR 2002",2.333,4.691,6.336,-0.167,-7.837,-0.133,-4.242,0.292,-4.502,-6.000,-9.406,-5.595
"ABR 2002",-0.809,1.489,6.094,-3.681,-1.335,-4.212,0.093,5.451,2.013,-2.499,-5.029,-1.476
"MAY 2002",-2.602,-2.422,6.480,-4.088,-8.942,-4.201,-2.206,1.168,13.712,-6.374,-10.380,-5.231
"JUN 2002",-2.660,-2.824,-4.743,-2.073,-8.841,-1.793,-3.298,0.761,1.681,-5.920,-18.548,-2.221
"JUL 2002",-2.446,-0.909,4.500,-4.692,-10.174,-4.570,-4.995,0.684,-1.043,-7.982,-12.584,-7.177
"AGO 2002",-1.484,1.555,-3.528,-3.448,-10.517,-3.552,-6.586,-8.168,1.846,-7.066,-11.731,-6.601
"SEP 2002",0.318,2.132,0.157,-1.362,-2.362,-1.371,-2.351,0.917,-6.156,-2.824,-5.574,-2.497
"OCT 2002",0.582,0.736,1.604,0.039,2.845,-0.151,0.023,-3.851,-3.807,2.765,10.388,1.036
"NOV 2002",-0.746,-1.699,-0.319,0.202,2.421,0.509,0.610,0.389,-10.841,3.142,8.153,1.987
"DIC 2002",-4.490,-5.634,-3.973,-3.037,10.560,-3.356,-3.930,-3.456,-8.820,-2.434,9.619,-5.393
"ENE 2003",-1.904,-1.633,-1.775,-2.267,2.378,-1.329,3.381,-1.672,1.730,5.798,20.113,2.323
"FEB 2003",-1.457,0.208,-8.182,-1.616,11.134,-1.555,1.801,3.233,-5.922,2.590,20.454,-1.261
"MAR 2003",-4.335,-4.009,-2.594,-4.854,16.724,-5.360,0.294,-0.701,-6.025,1.964,15.264,-0.960
"ABR 2003",0.544,2.423,-8.165,0.770,2.069,1.452,-2.764,-0.454,-9.207,-2.443,-2.978,-2.507
"MAY 2003",-1.081,-0.339,-12.716,0.461,6.742,0.657,-3.418,-3.086,-13.390,-1.556,-9.594,-0.667
"JUN 2003",-1.947,1.017,-12.946,-1.925,-10.631,-1.035,-1.883,-0.438,-11.678,-0.633,-5.776,-0.958
"JUL 2003",-1.340,2.165,-18.437,-0.911,-10.610,-0.246,-2.428,-3.935,-9.018,-0.609,-4.346,0.695
"AGO 2003",-3.291,-2.041,-16.380,-2.277,-8.220,-0.396,-1.849,1.702,-7.281,-2.403,-0.438,-3.475
"SEP 2003",-0.327,1.549,-6.726,-0.649,-7.752,0.406,-2.190,0.105,-9.540,-1.883,-4.364,-0.895
"OCT 2003",-2.131,-1.963,-10.397,-0.741,-11.032,0.277,-1.352,6.929,-7.376,-3.916,-9.315,-3.410
"NOV 2003",-0.741,0.930,-5.075,-1.360,-7.628,-0.761,-2.313,-0.750,-1.352,-3.172,-3.014,-2.872
"DIC 2003",0.123,2.485,-11.104,0.747,-2.830,1.009,-2.921,-1.849,-8.559,-2.258,-5.853,-1.097
"ENE 2004",-2.960,-2.757,-8.212,-1.871,1.162,-2.130,-4.080,-2.094,-3.429,-4.865,-11.735,-2.740
"FEB 2004",-2.705,-3.688,-2.511,-1.748,-19.352,0.087,-4.258,-5.029,-3.047,-4.031,-12.814,-2.790
"MAR 2004",0.234,-0.139,-6.656,1.919,-8.430,2.669,-1.558,-1.219,-1.461,-1.617,-11.978,0.575
"ABR 2004",-0.864,-0.736,-0.148,-1.075,-5.630,-1.145,0.214,-4.515,5.099,1.681,-0.939,2.513
"MAY 2004",1.751,3.472,1.281,0.535,-0.456,0.934,5.622,2.878,5.081,6.974,16.711,6.260
"JUN 2004",3.021,2.204,4.802,3.192,19.292,2.392,1.394,-2.931,3.243,3.275,16.282,1.370
"JUL 2004",0.529,-1.666,-1.922,2.812,29.027,1.746,3.849,5.006,-9.760,6.402,16.984,3.823
"AGO 2004",1.960,-0.860,2.767,3.911,15.944,2.654,6.780,4.373,-1.845,9.873,20.944,7.421
"SEP 2004",1.022,0.073,-2.328,2.234,23.753,0.832,5.440,0.770,-3.091,9.568,21.529,7.234
"OCT 2004",3.943,4.224,5.151,3.562,34.580,1.975,5.162,1.695,-7.333,9.746,30.911,5.936
"NOV 2004",3.543,0.949,0.530,6.641,33.097,5.232,4.561,1.776,-2.988,7.516,27.363,3.290
"DIC 2004",2.194,-1.368,0.183,5.237,23.763,4.466,5.757,4.218,-3.721,9.356,19.932,7.534
"ENE 2005",4.292,0.989,0.350,7.250,35.498,5.494,3.038,2.808,-2.613,4.818,13.007,2.700
"FEB 2005",4.982,3.398,7.470,5.706,36.606,3.347,4.704,0.406,-1.725,8.444,19.786,7.309
"MAR 2005",4.858,4.081,3.632,5.613,25.265,4.596,4.803,2.433,-6.777,8.611,24.998,5.927
"ABR 2005",2.066,-2.169,0.934,5.674,30.936,4.296,4.920,1.437,-7.068,9.293,31.540,4.538
"MAY 2005",3.278,-1.514,6.814,6.499,31.350,4.820,0.530,-3.362,-6.796,4.207,15.860,1.504
"JUN 2005",2.969,0.185,0.076,6.036,32.210,4.577,5.318,3.887,-2.596,7.798,26.686,3.961
"JUL 2005",6.367,3.958,15.948,6.397,28.097,5.053,7.405,0.708,5.735,11.172,34.146,5.724
"AGO 2005",6.552,5.426,5.809,7.817,46.804,4.810,5.904,0.377,2.105,9.710,28.170,3.522
"SEP 2005",5.457,0.822,8.898,8.668,37.241,6.821,5.329,-0.140,6.005,8.184,34.742,1.227
"OCT 2005",5.154,2.161,10.331,6.675,28.911,5.173,5.072,0.154,11.987,6.415,20.537,2.778
"NOV 2005",3.749,1.496,3.644,5.405,38.672,3.365,5.331,3.317,-0.416,7.973,25.788,3.476
"DIC 2005",6.594,4.207,12.318,6.787,33.003,5.033,8.317,1.038,12.964,10.183,35.576,3.782
"ENE 2006",5.582,3.743,10.158,6.582,27.227,5.196,7.973,-5.407,0.273,16.983,45.866,9.152
"FEB 2006",3.326,1.614,1.425,5.034,29.236,3.769,8.100,3.685,8.215,10.214,38.425,2.790
"MAR 2006",4.908,2.660,-0.473,7.701,30.341,6.388,7.533,3.232,10.243,9.044,27.806,3.796
"ABR 2006",5.443,3.552,4.765,6.943,28.388,5.595,7.581,2.637,-0.023,11.311,29.286,6.133
"MAY 2006",4.105,5.176,0.594,3.989,21.245,2.937,7.296,4.341,4.984,9.030,37.895,1.762
"JUN 2006",5.454,3.017,9.020,6.184,20.500,5.347,3.556,-1.915,5.107,5.948,22.411,1.732
"JUL 2006",4.951,6.366,-2.591,5.629,24.245,4.514,2.773,1.033,1.912,3.648,18.577,-0.696
"AGO 2006",5.003,3.102,8.516,5.779,17.855,4.840,3.254,-0.370,-2.915,6.062,16.103,2.179
"SEP 2006",4.475,4.917,-2.881,5.605,8.747,5.460,0.509,2.154,-0.565,-0.116,2.715,-0.437
"OCT 2006",4.358,4.077,-5.041,6.251,9.687,6.247,1.555,0.930,-5.997,3.274,3.395,3.150
"NOV 2006",4.394,4.419,3.499,4.436,-4.553,5.296,-0.990,-6.274,-1.515,1.552,-1.939,2.820
"DIC 2006",2.684,1.752,4.453,3.107,-9.958,4.212,-0.053,-2.674,1.600,0.948,4.744,-0.224
"ENE 2007",3.240,2.649,1.741,3.813,-11.012,4.812,1.037,7.971,-5.991,-1.311,-4.899,0.201
"FEB 2007",4.996,5.116,2.845,5.284,-10.234,6.363,0.053,1.984,-8.684,0.854,-11.283,5.153
"MAR 2007",3.250,2.931,5.354,3.066,-8.141,3.800,0.283,0.718,-11.390,2.636,-6.215,5.653
"ABR 2007",2.288,4.092,-2.973,2.133,-9.262,2.983,-1.855,0.830,-7.339,-2.052,-6.854,-0.053
"MAY 2007",3.399,2.324,-1.282,5.060,-2.483,5.616,-2.598,-2.092,-7.474,-1.883,-12.975,1.982
"JUN 2007",3.630,4.907,2.218,2.990,-1.142,3.293,1.965,2.604,-9.833,3.878,-1.340,5.529
"JUL 2007",2.330,1.077,3.346,2.949,-5.070,3.525,1.024,-0.357,-1.308,2.040,-3.599,4.214
"AGO 2007",1.607,1.361,-0.635,2.323,15.662,0.618,-1.202,4.739,-1.869,-3.687,-8.589,-1.140
"SEP 2007",2.801,1.165,4.688,3.560,13.539,2.826,2.548,0.338,-2.371,4.519,2.039,5.352
"OCT 2007",1.290,0.751,-1.911,2.352,7.214,1.808,2.214,1.635,-0.608,2.919,6.493,1.939
"NOV 2007",0.848,1.297,-8.681,2.385,18.734,1.036,5.676,6.177,5.323,5.387,22.386,1.031
"DIC 2007",1.614,4.957,-4.785,0.971,38.817,-1.551,0.730,-1.180,-11.952,4.195,14.197,-0.015
"ENE 2008",3.471,5.421,2.156,2.308,30.092,0.703,5.545,0.207,7.348,7.134,26.647,-0.191
"FEB 2008",3.047,3.304,-2.059,3.699,46.832,1.467,3.251,-4.787,4.059,6.630,32.342,0.056
"MAR 2008",0.870,1.254,-0.967,0.938,32.144,-1.253,2.445,-3.766,6.477,3.821,26.118,-4.853
"ABR 2008",2.294,-0.769,3.062,4.185,30.377,2.314,4.700,0.381,12.848,5.123,25.024,-1.306
"MAY 2008",0.550,-0.565,0.747,1.278,37.911,-1.190,5.574,3.086,-2.292,7.575,40.760,-1.196
"JUN 2008",1.532,-1.750,2.766,3.388,42.502,0.138,3.056,-0.816,2.394,4.365,34.620,-5.421
"JUL 2008",2.345,-0.247,0.647,4.345,45.230,0.519,6.751,-3.407,-2.590,12.400,35.662,2.883
"AGO 2008",2.730,2.266,0.833,3.359,16.646,1.272,9.036,-2.891,-2.374,16.198,41.164,5.211
"SEP 2008",0.779,-0.674,0.209,2.040,25.209,-0.756,4.689,-4.194,-2.850,9.977,27.547,3.405
"OCT 2008",-0.234,0.208,-15.065,2.182,22.345,0.251,4.266,-0.051,-0.641,7.009,17.578,2.757
"NOV 2008",2.392,-0.002,7.033,3.354,13.250,1.827,2.023,1.821,1.612,2.211,-1.048,1.898
"DIC 2008",0.066,-3.165,7.038,0.706,2.922,0.101,-0.588,2.522,4.338,-2.836,-15.952,2.363
"ENE 2009",-4.133,-3.193,-7.406,-4.531,-17.925,-3.470,-7.816,1.657,-7.810,-12.082,-29.158,-4.200
"FEB 2009",-5.354,-5.467,-4.815,-5.458,-21.372,-4.383,-8.076,6.216,-1.583,-15.487,-30.824,-10.198
"MAR 2009",-5.269,-5.328,-6.091,-5.341,-23.242,-3.536,-9.632,4.149,0.416,-16.941,-33.019,-8.715
"ABR 2009",-5.854,-1.522,-11.225,-8.283,-23.543,-6.826,-10.326,-1.401,-3.068,-14.894,-35.335,-6.461
"MAY 2009",-8.011,-3.936,1.601,-12.470,-36.098,-10.315,-11.332,0.794,-2.638,-17.292,-38.923,-9.087
"JUN 2009",-5.974,1.521,-5.798,-10.922,-32.893,-8.378,-11.905,-2.984,-1.929,-16.425,-38.221,-6.777
"JUL 2009",-7.187,-2.227,-4.202,-11.366,-41.694,-7.492,-15.008,-5.249,3.927,-20.582,-38.576,-11.744
"AGO 2009",-10.904,-6.198,-6.733,-14.200,-41.363,-9.850,-17.418,-11.473,-5.853,-21.028,-34.906,-13.402
"SEP 2009",-8.338,-3.137,-16.278,-10.694,-37.896,-7.124,-13.255,-0.607,-16.410,-18.566,-32.622,-12.604
"OCT 2009",-6.516,-5.285,10.499,-10.012,-37.219,-7.065,-14.918,-11.283,-7.807,-17.699,-28.431,-13.301
