"","IE_9_2.1","IE_9_2.2","IE_9_2.3","IE_9_2.4","IE_9_2.5","IE_9_2.6","IE_9_2.7","IE_9_2.8","IE_9_2.9","IE_9_2.10","IE_9_2.11","IE_9_2.12"
"ENE 2006",2.624,2.661,2.845,2.870,2.933,"_",3.313,"_","_",2.953,3.331,3.580
"FEB 2006",2.750,2.773,2.922,2.930,3.086,"_","_","_",3.811,3.070,3.483,3.730
"MAR 2006",2.929,2.868,3.067,3.070,"_",3.271,3.698,"_","_",3.282,3.649,3.830
"ABR 2006",3.048,3.063,3.225,3.200,3.426,"_","_","_",4.270,3.457,3.919,4.150
"MAY 2006",3.124,3.278,3.358,3.280,"_","_",4.054,"_","_",3.508,3.986,4.290
"JUN 2006",3.279,3.251,3.432,3.330,"_",3.692,"_","_","_",3.563,3.988,4.350
"JUL 2006",3.365,3.341,3.504,3.550,3.680,"_",3.992,"_","_",3.665,4.024,4.270
"AGO 2006",3.483,3.430,3.567,3.590,"_","_","_","_","_",3.635,3.893,4.130
"SEP 2006",3.540,3.429,3.726,3.760,"_",3.676,"_","_",4.034,3.608,3.763,4.010
"OCT 2006",3.586,3.590,3.821,3.810,"_","_",3.856,"_","_",3.659,3.813,4.120
"NOV 2006",3.668,3.665,3.948,3.890,"_",3.658,"_","_","_",3.653,3.747,4.060
"DIC 2006",3.775,3.749,3.959,3.960,3.653,"_","_","_","_",3.727,3.816,4.060
"ENE 2007",3.842,3.807,4.136,4.080,"_",4.007,4.106,"_","_",3.927,4.072,4.250
"FEB 2007",3.900,3.878,4.162,4.130,3.950,"_","_","_",4.254,3.966,4.111,4.420
"MAR 2007",3.954,3.886,4.124,4.120,"_",3.950,3.957,"_","_",3.911,4.009,4.340
"ABR 2007",4.089,4.083,4.272,4.250,"_","_","_","_","_",4.102,4.209,4.570
"MAY 2007",4.210,4.221,4.291,4.370,"_","_","_","_","_",4.257,4.336,4.710
"JUN 2007",4.328,4.321,4.505,4.510,"_",4.489,"_","_",4.922,4.499,4.620,4.990
"JUL 2007",4.424,4.364,4.581,4.540,"_","_",4.650,"_","_",4.509,4.596,5.010
"AGO 2007",4.272,4.180,4.692,4.750,"_","_","_","_","_",4.205,4.398,4.770
"SEP 2007",4.051,4.026,4.743,4.820,"_",4.197,"_","_",4.702,4.091,4.354,4.790
"OCT 2007",4.143,4.022,4.619,4.750,"_","_","_","_","_",4.110,4.378,4.780
"NOV 2007",3.948,4.020,4.601,4.670,"_","_",4.264,"_","_",3.913,4.248,4.610
"DIC 2007",4.113,4.026,4.798,4.880,4.050,"_","_","_","_",4.011,4.348,4.810
"ENE 2008",3.869,3.761,4.456,4.580,3.970,3.995,"_","_","_",3.762,4.183,4.630
"FEB 2008",3.586,3.611,4.362,4.430,"_","_",4.197,"_","_",3.505,4.144,4.740
"MAR 2008",3.640,3.711,4.618,4.620,"_","_","_","_","_",3.559,4.118,4.770
"ABR 2008",3.949,3.978,4.744,4.840,3.904,3.959,"_","_",4.787,3.959,4.310,5.190
"MAY 2008",4.237,4.178,4.929,5.020,3.992,4.074,"_","_",4.924,4.161,4.422,5.300
"JUN 2008",4.669,4.548,5.296,5.360,"_","_",4.841,"_","_",4.729,4.792,5.810
"JUL 2008",4.459,4.492,5.356,5.330,4.956,4.862,4.756,"_","_",4.676,4.798,6.420
"AGO 2008",4.379,4.367,5.306,5.310,"_","_","_","_","_",4.274,4.559,5.590
"SEP 2008",4.340,4.233,5.321,5.440,4.346,"_",4.619,4.920,"_",4.181,4.568,5.260
"OCT 2008",3.404,3.179,5.173,5.350,"_",4.416,"_","_",5.118,3.596,4.466,5.660
"NOV 2008",2.544,2.400,4.517,4.630,3.414,4.065,3.958,"_","_",3.209,4.147,5.700
"DIC 2008",2.234,2.093,3.719,3.730,2.955,3.347,"_","_",4.195,3.073,3.858,3.960
"ENE 2009",1.449,1.465,2.670,2.780,3.100,3.435,"_",4.501,4.848,2.873,4.146,5.000
"FEB 2009",1.299,1.249,2.140,2.240,2.451,3.503,3.841,"_",4.958,2.667,4.233,3.300
"MAR 2009",1.298,1.234,1.985,1.990,2.520,3.007,4.219,"_",4.750,2.495,4.059,3.370
"ABR 2009",1.270,1.106,1.773,1.820,2.517,3.046,4.078,4.529,"_",2.293,4.006,3.200
"MAY 2009",0.950,0.946,1.740,1.730,2.052,2.882,3.721,"_",4.804,2.189,4.054,3.240
"JUN 2009",1.069,0.956,1.650,1.650,"_",3.062,4.415,"_",4.923,2.344,4.235,3.350
"JUL 2009",0.835,0.830,1.374,1.480,"_",3.108,"_",4.513,"_",2.038,4.012,3.250
"AGO 2009",0.846,0.785,1.416,1.380,2.059,2.387,"_","_","_",2.123,3.778,3.820
"SEP 2009",0.729,0.776,1.240,1.320,1.530,2.798,3.880,"_",4.700,1.900,3.803,3.260
"OCT 2009",0.938,0.856,1.320,1.250,2.275,2.869,3.881,"_","_",1.921,3.771,3.790
"NOV 2009",0.867,0.854,1.298,1.240,"_",2.764,"_",4.264,"_",1.931,3.790,3.170
"DIC 2009",0.952,0.881,1.400,1.190,2.152,"_",3.896,"_","_",2.018,3.804,2.800
"ENE 2010",0.857,0.807,1.240,1.150,"_",2.855,4.096,"_",4.856,2.160,3.989,3.230
"FEB 2010",0.896,0.832,1.260,1.170,2.663,"_","_",4.668,4.812,2.226,3.978,3.300
"MAR 2010",0.848,0.740,1.343,1.170,"_",2.842,3.864,"_",4.769,1.900,3.830,3.040
"ABR 2010",0.904,1.085,1.440,1.180,2.030,"_","_",4.445,"_",2.112,3.901,2.670
"MAY 2010",1.699,1.583,1.300,1.240,"_",3.580,4.075,"_","_",2.509,4.084,3.740
"JUN 2010",2.450,2.269,"_",1.320,3.394,"_",4.912,"_",5.938,3.298,4.555,4.250
"JUL 2010",2.249,2.096,"_",1.920,"_",3.727,4.874,5.146,"_",2.824,4.433,4.440
"AGO 2010",1.899,1.732,"_",1.890,2.307,"_","_","_","_",2.338,4.037,4.450
"SEP 2010",1.937,1.790,"_",2.050,"_",2.997,4.165,"_",5.082,2.588,4.095,3.570
"OCT 2010",1.858,1.828,"_",2.320,2.550,"_","_",4.553,4.792,2.490,4.037,3.640
"NOV 2010",2.450,2.295,"_",1.930,"_",3.601,4.632,"_",5.498,3.278,4.686,4.130
"DIC 2010",3.519,3.256,"_",2.110,3.797,"_",5.485,5.986,"_",3.897,5.374,4.360
"ENE 2011",3.009,2.768,1.780,2.990,"_",4.590,5.604,"_","_",3.751,5.379,5.350
"FEB 2011",2.462,2.218,2.140,2.860,3.297,4.081,5.220,"_",5.976,3.486,5.258,4.870
"MAR 2011",2.178,2.144,"_",2.880,3.609,4.409,5.179,6.012,5.891,3.406,5.249,4.810
"ABR 2011",2.900,2.549,"_",3.070,3.602,"_",5.483,5.695,"_",3.735,5.329,5.450
"MAY 2011",2.568,2.515,"_",2.190,"_",4.560,5.410,"_",6.011,3.972,5.322,5.430
"JUN 2011",2.729,2.687,"_",2.800,4.051,4.245,5.372,6.044,"_",4.071,5.480,5.030
"JUL 2011",3.759,3.287,"_",3.100,4.321,4.891,5.922,6.218,"_",4.497,5.825,5.230
"AGO 2011",3.401,3.254,"_",3.500,4.901,"_",5.051,"_","_",3.983,5.252,4.560
"SEP 2011",3.647,3.331,"_",3.340,"_",4.519,5.195,"_","_",3.762,5.200,4.120
"OCT 2011",3.688,3.468,"_",3.440,3.520,"_",5.453,"_","_",3.890,5.251,4.130
"NOV 2011",5.204,4.747,"_",3.530,4.363,4.886,7.089,"_","_",5.071,6.192,5.780
"DIC 2011",4.087,3.453,"_",3.660,5.203,5.560,5.565,"_","_",4.021,5.505,5.210
"ENE 2012",2.149,2.044,2.830,3.650,3.576,3.949,5.466,"_","_",3.342,5.399,5.950
"FEB 2012",1.949,1.632,2.440,3.420,3.126,3.704,4.899,"_","_",2.947,5.111,4.790
"MAR 2012",1.472,1.434,2.560,3.230,2.518,4.242,"_","_","_",2.763,5.170,4.430
"ABR 2012",2.737,2.419,"_",3.080,3.520,4.368,5.778,"_","_",3.617,5.790,5.260
"MAY 2012",3.098,3.269,"_",3.050,5.130,4.982,"_","_","_",4.523,6.126,5.360
"JUN 2012",5.200,4.175,"_",3.180,5.510,6.195,6.121,"_","_",5.389,6.589,6.240
"JUL 2012",3.990,4.045,"_",2.520,5.302,6.543,6.798,"_","_",5.607,6.795,7.920
"AGO 2012",3.206,3.094,2.440,2.740,4.848,6.059,6.706,"_","_",4.820,6.581,8.300
"SEP 2012",2.977,2.630,"_",2.920,3.546,4.575,5.700,"_","_",3.879,5.920,7.060
"OCT 2012",2.860,2.538,"_",3.760,3.266,3.999,5.468,"_","_",3.661,5.647,5.120
"NOV 2012",2.849,2.424,2.100,3.720,3.663,4.792,5.555,"_",6.366,3.728,5.690,4.860
"DIC 2012",2.649,2.260,2.050,3.630,3.161,4.082,4.666,"_",5.928,3.439,5.340,4.250
"ENE 2013",1.520,1.432,2.070,3.370,2.770,3.808,5.401,5.569,5.705,2.924,5.050,4.140
"FEB 2013",1.580,1.473,1.720,3.360,2.570,4.294,5.222,5.822,"_",3.069,5.218,4.360
"MAR 2013",1.399,1.364,1.680,2.940,2.307,3.580,4.920,"_",5.455,2.835,4.921,3.990
"ABR 2013",1.273,1.107,1.300,2.880,2.810,3.287,4.632,"_","_",2.668,4.591,3.840
"MAY 2013",1.014,1.021,"_",2.830,2.472,3.033,4.452,4.559,"_",2.367,4.246,3.400
"JUN 2013",1.422,1.346,1.010,2.980,2.733,3.639,4.818,"_","_",2.862,4.671,3.720
"JUL 2013",1.519,1.351,"_",3.560,2.794,3.768,4.758,5.194,"_",2.727,4.660,5.020
"AGO 2013",1.277,1.242,"_",3.100,2.656,3.590,"_","_","_",2.526,4.507,5.630
"SEP 2013",1.390,1.228,"_",2.910,2.244,3.504,4.527,4.830,"_",2.446,4.417,4.180
"OCT 2013",0.980,0.874,"_",3.010,2.081,3.079,"_","_",5.213,2.103,4.216,3.120
"NOV 2013",0.712,0.713,1.000,2.740,2.120,2.890,"_","_","_",1.899,4.106,2.610
"DIC 2013",0.905,0.887,"_",3.490,2.203,2.722,4.121,"_","_",1.976,4.139,2.890
"ENE 2014",0.739,0.732,1.710,2.880,1.621,2.411,3.845,4.224,"_",1.558,3.785,3.210
"FEB 2014",0.628,0.617,1.710,1.130,1.587,2.294,3.581,"_",4.541,1.528,3.561,2.500
"MAR 2014",0.559,0.557,1.710,0.910,1.353,2.004,3.357,3.870,"_",1.262,3.312,2.360
"ABR 2014",0.565,0.562,"_",0.910,1.036,1.679,3.074,3.553,"_",1.059,3.104,2.020
"MAY 2014",0.608,0.586,"_",0.790,1.056,1.672,2.988,3.524,"_",1.054,2.933,2.270
"JUN 2014",0.395,0.370,"_",0.870,0.893,1.412,2.800,"_","_",0.849,2.712,1.990
"JUL 2014",0.302,0.244,"_",0.930,0.698,1.607,2.101,"_",3.529,0.672,2.671,1.730
"AGO 2014",0.169,0.162,"_",0.630,"_",1.439,2.699,"_","_",0.581,2.419,2.040
"SEP 2014",0.227,0.181,"_",0.700,0.582,"_",2.286,"_",3.605,0.523,2.196,2.740
"OCT 2014",0.295,0.305,"_",0.470,"_",0.291,2.227,2.910,"_",0.615,2.111,1.860
"NOV 2014",0.322,0.311,"_",0.720,0.678,1.084,2.148,"_",3.465,0.668,2.070,2.400
"DIC 2014",0.368,0.351,"_",0.660,0.596,0.897,1.753,"_","_",0.658,1.785,2.440
"ENE 2015",0.218,0.186,"_",0.770,0.577,0.870,1.656,2.283,2.710,0.526,1.542,1.930
"FEB 2015",0.196,0.153,"_",0.820,0.409,0.187,1.629,1.935,2.511,0.437,1.513,1.680
"MAR 2015",0.070,0.064,"_",0.600,0.203,0.402,1.050,1.981,"_",0.249,1.226,2.830
"ABR 2015",0.010,0.015,"_",0.530,0.156,0.549,1.290,1.664,2.081,0.206,1.313,1.600
"MAY 2015",0.019,0.014,"_",0.390,0.267,0.656,1.893,2.333,"_",0.289,1.771,1.800
"JUN 2015",0.274,0.151,"_",0.470,0.672,1.306,2.379,"_","_",0.537,2.234,1.580
"JUL 2015",0.122,0.070,"_",0.340,0.409,1.305,2.110,2.642,3.191,0.475,2.101,3.470
"AGO 2015",0.028,0.040,"_",0.320,0.348,0.940,1.936,"_","_",0.387,1.950,2.320
"SEP 2015",0.052,0.047,"_",0.400,0.412,1.028,2.156,"_",3.227,0.411,2.031,2.000
"OCT 2015",0.018,-0.001,"_",0.390,0.270,0.882,1.778,2.312,"_",0.273,1.725,2.270
"NOV 2015",-0.046,-0.057,"_",0.360,0.132,0.576,1.754,"_",2.895,0.246,1.728,1.940
"DIC 2015",-0.016,-0.026,"_",0.280,"_",0.670,1.371,2.019,2.739,0.232,1.686,2.330
"ENE 2016",-0.055,-0.062,"_",0.290,0.303,0.669,"_",2.330,"_",0.230,1.728,2.100
"FEB 2016",0.005,-0.026,"_",0.190,0.256,0.613,1.786,"_","_",0.257,1.724,1.950
