"","IE_9_2.1","IE_9_2.2","IE_9_2.3","IE_9_2.4","IE_9_2.5","IE_9_2.6","IE_9_2.7","IE_9_2.8","IE_9_2.9","IE_9_2.10","IE_9_2.11","IE_9_2.12"
"ABR 1988",9.722,9.856,10.367,9.954,10.376,"_","_","_","_",11.102,"_","_"
"MAY 1988",9.988,10.015,10.710,10.700,10.352,"_","_","_","_",11.294,"_","_"
"JUN 1988",10.021,9.953,10.307,10.670,10.353,"_","_","_","_",10.828,"_","_"
"JUL 1988",10.021,10.058,10.426,10.200,10.353,"_","_","_","_",11.051,"_","_"
"AGO 1988",10.021,9.927,10.025,10.200,10.451,"_","_","_","_",11.132,"_","_"
"SEP 1988",10.589,10.521,10.658,10.400,10.700,"_","_","_","_",11.426,"_","_"
"OCT 1988",11.541,11.337,12.385,12.769,11.735,"_","_","_","_",12.217,"_","_"
"NOV 1988",11.924,11.523,12.384,12.950,11.847,"_","_","_","_",12.480,"_","_"
"DIC 1988",12.867,12.338,13.027,13.120,12.134,"_","_","_","_",12.801,"_","_"
"ENE 1989",13.050,12.606,14.167,14.321,12.592,"_",11.236,"_","_",13.146,"_","_"
"FEB 1989",13.550,13.352,14.360,14.550,12.597,"_","_","_","_",13.206,"_","_"
"MAR 1989",13.935,13.720,14.653,14.910,12.924,"_","_","_","_",13.510,"_","_"
"ABR 1989",14.271,13.931,14.293,14.544,12.956,"_","_","_","_",13.622,"_","_"
"MAY 1989",14.517,14.394,14.480,14.171,13.207,"_","_","_","_",13.776,"_","_"
"JUN 1989",14.500,14.327,14.461,14.100,13.214,12.806,"_","_","_",13.834,"_","_"
"JUL 1989",14.365,14.114,14.977,13.959,13.209,"_",12.430,"_","_",13.886,12.577,"_"
"AGO 1989",14.046,13.844,14.758,13.900,13.280,12.830,"_","_","_",13.851,"_","_"
"SEP 1989",13.580,13.518,14.588,14.706,13.212,"_",12.441,"_","_",13.844,"_","_"
"OCT 1989",13.133,13.109,14.359,14.505,13.134,12.813,"_","_","_",13.829,"_","_"
"NOV 1989",13.119,13.079,14.595,14.724,13.127,"_",12.476,"_","_",14.045,"_","_"
"DIC 1989",13.093,12.789,14.920,15.105,13.526,13.071,"_","_","_",14.560,"_","_"
"ENE 1990",13.105,12.878,14.877,14.826,13.524,"_",12.571,"_","_",14.507,"_","_"
"FEB 1990",13.747,13.584,14.796,14.867,13.766,13.551,"_","_","_",14.697,"_","_"
"MAR 1990",14.118,13.802,14.915,14.939,14.539,"_","_","_","_",14.878,"_","_"
"ABR 1990",14.449,14.209,14.913,14.942,14.548,"_","_","_","_",14.780,"_","_"
"MAY 1990",14.517,14.475,15.049,15.099,14.588,"_","_","_","_",14.500,"_","_"
"JUN 1990",14.517,14.456,15.108,15.190,14.505,14.301,"_","_","_",14.430,"_","_"
"JUL 1990",14.517,14.443,15.144,15.175,14.481,"_",13.538,"_","_",14.405,"_","_"
"AGO 1990",14.517,14.490,14.851,14.977,14.474,14.306,"_","_","_",14.599,"_","_"
"SEP 1990",14.517,14.441,15.256,15.472,14.442,"_",13.498,"_","_",15.062,"_","_"
"OCT 1990",14.498,14.346,15.362,15.464,14.462,"_","_","_","_",14.755,"_","_"
"NOV 1990",14.499,14.421,15.200,15.322,14.470,"_","_","_","_",14.615,"_","_"
"DIC 1990",14.541,14.491,15.207,15.371,14.502,14.336,"_","_","_",14.490,"_","_"
"ENE 1991",14.517,14.382,15.200,15.242,14.512,"_","_","_","_",14.572,"_","_"
"FEB 1991",14.421,14.205,14.691,14.793,14.535,14.324,"_","_","_",14.205,"_","_"
"MAR 1991",13.231,13.191,13.821,13.834,13.996,13.805,13.489,"_","_",13.209,"_","_"
"ABR 1991",12.600,12.455,13.005,13.170,12.716,12.602,"_","_","_",12.579,"_","_"
"MAY 1991",12.054,11.936,12.564,12.513,12.478,12.262,11.839,"_","_",11.848,"_","_"
"JUN 1991",11.727,11.589,11.912,12.028,11.400,11.299,11.268,"_","_",11.938,"_","_"
"JUL 1991",11.947,11.873,12.410,12.504,"_","_","_","_","_",12.251,"_","_"
"AGO 1991",12.349,12.179,12.661,12.714,"_","_","_","_","_",12.147,"_","_"
"SEP 1991",12.022,12.044,12.270,12.390,11.718,11.677,11.689,"_","_",11.564,"_","_"
"OCT 1991",11.850,11.839,12.257,12.374,11.621,11.474,11.378,"_","_",11.691,"_",11.560
"NOV 1991",11.850,11.816,12.419,12.702,11.638,11.499,11.371,"_","_",11.948,11.457,11.756
"DIC 1991",12.050,11.917,12.809,12.942,"_","_","_","_","_",12.088,11.319,11.626
"ENE 1992",11.905,11.854,12.636,12.746,"_","_",11.376,"_","_",11.909,10.927,11.603
"FEB 1992",11.792,11.795,12.353,12.451,11.646,11.391,10.871,"_","_",11.577,10.792,11.322
"MAR 1992",11.727,11.698,12.171,12.295,11.586,11.210,10.758,"_","_",11.582,10.796,11.051
"ABR 1992",11.913,11.809,12.421,12.498,11.720,11.372,10.908,"_","_",11.661,10.871,11.202
"MAY 1992",11.912,11.878,12.355,12.435,11.718,11.392,10.911,"_","_",11.638,10.847,11.112
"JUN 1992",11.950,11.927,12.528,12.513,11.700,11.410,10.913,"_","_",12.142,11.341,11.351
"JUL 1992",12.353,12.125,12.919,12.931,"_","_","_","_","_",12.775,11.828,12.121
"AGO 1992",12.909,12.578,13.512,13.583,"_","_","_","_","_",13.368,12.223,12.176
"SEP 1992",13.232,13.027,13.952,13.925,"_","_","_","_","_",13.898,12.645,13.233
"OCT 1992",13.743,13.329,14.262,14.400,"_","_","_","_","_",13.825,12.999,13.379
"NOV 1992",13.576,13.565,13.954,13.905,13.204,12.924,12.508,"_","_",13.170,12.540,12.240
"DIC 1992",13.728,13.646,14.598,14.679,"_","_","_","_","_",13.199,12.533,12.378
"ENE 1993",13.311,13.279,13.941,14.101,13.296,12.958,12.520,"_","_",12.695,12.155,12.366
"FEB 1993",12.537,12.604,13.095,13.165,12.516,12.260,11.954,"_","_",12.029,11.431,12.012
"MAR 1993",12.537,12.400,13.241,13.381,12.502,12.243,11.957,"_","_",11.989,11.350,11.940
"ABR 1993",12.534,12.472,12.925,13.119,11.996,11.782,11.530,"_","_",11.903,11.486,12.071
"MAY 1993",11.334,11.528,11.513,12.069,11.978,11.763,11.554,"_","_",11.038,11.218,11.523
"JUN 1993",10.688,10.356,10.831,10.699,10.636,10.656,11.055,"_","_",10.087,10.567,11.027
"JUL 1993",10.080,9.993,10.306,10.450,9.875,9.968,10.195,"_","_",9.729,10.219,10.597
"AGO 1993",9.727,9.609,9.844,10.021,9.882,9.960,"_","_","_",8.811,9.481,9.985
"SEP 1993",9.222,9.190,9.405,9.511,8.660,8.759,9.013,"_","_",8.628,9.093,9.378
"OCT 1993",8.949,8.893,8.978,9.175,8.630,8.780,9.016,"_","_",8.321,8.688,9.279
"NOV 1993",8.593,8.517,8.814,8.911,8.072,8.137,8.521,"_","_",8.065,8.561,9.056
"DIC 1993",8.043,8.042,8.364,8.412,7.988,8.049,"_",8.702,"_",7.792,8.281,9.001
"ENE 1994",7.766,7.724,8.065,8.132,7.650,7.725,8.144,"_","_",7.563,7.985,8.497
"FEB 1994",7.730,7.704,8.046,8.096,7.296,7.388,7.811,8.021,"_",7.583,8.081,8.302
"MAR 1994",7.730,7.703,8.060,8.093,"_","_","_","_","_",8.147,8.827,8.847
"ABR 1994",7.730,7.690,7.930,7.980,"_","_","_","_","_",8.238,9.059,9.057
"MAY 1994",7.722,7.679,7.851,7.830,8.376,8.761,9.242,"_","_",8.510,9.548,9.427
"JUN 1994",7.719,7.757,8.016,8.097,8.817,9.409,"_","_","_",9.290,10.283,10.002
"JUL 1994",8.173,7.998,8.319,8.424,9.552,10.138,10.358,"_","_",9.794,10.588,10.572
"AGO 1994",8.161,8.148,8.490,8.466,9.723,10.184,10.555,10.425,"_",10.069,10.678,10.820
"SEP 1994",8.649,8.537,8.762,9.062,10.501,10.854,11.022,"_","_",10.534,11.222,11.369
"OCT 1994",8.752,8.682,8.960,9.062,10.419,10.855,11.018,10.838,"_",10.424,11.135,11.331
"NOV 1994",8.752,8.699,9.070,9.146,10.510,11.019,11.306,"_","_",10.364,11.185,11.506
"DIC 1994",8.906,8.968,9.400,9.408,10.335,10.854,11.143,11.163,"_",10.739,11.380,11.104
"ENE 1995",10.214,9.700,10.370,10.447,11.169,11.665,11.795,"_","_",11.386,11.862,12.158
"FEB 1995",9.805,9.805,10.290,10.141,11.341,11.669,11.836,11.647,"_",11.427,11.596,11.922
"MAR 1995",10.249,10.055,10.680,10.605,11.204,11.747,11.811,11.752,"_",11.941,12.261,12.310
"ABR 1995",10.247,10.150,10.590,10.606,11.747,12.370,12.420,12.380,"_",11.569,12.092,12.320
"MAY 1995",10.249,10.132,10.270,10.371,11.181,12.009,12.126,12.060,"_",11.128,11.411,11.849
"JUN 1995",10.314,10.251,10.460,10.445,11.402,11.508,11.558,11.512,"_",11.290,11.538,11.553
"JUL 1995",10.182,10.169,10.360,10.412,11.493,11.681,11.827,11.834,"_",11.055,11.334,11.375
"AGO 1995",10.042,9.940,10.100,10.133,10.928,11.004,11.269,11.194,"_",10.623,10.971,10.985
"SEP 1995",9.498,9.464,9.650,9.667,10.357,10.841,10.968,11.095,"_",10.245,10.803,10.892
"OCT 1995",9.519,9.486,9.640,9.684,10.385,10.689,10.953,10.969,"_",10.249,10.893,10.722
"NOV 1995",9.513,9.392,9.580,9.656,10.221,10.516,10.882,10.756,"_",9.928,10.541,10.606
"DIC 1995",9.041,8.967,9.200,9.230,9.703,9.957,10.225,10.228,"_",9.393,9.950,9.996
"ENE 1996",8.514,8.503,8.740,8.779,9.243,9.447,9.792,9.804,"_",8.859,9.464,9.490
"FEB 1996",8.401,8.343,8.550,8.529,8.903,9.164,9.778,9.753,"_",8.781,9.705,9.530
"MAR 1996",8.343,8.262,8.400,8.415,8.989,9.457,9.952,10.012,"_",8.830,9.893,9.570
"ABR 1996",7.718,7.502,7.820,7.774,8.712,8.824,9.656,9.527,"_",8.164,9.323,9.170
"MAY 1996",7.202,7.194,7.450,7.436,8.041,8.554,9.189,9.264,"_",8.020,9.171,9.040
"JUN 1996",7.153,7.144,7.340,7.354,7.972,8.404,9.198,9.255,"_",7.854,9.109,8.980
"JUL 1996",7.075,7.063,7.210,7.186,7.622,8.125,8.779,8.909,"_",7.575,8.776,8.730
"AGO 1996",7.166,7.125,7.230,7.238,7.671,8.114,8.757,8.835,"_",7.685,8.862,8.730
"SEP 1996",7.045,6.966,7.070,7.054,7.698,8.110,8.921,8.894,"_",7.284,8.436,7.580
"OCT 1996",6.612,6.567,6.700,6.690,7.054,7.319,7.950,7.900,"_",6.717,7.760,7.660
"NOV 1996",6.165,6.300,6.550,6.499,6.829,6.907,7.804,7.638,"_",6.384,7.342,7.300
"DIC 1996",5.843,5.852,6.000,6.046,5.905,6.304,6.915,7.149,"_",5.918,6.997,6.630
"ENE 1997",5.293,5.277,5.510,5.628,5.896,6.132,7.047,7.184,"_",5.463,6.831,6.540
"FEB 1997",5.244,5.195,5.480,5.489,5.660,6.070,6.898,7.144,"_",5.544,6.741,6.550
"MAR 1997",5.579,5.519,5.680,5.717,5.922,6.320,6.929,7.155,"_",5.907,7.032,6.900
"ABR 1997",5.394,5.365,5.520,5.564,6.224,6.573,7.262,7.489,"_",5.750,6.953,6.740
"MAY 1997",5.033,5.078,5.410,5.243,5.516,5.869,6.753,6.984,"_",5.313,6.614,6.160
"JUN 1997",5.014,4.979,5.080,5.102,5.164,5.653,6.599,6.852,"_",5.113,6.467,6.530
"JUL 1997",4.953,4.957,5.090,5.129,5.226,5.668,6.422,6.687,"_",5.033,6.212,6.060
"AGO 1997",5.030,5.015,5.160,5.244,5.229,5.821,6.332,6.693,"_",5.220,6.305,6.250
"SEP 1997",4.958,4.924,5.020,5.114,5.189,5.611,6.339,6.557,"_",5.021,6.087,6.110
"OCT 1997",4.783,4.781,4.970,4.955,4.971,5.360,5.879,6.124,"_",5.079,5.975,5.810
"NOV 1997",4.716,4.719,4.860,4.942,5.104,5.522,6.068,6.325,"_",5.037,5.957,5.860
"DIC 1997",4.472,4.476,4.670,4.650,4.902,5.305,5.780,6.020,"_",4.792,5.644,5.480
"ENE 1998",4.257,4.203,4.430,4.392,4.581,4.969,5.451,5.739,5.985,4.478,5.397,5.410
"FEB 1998",4.128,4.127,4.270,4.258,4.398,4.783,5.359,5.651,"_",4.339,5.235,5.160
"MAR 1998",4.008,4.007,4.200,4.125,4.319,4.688,5.145,5.462,"_",4.293,5.086,5.060
"ABR 1998",4.045,4.014,4.130,4.135,4.362,4.622,5.016,5.275,5.569,4.395,5.063,5.210
"MAY 1998",4.051,4.062,4.160,4.319,4.447,4.742,5.124,5.408,"_",4.414,5.130,5.240
"JUN 1998",4.051,4.039,4.050,4.304,4.348,4.648,5.055,5.303,5.585,4.345,5.019,4.960
"JUL 1998",4.013,3.990,4.070,4.091,4.242,4.529,5.028,5.208,"_",4.238,4.940,4.870
"AGO 1998",3.941,3.879,4.090,4.110,4.377,4.570,4.969,5.109,"_",4.066,4.741,4.500
"SEP 1998",3.668,3.626,3.880,3.824,3.964,4.350,4.750,5.112,5.356,3.779,4.474,4.350
"OCT 1998",3.419,3.352,3.570,3.571,3.607,3.949,4.394,4.760,"_",3.611,4.428,4.430
"NOV 1998",3.329,3.295,3.550,3.522,3.691,4.035,4.631,4.907,5.446,3.606,4.406,4.630
"DIC 1998",2.976,2.939,3.130,3.214,3.537,3.850,4.322,4.681,"_",3.319,4.076,4.290
"ENE 1999",2.884,2.840,3.040,2.954,3.234,3.398,3.961,4.258,4.756,3.128,3.880,4.050
"FEB 1999",2.896,2.862,2.940,2.856,3.160,3.395,3.959,4.325,"_",3.196,4.022,4.180
"MAR 1999",2.950,2.898,2.980,3.088,3.507,3.701,4.404,4.656,5.273,3.287,4.258,3.930
"ABR 1999",2.591,2.613,2.657,2.905,3.102,3.383,4.122,4.553,"_",3.021,4.086,4.430
"MAY 1999",2.570,2.560,2.650,2.625,3.021,3.333,4.213,4.612,5.075,3.051,4.274,4.450
"JUN 1999",2.732,2.721,2.620,2.889,3.289,3.695,4.588,4.987,"_",3.390,4.600,4.180
"JUL 1999",2.951,2.890,3.000,2.941,3.917,4.258,5.085,5.296,5.708,3.705,4.911,4.530
"AGO 1999",3.074,3.050,3.240,3.160,4.266,4.605,5.286,5.495,"_",3.997,5.173,5.010
"SEP 1999",3.174,3.127,3.280,3.190,4.277,4.698,5.273,5.599,5.938,4.108,5.315,5.110
"OCT 1999",3.399,3.411,3.540,3.570,4.587,5.011,5.504,5.842,"_",4.474,5.566,5.480
"NOV 1999",3.545,3.486,3.770,3.690,4.553,4.962,5.360,5.633,5.889,4.337,5.280,5.140
"DIC 1999",3.726,3.657,3.670,3.770,4.558,4.928,5.375,5.671,"_",4.509,5.369,5.220
"ENE 2000",3.868,3.795,3.920,3.910,4.834,5.260,5.785,6.049,6.282,4.765,5.757,5.620
"FEB 2000",3.963,3.970,4.110,4.100,5.044,5.381,5.766,5.851,"_",4.918,5.731,5.520
"MAR 2000",4.138,4.098,4.280,4.170,5.018,5.321,5.734,"_",6.033,4.864,5.550,5.260
"ABR 2000",4.331,4.222,4.330,4.320,4.807,5.076,5.423,5.563,"_",4.803,5.452,5.800
"MAY 2000",4.714,4.682,4.880,4.840,5.196,3.580,5.711,"_",5.852,5.179,5.627,5.430
"JUN 2000",4.761,4.818,4.950,5.060,5.097,5.178,5.434,5.584,"_",5.126,5.455,5.580
"JUL 2000",4.988,4.955,5.140,5.050,5.197,5.402,5.539,"_",5.821,5.289,5.534,5.670
"AGO 2000",5.118,5.056,5.120,5.250,5.307,5.346,5.469,5.551,"_",5.369,5.501,5.920
"SEP 2000",5.072,5.053,5.220,5.190,5.419,5.424,5.575,"_",5.676,5.319,5.559,5.950
"OCT 2000",5.094,5.052,5.150,5.300,5.243,5.332,5.578,5.698,"_",5.234,5.495,5.630
"NOV 2000",5.036,5.006,5.170,5.250,5.187,5.355,5.528,"_",5.913,5.179,5.446,5.680
"DIC 2000",4.724,4.654,4.860,5.040,4.805,4.988,5.240,5.500,"_",4.810,5.203,5.310
"ENE 2001",4.413,4.334,4.570,4.670,4.543,4.688,5.095,"_",5.631,4.562,5.077,5.180
"FEB 2001",4.352,4.336,4.549,4.670,"_",4.694,5.079,5.300,"_",4.644,5.117,5.310
"MAR 2001",4.266,4.289,4.379,4.540,4.588,"_",5.069,"_",5.605,4.505,5.041,5.400
"ABR 2001",4.328,4.336,4.445,4.660,"_",4.643,5.109,5.292,"_",4.561,5.179,5.240
"MAY 2001",4.436,4.357,4.688,4.610,4.673,"_",5.232,"_",5.803,4.683,5.363,5.270
"JUN 2001",4.174,4.145,4.325,4.340,"_",4.839,5.395,5.538,"_",4.543,5.327,5.090
"JUL 2001",4.248,4.186,4.333,4.390,4.653,"_",5.463,"_",5.983,4.532,5.348,5.370
"AGO 2001",4.000,3.985,4.160,4.290,"_",4.663,5.247,5.404,"_",4.321,5.156,5.380
"SEP 2001",3.552,3.554,3.817,3.680,4.304,"_",5.240,"_",5.769,4.044,5.138,4.970
"OCT 2001",3.246,3.211,3.378,3.460,"_",4.180,4.953,5.166,"_",3.714,4.909,5.250
"NOV 2001",3.025,3.101,3.170,3.320,3.281,"_",4.554,"_",5.146,3.608,4.761,5.150
"DIC 2001",3.116,3.150,3.142,3.280,"_",4.123,5.021,4.982,"_",3.869,4.968,4.990
"ENE 2002",3.169,3.298,3.443,3.480,3.968,"_",5.053,"_",5.389,4.054,5.045,5.000
"FEB 2002",3.522,3.473,3.570,3.560,"_",4.460,5.044,"_","_",4.216,5.106,5.110
"MAR 2002",3.702,3.664,3.750,3.670,4.300,"_",5.323,5.556,"_",4.475,5.336,5.320
"ABR 2002",3.719,3.712,3.822,3.820,"_",4.893,5.350,"_","_",4.472,5.336,5.420
"MAY 2002",3.780,3.798,3.879,3.830,"_",4.760,5.404,"_","_",4.562,5.361,5.460
"JUN 2002",3.788,3.705,3.814,3.850,4.363,"_",5.338,"_","_",4.378,5.231,5.890
"JUL 2002",3.586,3.497,3.644,3.600,"_",4.450,5.175,5.366,"_",4.096,5.069,5.260
"AGO 2002",3.289,3.294,3.436,3.450,3.604,"_",4.759,"_","_",3.795,4.778,5.030
"SEP 2002",3.216,3.076,3.332,3.250,"_",4.002,4.589,"_",5.039,3.491,4.576,4.650
"OCT 2002",2.896,2.973,3.080,3.080,"_",3.827,4.521,"_","_",3.397,4.625,4.930
"NOV 2002",2.980,2.894,3.023,3.030,"_","_",4.674,5.025,"_",3.300,4.602,4.850
"DIC 2002",2.872,2.697,2.882,2.750,"_","_",4.514,"_","_",3.074,4.426,3.750
"ENE 2003",2.562,2.529,2.742,2.670,3.020,"_",4.269,"_",4.925,2.914,4.239,4.290
"FEB 2003",2.247,2.348,2.601,2.560,2.807,"_","_",4.476,"_",2.701,4.011,4.090
"MAR 2003",2.347,2.177,2.489,2.390,"_",2.962,3.863,"_",4.698,2.699,4.035,4.170
"ABR 2003",2.343,2.302,2.567,2.450,2.741,"_","_",4.574,"_",2.807,4.188,4.060
"MAY 2003",2.058,2.168,2.303,2.240,"_",3.068,"_","_",4.779,2.511,3.877,3.760
"JUN 2003",1.853,1.844,2.057,2.030,2.218,"_",3.745,"_","_",2.238,3.688,3.350
"JUL 2003",1.991,1.911,2.082,2.120,"_",2.854,4.003,4.369,"_",2.497,4.031,4.040
"AGO 2003",2.141,2.177,2.278,2.290,2.798,"_","_","_","_",2.973,4.191,4.720
"SEP 2003",2.147,2.216,2.318,2.330,"_",3.544,4.389,"_",5.066,2.933,4.209,4.220
"OCT 2003",2.136,2.231,2.322,2.280,2.404,"_","_",4.408,"_",2.972,4.269,3.850
"NOV 2003",2.297,2.322,2.322,2.420,"_","_",4.404,"_",5.054,3.110,4.398,4.450
"DIC 2003",2.385,2.338,2.531,2.370,"_",3.522,"_","_","_",3.042,4.339,4.700
"ENE 2004",2.136,2.148,2.250,2.210,"_",3.388,"_",4.447,"_",2.782,4.192,4.090
"FEB 2004",1.990,2.050,2.140,2.150,2.457,"_",4.185,"_",4.902,2.681,4.148,4.230
"MAR 2004",1.945,2.076,2.040,1.970,"_",3.293,"_",4.241,"_",2.434,4.012,4.410
"ABR 2004",2.085,2.076,2.264,2.160,"_",3.033,"_","_",4.914,2.666,4.199,4.230
"MAY 2004",2.179,2.144,2.335,2.300,2.929,"_","_",4.627,"_",3.077,4.334,4.280
"JUN 2004",2.285,2.300,2.400,2.260,3.147,"_",4.438,"_","_",3.195,4.390,4.110
"JUL 2004",2.215,2.235,2.329,2.280,"_",3.533,"_",4.511,"_",3.081,4.282,4.070
"AGO 2004",2.149,2.165,2.555,2.380,"_","_","_","_","_",2.948,4.151,4.130
"SEP 2004",2.250,2.172,2.436,2.360,2.783,"_",4.133,"_",4.712,2.935,4.082,4.040
"OCT 2004",2.152,2.174,2.414,2.310,"_",3.191,"_",4.097,"_",2.777,3.965,3.910
"NOV 2004",2.199,2.251,2.387,2.380,2.633,"_",3.792,"_",4.411,2.665,3.851,4.140
"DIC 2004",2.160,2.195,2.496,2.290,"_",2.856,3.565,3.711,"_",2.581,3.643,3.740
"ENE 2005",2.165,2.231,2.331,2.340,2.575,"_",3.544,"_","_",2.603,3.591,3.330
"FEB 2005",2.193,2.198,2.329,2.340,"_",2.852,"_",3.702,"_",2.636,3.581,3.480
"MAR 2005",2.171,2.186,2.360,2.350,"_","_",3.682,"_","_",2.685,3.733,3.590
"ABR 2005",2.109,2.117,2.330,2.300,"_",3.067,"_","_","_",2.503,3.529,3.830
"MAY 2005",2.063,2.072,2.218,2.220,"_",2.844,3.324,"_","_",2.368,3.360,3.820
"JUN 2005",1.996,1.981,2.338,2.170,2.142,"_","_","_",3.922,2.171,3.185,3.420
"JUL 2005",2.064,2.026,2.226,2.180,"_",2.644,"_","_","_",2.236,3.219,3.550
"AGO 2005",2.079,2.098,2.352,2.250,"_","_","_","_","_",2.485,3.231,3.340
"SEP 2005",2.089,2.054,2.352,2.270,2.178,"_",3.170,"_","_",2.396,3.088,3.280
"OCT 2005",2.294,2.298,2.431,2.440,"_","_","_","_",3.765,2.647,3.272,3.330
"NOV 2005",2.530,2.420,2.754,2.660,2.622,"_",3.475,"_","_",2.903,3.477,3.950
"DIC 2005",2.689,2.629,2.805,2.840,"_",3.027,"_","_","_",2.912,3.369,3.710
