"","IE_2_3.1","IE_2_3.2","IE_2_3.3","IE_2_3.4","IE_2_3.5","IE_2_3.6","IE_2_3.7","IE_2_3.8","IE_2_3.9","IE_2_3.10","IE_2_3.11","IE_2_3.12"
"JUN 1988",9.56,"_","_","_","_","_","_","_","_",3.84,0.22,"_"
"JUL 1988",9.51,"_","_","_","_","_","_","_","_",4.02,0.45,"_"
"AGO 1988",9.18,"_","_","_","_","_","_","_","_",4.00,0.67,"_"
"SEP 1988",8.84,"_","_","_","_","_","_","_","_",4.17,0.56,"_"
"OCT 1988",8.52,"_","_","_","_","_","_","_","_",4.16,1.00,"_"
"NOV 1988",8.21,"_","_","_","_","_","_","_","_",4.35,1.23,"_"
"DIC 1988",6.86,"_","_","_","_","_","_","_","_",4.54,1.01,"_"
"ENE 1989",6.55,"_","_","_","_","_","_","_","_",4.52,1.01,"_"
"FEB 1989",6.27,"_","_","_","_","_","_","_","_",4.89,1.01,"_"
"MAR 1989",5.98,"_","_","_","_","_","_","_","_",5.06,1.12,"_"
"ABR 1989",6.41,"_","_","_","_","_","_","_","_",5.21,2.34,"_"
"MAY 1989",6.38,"_","_","_","_","_","_","_","_",5.38,2.79,"_"
"JUN 1989",6.60,"_","_","_","_","_","_","_","_",5.18,2.91,"_"
"JUL 1989",6.34,"_","_","_","_","_","_","_","_",4.97,3.02,"_"
"AGO 1989",6.07,"_","_","_","_","_","_","_","_",4.58,2.57,"_"
"SEP 1989",6.03,"_","_","_","_","_","_","_","_",4.37,2.66,"_"
"OCT 1989",6.24,"_","_","_","_","_","_","_","_",4.54,2.98,"_"
"NOV 1989",6.21,"_","_","_","_","_","_","_","_",4.53,2.21,"_"
"DIC 1989",6.42,"_","_","_","_","_","_","_","_",4.52,2.66,"_"
"ENE 1990",6.61,"_","_","_","_","_","_","_","_",5.23,3.34,"_"
"FEB 1990",6.80,"_","_","_","_","_","_","_","_",5.20,3.68,"_"
"MAR 1990",7.00,"_","_","_","_","_","_","_","_",5.17,3.66,"_"
"ABR 1990",6.47,"_","_","_","_","_","_","_","_",4.60,2.62,"_"
"MAY 1990",6.44,"_","_","_","_","_","_","_","_",4.40,2.60,"_"
"JUN 1990",6.42,"_","_","_","_","_","_","_","_",4.75,2.28,"_"
"JUL 1990",6.40,"_","_","_","_","_","_","_","_",4.91,2.28,"_"
"AGO 1990",7.05,"_","_","_","_","_","_","_","_",5.78,2.72,"_"
"SEP 1990",7.44,"_","_","_","_","_","_","_","_",6.28,2.70,"_"
"OCT 1990",7.61,"_","_","_","_","_","_","_","_",6.25,3.00,"_"
"NOV 1990",7.58,"_","_","_","_","_","_","_","_",6.41,3.90,"_"
"DIC 1990",7.33,"_","_","_","_","_","_","_","_",6.23,3.68,"_"
"ENE 1991",7.26,"_","_","_","_","_","_","_","_",5.65,3.98,"_"
"FEB 1991",7.22,"_","_","_","_","_","_","_","_",5.28,3.55,"_"
"MAR 1991",6.96,"_","_","_","_","_","_","_","_",4.92,3.64,"_"
"ABR 1991",6.92,"_","_","_","_","_","_","_","_",4.91,3.51,"_"
"MAY 1991",6.89,"_","_","_","_","_","_","_","_",4.89,3.38,"_"
"JUN 1991",6.86,"_","_","_","_","_","_","_","_",4.70,3.50,"_"
"JUL 1991",7.05,"_","_","_","_","_","_","_","_",4.52,3.51,"_"
"AGO 1991",6.58,"_","_","_","_","_","_","_","_",3.64,3.39,"_"
"SEP 1991",6.11,"_","_","_","_","_","_","_","_",3.28,2.63,"_"
"OCT 1991",5.86,"_","_","_","_","_","_","_","_",2.94,2.70,"_"
"NOV 1991",6.04,"_","_","_","_","_","_","_","_",2.93,3.12,"_"
"DIC 1991",6.02,"_","_","_","_","_","_","_","_",2.93,2.71,"_"
"ENE 1992",5.78,4.8,"_","_","_","_","_","_","_",2.59,1.76,"_"
"FEB 1992",5.74,4.7,"_","_","_","_","_","_","_",2.91,1.97,"_"
"MAR 1992",5.92,4.9,"_","_","_","_","_","_","_",3.23,1.96,"_"
"ABR 1992",5.69,4.5,"_","_","_","_","_","_","_",3.23,2.36,"_"
"MAY 1992",5.66,4.3,"_","_","_","_","_","_","_",3.05,2.04,"_"
"JUN 1992",5.45,4.1,"_","_","_","_","_","_","_",3.04,2.26,"_"
"JUL 1992",5.23,3.6,"_","_","_","_","_","_","_",3.04,1.64,"_"
"AGO 1992",5.02,3.5,"_","_","_","_","_","_","_",3.19,1.74,"_"
"SEP 1992",4.99,3.5,"_","_","_","_","_","_","_",3.02,2.05,"_"
"OCT 1992",4.96,3.4,"_","_","_","_","_","_","_",3.17,1.01,"_"
"NOV 1992",4.74,3.2,"_","_","_","_","_","_","_",3.01,0.61,"_"
"DIC 1992",4.73,3.3,"_","_","_","_","_","_","_",3.01,1.12,"_"
"ENE 1993",4.71,3.5,"_","_","_","_","_","_","_",3.32,1.22,"_"
"FEB 1993",4.68,3.4,"_","_","_","_","_","_","_",3.14,1.43,"_"
"MAR 1993",4.66,3.5,"_","_","_","_","_","_","_",3.13,1.22,"_"
"ABR 1993",4.64,3.4,"_","_","_","_","_","_","_",3.12,0.90,"_"
"MAY 1993",4.62,3.4,"_","_","_","_","_","_","_",3.12,0.90,"_"
"JUN 1993",4.61,3.4,"_","_","_","_","_","_","_",2.95,0.90,"_"
"JUL 1993",4.79,3.5,"_","_","_","_","_","_","_",2.80,1.92,"_"
"AGO 1993",4.78,3.6,"_","_","_","_","_","_","_",2.79,1.81,"_"
"SEP 1993",4.57,3.5,"_","_","_","_","_","_","_",2.62,1.50,"_"
"OCT 1993",4.55,3.5,"_","_","_","_","_","_","_",2.77,1.30,"_"
"NOV 1993",4.35,3.3,"_","_","_","_","_","_","_",2.76,1.00,"_"
"DIC 1993",4.52,3.3,"_","_","_","_","_","_","_",2.76,1.10,"_"
"ENE 1994",4.32,3.2,"_","_","_","_","_","_","_",2.45,1.31,21.05
"FEB 1994",4.29,3.1,"_","_","_","_","_","_","_",2.59,1.20,23.22
"MAR 1994",4.09,3.0,"_","_","_","_","_","_","_",2.43,1.30,22.38
"ABR 1994",4.61,2.9,"_","_","_","_","_","_","_",2.42,0.80,21.56
"MAY 1994",4.77,2.9,"_","_","_","_","_","_","_",2.27,0.79,21.46
"JUN 1994",4.76,2.8,"_","_","_","_","_","_","_",2.57,0.50,22.44
"JUL 1994",4.75,2.8,"_","_","_","_","_","_","_",2.87,-0.20,24.01
"AGO 1994",4.91,2.8,"_","_","_","_","_","_","_",2.86,0.00,25.83
"SEP 1994",5.07,2.8,"_","_","_","_","_","_","_",3.01,0.20,27.46
"OCT 1994",5.04,2.7,"_","_","_","_","_","_","_",2.69,0.79,27.82
"NOV 1994",5.21,2.6,"_","_","_","_","_","_","_",2.69,0.99,27.37
"DIC 1994",5.19,2.7,"_","_","_","_","_","_","_",2.69,0.60,25.50
"ENE 1995",5.52,2.7,"_","_","_","_","_","_","_",2.84,0.50,24.17
"FEB 1995",5.66,2.8,"_","_","_","_","_","_","_",2.82,0.20,22.41
"MAR 1995",5.98,2.9,"_","_","_","_","_","_","_",2.81,-0.30,21.31
"ABR 1995",5.93,3.0,"_","_","_","_","_","_","_",3.11,-0.20,20.85
"MAY 1995",5.90,3.0,"_","_","_","_","_","_","_",3.25,-0.10,20.26
"JUN 1995",6.23,3.1,"_","_","_","_","_","_","_",2.95,0.20,18.33
"JUL 1995",5.87,2.9,"_","_","_","_","_","_","_",2.64,0.10,16.64
"AGO 1995",6.02,2.9,"_","_","_","_","_","_","_",2.64,-0.20,14.51
"SEP 1995",6.16,3.0,"_","_","_","_","_","_","_",2.63,0.10,13.08
"OCT 1995",6.13,3.0,"_","_","_","_","_","_","_",2.77,-0.69,12.06
"NOV 1995",6.11,3.1,"_","_","_","_","_","_","_",2.47,-0.69,11.26
"DIC 1995",6.09,3.1,"_","_","_","_","_","_","_",2.47,-0.39,10.09
"ENE 1996",6.21,3.2,"_","_",1.07,"_",1.12,5.63,2.88,2.76,-0.49,8.96
"FEB 1996",6.01,3.2,"_","_",1.20,"_",1.02,5.28,2.71,2.60,-0.40,9.29
"MAR 1996",5.97,3.2,"_","_",1.33,"_",1.51,4.78,2.55,2.88,-0.10,9.68
"ABR 1996",5.76,3.2,"_","_",1.06,"_",1.61,4.75,2.38,2.87,0.20,9.65
"MAY 1996",5.73,3.4,"_","_",1.33,"_",1.41,4.26,2.23,2.87,0.20,8.89
"JUN 1996",5.39,3.3,"_","_",1.06,"_",1.12,3.93,2.37,2.86,0.00,8.56
"JUL 1996",5.55,3.3,"_","_",1.19,"_",1.53,3.63,2.39,3.00,0.40,8.37
"AGO 1996",5.36,3.2,"_","_",1.06,"_",1.23,3.62,2.23,2.85,0.20,8.09
"SEP 1996",5.33,3.3,"_","_",1.19,"_",1.41,3.31,2.36,2.99,0.00,7.49
"OCT 1996",5.30,3.5,"_","_",1.33,"_",1.72,2.99,2.67,2.98,0.49,6.96
"NOV 1996",5.29,3.5,"_","_",1.33,"_",1.51,2.83,2.82,3.27,0.50,6.96
"DIC 1996",5.27,3.7,"_","_",1.32,1.74,1.92,2.98,2.36,3.27,0.59,7.07
"ENE 1997",5.08,4.3,2.05,2.85,1.85,1.83,1.72,2.67,2.06,3.11,0.60,5.91
"FEB 1997",4.90,6.4,1.82,2.54,1.58,1.68,1.41,2.36,1.91,3.10,0.60,5.58
"MAR 1997",4.72,7.1,1.54,2.23,1.31,1.12,1.20,2.21,1.61,2.80,0.50,4.04
"ABR 1997",4.69,7.1,1.32,1.61,1.18,1.01,1.00,1.90,1.60,2.51,1.97,3.22
"MAY 1997",4.37,7.2,1.36,1.29,1.31,0.89,1.61,1.90,1.60,2.23,1.97,2.72
"JUN 1997",4.51,7.4,1.38,1.40,1.57,0.99,1.50,1.60,1.74,2.23,2.27,2.75
"JUL 1997",4.65,7.5,1.49,1.50,1.57,1.07,1.91,1.75,1.90,2.22,1.98,2.66
"AGO 1997",4.79,8.0,1.71,1.70,1.83,1.58,2.52,1.60,2.03,2.22,2.18,1.87
"SEP 1997",4.76,8.0,1.57,1.89,1.44,1.44,2.49,1.60,1.88,2.07,2.46,1.71
"OCT 1997",4.74,8.2,1.53,1.78,1.57,1.10,2.28,1.89,1.88,2.07,2.56,1.47
"NOV 1997",4.73,8.4,1.62,1.88,1.57,1.36,2.49,1.74,1.88,1.93,2.17,1.11
"DIC 1997",4.71,8.3,1.48,1.88,1.31,1.17,2.20,1.73,1.73,1.79,1.87,0.37
"ENE 1998",4.54,7.7,1.08,1.87,0.65,0.57,1.59,1.88,1.59,1.51,1.87,0.36
"FEB 1998",4.67,5.8,1.13,1.67,0.65,0.74,2.09,2.02,1.59,1.37,1.98,-0.12
"MAR 1998",4.51,4.9,1.13,1.67,0.52,0.82,2.16,2.01,1.73,1.36,2.27,0.73
"ABR 1998",4.34,5.1,1.39,1.87,0.91,1.04,2.46,2.16,1.86,1.36,0.39,-0.36
"MAY 1998",4.47,4.9,1.32,1.97,0.91,0.94,2.05,1.86,2.00,1.77,0.48,-0.96
"JUN 1998",4.32,4.6,1.33,1.97,0.78,1.05,2.18,2.01,1.57,1.77,0.10,-1.34
"JUL 1998",4.16,4.5,1.26,2.26,0.77,0.79,1.78,2.01,1.57,1.63,-0.10,-1.36
"AGO 1998",3.86,4.0,1.13,2.05,0.51,0.66,1.37,2.15,1.28,1.63,-0.29,-1.47
"SEP 1998",3.84,3.9,1.00,1.55,0.52,0.53,1.27,2.15,1.27,1.49,-0.19,-1.44
"OCT 1998",3.82,3.8,0.93,1.55,0.39,0.47,1.47,1.85,1.27,1.48,0.19,-1.09
"NOV 1998",3.81,3.5,0.80,1.36,0.39,0.24,1.47,1.71,1.42,1.48,0.77,-1.22
"DIC 1998",3.66,3.4,0.74,1.36,0.26,0.26,1.46,1.56,1.56,1.62,0.58,-0.97
"ENE 1999",3.50,3.0,0.75,1.44,0.26,0.32,2.07,1.42,1.56,1.62,0.19,-1.21
"FEB 1999",3.21,2.6,0.73,1.85,0.13,0.26,2.04,1.41,1.42,1.62,-0.10,-1.32
"MAR 1999",3.48,2.8,0.94,2.13,0.52,0.43,2.03,1.41,1.70,1.75,-0.39,-1.81
"ABR 1999",3.60,2.8,1.06,2.33,0.77,0.50,1.92,1.27,1.55,2.28,-0.10,-2.17
"MAY 1999",3.59,2.7,0.93,2.13,0.39,0.44,2.12,1.55,1.40,2.01,-0.38,-2.19
"JUN 1999",3.45,2.9,0.89,2.13,0.38,0.34,2.12,1.40,1.40,1.87,-0.29,-2.10
"JUL 1999",3.58,3.0,1.01,2.12,0.64,0.43,1.84,1.69,1.27,2.14,-0.10,-1.37
"AGO 1999",3.85,3.1,1.11,2.30,0.77,0.47,2.52,1.54,1.26,2.27,0.29,-1.24
"SEP 1999",3.83,3.0,1.23,2.50,0.77,0.60,2.01,1.82,1.26,2.67,-0.19,-0.85
"OCT 1999",3.68,3.0,1.31,2.40,0.90,0.81,1.81,1.96,1.12,2.53,-0.67,-0.61
"NOV 1999",3.67,3.2,1.45,2.69,0.90,0.93,2.00,1.96,1.12,2.66,-1.15,-0.98
"DIC 1999",3.93,3.4,1.75,2.78,1.29,1.35,1.93,2.24,1.11,2.66,-1.06,-0.98
"ENE 2000",3.92,3.5,1.87,2.87,1.68,1.67,1.63,2.23,0.70,2.79,-0.68,-0.24
"FEB 2000",4.19,3.6,1.93,2.96,1.54,1.44,1.52,2.37,0.98,3.32,-0.58,0.73
"MAR 2000",4.30,3.4,1.95,3.05,1.41,1.60,1.60,2.50,0.56,3.70,-0.48,-0.25
"ABR 2000",3.88,3.2,1.72,3.03,1.02,1.30,1.68,2.36,0.55,3.15,-0.77,-0.25
"MAY 2000",3.87,3.1,1.76,3.22,0.90,1.52,1.97,2.49,0.55,3.15,-0.68,0.12
"JUN 2000",4.27,3.4,2.13,3.50,1.28,1.79,2.46,2.77,0.83,3.81,-0.58,0.50
"JUL 2000",4.12,3.4,2.10,3.66,1.14,1.93,2.75,2.76,0.83,3.66,-0.49,0.51
"AGO 2000",3.84,3.4,2.05,3.58,0.89,1.95,2.46,2.76,0.55,3.39,-0.48,0.25
"SEP 2000",3.95,3.7,2.42,3.75,1.53,2.31,2.92,2.75,0.97,3.51,-0.87,0.00
"OCT 2000",3.81,3.6,2.38,4.03,1.40,2.13,3.19,2.75,1.11,3.50,-1.06,0.00
"NOV 2000",3.80,3.6,2.45,4.12,1.53,2.31,2.90,2.88,1.10,3.37,-0.78,1.37
"DIC 2000",3.52,3.5,2.49,4.01,2.16,1.78,2.92,2.74,0.83,3.37,-0.39,1.49
"ENE 2001",3.65,3.1,2.01,2.88,1.27,1.34,4.64,2.46,0.97,3.75,-0.29,1.23
"FEB 2001",3.63,3.0,1.97,2.69,1.77,1.50,4.98,1.50,0.69,3.47,-0.39,0.00
"MAR 2001",3.35,3.2,2.21,3.04,1.77,1.48,5.00,2.17,0.97,2.93,-0.78,0.86
"ABR 2001",3.86,3.6,2.73,3.59,2.15,2.00,5.42,2.99,1.10,3.18,-0.78,1.60
"MAY 2001",4.11,4.0,3.08,3.76,2.79,2.45,5.47,2.84,1.65,3.69,-0.78,1.61
"JUN 2001",3.96,3.7,2.86,3.75,2.40,2.25,5.08,2.83,1.65,3.16,-0.88,1.51
"JUL 2001",3.70,3.4,2.49,2.37,2.26,2.20,5.31,2.28,1.52,2.78,-0.88,1.51
"AGO 2001",3.70,3.3,2.32,2.08,2.27,1.98,5.21,2.02,1.93,2.78,-0.78,1.00
"SEP 2001",3.55,2.9,2.18,2.26,1.88,1.64,5.34,2.01,1.37,2.63,-0.88,0.00
"OCT 2001",3.54,2.9,2.26,2.53,1.64,1.79,5.00,2.27,1.09,2.13,-0.88,0.25
"NOV 2001",3.16,2.6,1.98,2.51,1.26,1.29,4.81,2.27,0.82,2.01,-1.07,-0.37
"DIC 2001",3.15,2.7,2.06,2.51,1.37,1.47,5.15,2.26,1.09,1.50,-1.27,-0.37
"ENE 2002",3.14,3.2,2.61,3.07,2.13,2.42,4.86,2.27,1.52,1.12,-1.46,-0.97
"FEB 2002",3.00,3.0,2.47,3.15,1.87,2.24,4.46,2.55,1.51,1.12,-1.57,0.00
"MAR 2002",3.12,3.0,2.51,3.22,1.99,2.19,4.37,2.52,1.51,1.49,-1.18,-0.73
"ABR 2002",2.97,2.7,2.35,3.72,1.49,2.08,4.22,2.50,1.36,1.73,-1.08,-1.34
"MAY 2002",2.59,2.3,2.06,3.71,1.11,1.56,3.78,2.50,0.81,1.23,-0.88,-0.98
"JUN 2002",2.34,2.2,1.86,3.44,0.86,1.44,3.79,2.36,0.67,1.10,-0.69,-0.74
"JUL 2002",2.46,2.3,2.00,3.46,0.98,1.58,3.74,2.50,1.09,1.47,-0.79,-0.99
"AGO 2002",2.71,2.3,2.15,3.72,1.11,1.80,3.66,2.50,0.95,1.84,-0.88,-0.62
"SEP 2002",2.45,2.2,2.13,3.52,1.11,1.80,3.58,2.89,0.94,1.47,-0.69,-0.74
"OCT 2002",2.57,2.4,2.28,4.04,1.36,1.91,3.44,2.88,1.35,1.96,-0.88,-0.74
"NOV 2002",2.82,2.4,2.27,3.95,1.24,2.12,3.26,2.87,1.49,2.09,-0.39,-0.62
"DIC 2002",2.81,2.4,2.31,4.03,1.23,2.15,3.21,2.99,1.62,2.47,-0.30,-0.37
"ENE 2003",2.68,2.2,2.11,3.76,0.98,1.87,2.70,2.87,1.36,2.59,-0.40,0.37
"FEB 2003",3.04,2.4,2.37,3.85,1.22,2.56,2.90,2.61,1.63,3.07,-0.20,0.12
"MAR 2003",3.02,2.5,2.37,3.73,1.22,2.54,2.75,2.98,1.62,3.05,-0.10,0.86
"ABR 2003",2.53,2.1,2.06,3.16,0.98,1.96,2.20,2.96,1.48,2.18,-0.10,0.99
"MAY 2003",2.28,1.9,1.82,2.74,0.61,1.76,2.24,2.82,1.21,2.06,-0.20,0.62
"JUN 2003",2.40,1.9,1.98,2.81,0.98,2.01,2.13,2.82,1.07,2.06,-0.40,0.25
"JUL 2003",2.40,2.0,1.93,2.92,0.97,1.97,2.13,2.82,1.21,2.06,-0.20,0.50
"AGO 2003",2.28,2.1,2.02,3.08,1.10,2.00,2.19,2.83,1.34,2.17,-0.30,0.75
"SEP 2003",2.39,2.2,2.13,2.99,1.10,2.25,2.04,2.94,1.47,2.29,-0.20,1.12
"OCT 2003",2.15,2.1,2.03,2.70,1.10,2.29,1.92,2.80,1.47,2.05,0.00,1.85
"NOV 2003",2.02,2.2,2.16,2.86,1.23,2.45,2.04,2.79,1.34,1.81,-0.50,2.97
"DIC 2003",1.90,2.1,1.98,2.69,1.09,2.40,1.58,2.53,1.33,1.81,-0.40,3.21
"ENE 2004",1.90,2.0,1.82,2.27,1.21,2.21,1.49,2.15,1.47,1.92,-0.30,3.17
"FEB 2004",1.65,1.8,1.63,2.19,0.84,1.88,1.36,2.42,1.33,1.67,0.00,2.06
"MAR 2004",1.76,1.8,1.70,2.18,1.08,1.92,1.26,2.26,1.06,1.66,-0.10,3.04
"ABR 2004",2.00,2.1,2.07,2.75,1.69,2.36,1.51,2.37,1.19,2.25,-0.40,3.78
"MAY 2004",2.59,2.6,2.45,3.40,2.18,2.83,1.74,2.37,1.46,2.97,-0.49,4.29
"JUN 2004",2.58,2.5,2.37,3.49,1.93,2.67,1.48,2.37,1.59,3.33,0.00,4.84
"JUL 2004",2.46,2.5,2.30,3.34,1.93,2.59,1.23,2.24,1.46,3.08,-0.10,5.24
"AGO 2004",2.46,2.5,2.36,3.31,2.17,2.58,1.15,2.37,1.32,2.60,-0.20,5.21
"SEP 2004",2.33,2.3,2.12,3.23,1.81,2.23,1.17,2.11,1.05,2.59,0.00,5.15
"OCT 2004",2.80,2.5,2.36,3.62,2.17,2.29,1.51,2.10,1.18,3.18,0.50,4.13
"NOV 2004",2.80,2.3,2.24,3.53,2.06,2.24,1.48,1.97,1.45,3.55,0.80,2.76
"DIC 2004",2.80,2.5,2.31,3.28,2.16,2.25,1.27,2.34,1.57,3.31,0.20,2.27
"ENE 2005",2.44,2.1,1.92,3.13,1.56,1.65,1.26,1.99,1.58,3.06,0.20,1.77
"FEB 2005",2.55,2.2,2.06,3.30,1.79,1.87,1.46,2.11,1.58,3.04,-0.10,3.91
"MAR 2005",2.54,2.2,2.17,3.43,1.79,2.11,1.52,2.21,1.84,3.14,0.00,2.60
"ABR 2005",2.76,2.2,2.07,3.47,1.55,2.01,1.29,2.07,1.83,3.48,0.10,1.76
"MAY 2005",2.29,2.1,1.98,3.05,1.66,1.67,1.04,2.31,1.96,2.88,0.10,1.65
"JUN 2005",2.17,2.2,2.04,3.20,1.78,1.76,1.44,2.19,1.96,2.53,-0.50,1.66
"JUL 2005",2.52,2.3,2.14,3.30,1.89,1.79,1.46,2.20,2.36,3.11,-0.30,1.78
"AGO 2005",2.63,2.4,2.18,3.30,1.77,1.96,1.66,2.20,2.35,3.68,-0.30,1.30
"SEP 2005",3.19,2.6,2.59,3.77,2.61,2.31,1.65,2.19,2.48,4.71,-0.30,0.82
"OCT 2005",2.95,2.5,2.45,3.49,2.48,2.03,1.52,2.54,2.34,4.46,-0.79,1.28
"NOV 2005",2.61,2.4,2.30,3.40,2.25,1.76,1.62,2.42,2.21,3.42,-0.99,1.29
"DIC 2005",2.50,2.3,2.26,3.72,2.23,1.75,2.00,2.05,1.94,3.44,-0.40,1.64
"ENE 2006",2.95,2.4,2.43,4.24,2.24,2.25,1.74,2.19,1.95,3.89,-0.10,2.32
"FEB 2006",2.71,2.4,2.35,4.06,2.12,1.96,1.47,2.19,2.07,3.52,-0.10,0.91
"MAR 2006",2.47,2.2,2.18,3.89,1.87,1.70,1.40,2.17,1.81,3.39,-0.20,0.92
"ABR 2006",2.69,2.5,2.43,3.90,2.22,1.98,1.76,2.39,2.06,3.59,-0.10,1.50
"MAY 2006",3.14,2.5,2.48,4.12,2.10,2.35,1.80,2.26,2.30,4.15,0.10,1.62
"JUN 2006",3.25,2.6,2.46,3.96,2.10,2.22,1.79,2.38,2.56,4.26,0.50,1.86
"JUL 2006",3.24,2.5,2.45,4.03,2.09,2.20,1.77,2.39,2.30,4.13,0.30,1.52
"AGO 2006",3.12,2.4,2.29,3.77,1.85,2.11,1.87,2.27,2.55,3.77,0.90,1.75
"SEP 2006",2.10,2.0,1.76,2.94,1.04,1.46,1.52,2.50,2.42,1.97,0.60,1.50
"OCT 2006",1.65,1.8,1.60,2.57,1.04,1.23,1.36,1.89,2.41,1.20,0.40,1.15
"NOV 2006",1.99,2.1,1.86,2.65,1.51,1.58,1.60,2.01,2.67,1.99,0.30,1.85
"DIC 2006",2.33,2.2,1.90,2.72,1.38,1.69,1.72,2.13,3.04,2.44,0.30,2.76
"ENE 2007",2.10,2.1,1.85,2.44,1.73,1.38,1.22,1.90,2.68,2.09,0.00,2.16
"FEB 2007",2.20,2.2,1.84,2.45,1.84,1.20,1.37,2.15,2.79,2.41,-0.20,2.71
"MAR 2007",2.52,2.3,1.94,2.51,1.95,1.23,1.86,2.00,3.17,2.84,-0.10,3.42
"ABR 2007",2.40,2.2,1.91,2.49,2.06,1.33,1.95,1.75,2.77,2.60,0.00,3.07
"MAY 2007",2.39,2.1,1.87,2.41,1.94,1.15,2.03,1.86,2.38,2.69,0.00,3.42
"JUN 2007",2.39,2.2,1.89,2.45,1.94,1.30,1.84,1.98,2.37,2.69,-0.20,4.35
"JUL 2007",2.06,2.0,1.77,2.29,2.05,1.17,1.42,1.63,1.88,2.36,0.00,5.63
"AGO 2007",1.84,1.9,1.75,2.23,1.93,1.26,1.07,1.64,1.74,2.03,-0.20,6.52
"SEP 2007",2.38,2.3,2.12,2.74,2.63,1.62,1.28,1.74,1.74,2.80,-0.20,6.38
"OCT 2007",2.93,2.7,2.54,3.65,2.63,2.14,1.60,2.32,2.11,3.57,0.30,6.60
"NOV 2007",3.47,3.1,3.05,4.14,3.31,2.63,1.79,2.55,2.10,4.33,0.60,6.92
"DIC 2007",3.46,3.2,3.06,4.29,3.06,2.80,1.58,2.77,2.09,4.11,0.70,6.60
"ENE 2008",3.57,3.4,3.20,4.37,2.95,3.19,1.80,3.15,2.23,4.31,0.70,7.11
"FEB 2008",3.56,3.5,3.26,4.44,3.05,3.19,2.00,3.03,2.47,4.07,1.00,8.80
"MAR 2008",3.64,3.7,3.60,4.59,3.27,3.54,1.90,3.58,2.46,3.93,1.20,8.27
"ABR 2008",3.51,3.6,3.27,4.25,2.58,3.37,1.70,3.44,2.94,3.90,0.80,8.50
"MAY 2008",3.82,4.0,3.67,4.67,3.14,3.70,2.08,3.77,3.42,4.09,1.29,7.82
"JUN 2008",4.45,4.2,3.95,5.06,3.36,3.98,2.31,3.99,3.90,5.03,1.99,7.13
"JUL 2008",4.88,4.4,4.06,5.32,3.45,4.04,2.97,4.01,4.42,5.65,2.29,6.30
"AGO 2008",4.77,4.3,3.84,4.95,3.24,3.53,2.98,4.25,4.77,5.35,2.08,4.94
"SEP 2008",4.55,4.2,3.64,4.59,3.01,3.35,2.79,3.88,5.13,4.92,2.08,4.60
"OCT 2008",3.79,3.7,3.17,3.59,2.56,3.01,2.47,3.62,4.37,3.65,1.68,4.06
"NOV 2008",2.31,2.8,2.13,2.41,1.44,1.88,1.89,2.82,4.00,1.04,0.99,2.55
"DIC 2008",1.46,2.2,1.59,1.46,1.10,1.19,1.65,2.36,3.01,0.10,0.39,1.26
"ENE 2009",1.25,1.7,1.11,0.81,0.99,0.76,1.73,1.36,3.03,0.00,0.00,1.04
"FEB 2009",1.35,1.8,1.18,0.69,0.99,0.97,1.86,1.59,3.13,0.21,-0.10,-1.52
"MAR 2009",0.83,1.4,0.57,-0.05,0.33,0.36,1.84,1.11,2.88,-0.41,-0.30,-1.12
"ABR 2009",0.72,1.3,0.61,-0.15,0.66,0.14,1.83,1.22,2.38,-0.71,-0.10,-1.42
"MAY 2009",0.10,0.8,0.03,-0.88,-0.11,-0.29,1.53,0.77,2.13,-1.21,-1.08,-1.33
"JUN 2009",-0.10,0.6,-0.14,-0.95,0.00,-0.57,1.37,0.55,1.76,-1.40,-1.75,-1.64
"JUL 2009",-0.61,0.2,-0.65,-1.32,-0.75,-0.80,-0.13,-0.11,1.88,-2.08,-2.24,-1.74
"AGO 2009",-0.30,0.6,-0.16,-0.73,0.00,-0.18,-0.07,0.11,1.52,-1.49,-2.23,-1.13
"SEP 2009",-0.30,0.3,-0.33,-0.93,-0.43,-0.38,-0.02,0.33,1.16,-1.30,-2.23,-0.72
"OCT 2009",0.20,0.5,-0.12,-0.57,-0.11,-0.22,0.41,0.33,1.51,-0.20,-2.52,-0.62
"NOV 2009",1.23,1.0,0.48,0.41,0.33,0.45,0.66,0.88,1.98,1.85,-1.86,0.52
"DIC 2009",1.96,1.5,0.93,0.89,0.98,1.02,0.72,1.10,2.92,2.70,-1.67,1.66
"ENE 2010",2.16,1.7,0.95,0.69,0.66,1.22,0.39,1.34,3.42,2.69,-0.99,1.33
"FEB 2010",1.95,1.5,0.86,0.44,0.54,1.41,0.35,1.00,3.04,2.16,-0.79,2.57
"MAR 2010",2.15,2.0,1.58,2.68,1.31,1.75,0.65,1.43,3.38,2.36,-0.79,2.16
"ABR 2010",2.15,2.1,1.63,2.38,0.98,1.89,0.65,1.75,3.72,2.25,-0.79,2.58
"MAY 2010",2.04,2.1,1.70,2.46,1.31,1.89,0.44,1.53,3.47,2.04,-0.69,2.80
"JUN 2010",1.42,1.9,1.49,2.07,0.87,1.74,0.23,1.42,3.23,1.11,-0.69,2.71
"JUL 2010",1.63,2.1,1.73,1.77,1.19,1.91,1.26,1.77,3.00,1.21,-1.00,3.12
"AGO 2010",1.62,2.0,1.58,1.58,0.97,1.61,1.20,1.65,3.22,1.11,-1.09,3.21
