"","IE_2_3.1","IE_2_3.2","IE_2_3.3","IE_2_3.4","IE_2_3.5","IE_2_3.6","IE_2_3.7","IE_2_3.8","IE_2_3.9","IE_2_3.10","IE_2_3.11","IE_2_3.12"
"ABR 1963","_","_","_","_","_","_","_","_","_",1.45,6.41,"_"
"MAY 1963","_","_","_","_","_","_","_","_","_",1.45,6.70,"_"
"JUN 1963","_","_","_","_","_","_","_","_","_",1.45,7.90,"_"
"JUL 1963","_","_","_","_","_","_","_","_","_",1.44,6.15,"_"
"AGO 1963","_","_","_","_","_","_","_","_","_",1.44,5.77,"_"
"SEP 1963","_","_","_","_","_","_","_","_","_",1.44,8.27,"_"
"OCT 1963","_","_","_","_","_","_","_","_","_",1.44,7.09,"_"
"NOV 1963","_","_","_","_","_","_","_","_","_",1.44,6.98,"_"
"DIC 1963","_","_","_","_","_","_","_","_","_",2.16,5.34,"_"
"ENE 1964","_","_","_","_","_","_","_","_","_",2.16,3.72,"_"
"FEB 1964","_","_","_","_","_","_","_","_","_",2.16,3.17,"_"
"MAR 1964","_","_","_","_","_","_","_","_","_",1.43,3.16,"_"
"ABR 1964","_","_","_","_","_","_","_","_","_",1.43,3.94,"_"
"MAY 1964","_","_","_","_","_","_","_","_","_",1.43,3.56,"_"
"JUN 1964","_","_","_","_","_","_","_","_","_",1.43,2.53,"_"
"JUL 1964","_","_","_","_","_","_","_","_","_",1.42,2.63,"_"
"AGO 1964","_","_","_","_","_","_","_","_","_",0.71,4.09,"_"
"SEP 1964","_","_","_","_","_","_","_","_","_",1.42,3.41,"_"
"OCT 1964","_","_","_","_","_","_","_","_","_",1.42,5.58,"_"
"NOV 1964","_","_","_","_","_","_","_","_","_",1.42,5.13,"_"
"DIC 1964","_","_","_","_","_","_","_","_","_",0.70,4.68,"_"
"ENE 1965","_","_","_","_","_","_","_","_","_",0.70,6.88,"_"
"FEB 1965","_","_","_","_","_","_","_","_","_",0.70,6.75,"_"
"MAR 1965","_","_","_","_","_","_","_","_","_",1.41,6.94,"_"
"ABR 1965","_","_","_","_","_","_","_","_","_",1.41,7.92,"_"
"MAY 1965","_","_","_","_","_","_","_","_","_",1.41,6.83,"_"
"JUN 1965","_","_","_","_","_","_","_","_","_",2.11,6.84,"_"
"JUL 1965","_","_","_","_","_","_","_","_","_",1.40,6.92,"_"
"AGO 1965","_","_","_","_","_","_","_","_","_",2.11,6.30,"_"
"SEP 1965","_","_","_","_","_","_","_","_","_",1.40,6.39,"_"
"OCT 1965","_","_","_","_","_","_","_","_","_",1.40,5.86,"_"
"NOV 1965","_","_","_","_","_","_","_","_","_",1.40,5.75,"_"
"DIC 1965","_","_","_","_","_","_","_","_","_",2.10,6.49,"_"
"ENE 1966","_","_","_","_","_","_","_","_","_",2.10,5.22,"_"
"FEB 1966","_","_","_","_","_","_","_","_","_",2.80,6.24,"_"
"MAR 1966","_","_","_","_","_","_","_","_","_",2.08,6.01,"_"
"ABR 1966","_","_","_","_","_","_","_","_","_",2.78,4.97,"_"
"MAY 1966","_","_","_","_","_","_","_","_","_",2.78,4.92,"_"
"JUN 1966","_","_","_","_","_","_","_","_","_",2.76,5.33,"_"
"JUL 1966","_","_","_","_","_","_","_","_","_",2.76,6.12,"_"
"AGO 1966","_","_","_","_","_","_","_","_","_",3.45,4.81,"_"
"SEP 1966","_","_","_","_","_","_","_","_","_",3.45,4.55,"_"
"OCT 1966","_","_","_","_","_","_","_","_","_",4.14,3.91,"_"
"NOV 1966","_","_","_","_","_","_","_","_","_",4.14,4.15,"_"
"DIC 1966","_","_","_","_","_","_","_","_","_",3.42,4.39,"_"
"ENE 1967","_","_","_","_","_","_","_","_","_",3.42,4.54,"_"
"FEB 1967","_","_","_","_","_","_","_","_","_",2.72,4.24,"_"
"MAR 1967","_","_","_","_","_","_","_","_","_",2.72,4.03,"_"
"ABR 1967","_","_","_","_","_","_","_","_","_",2.70,3.16,"_"
"MAY 1967","_","_","_","_","_","_","_","_","_",2.70,3.14,"_"
"JUN 1967","_","_","_","_","_","_","_","_","_",2.68,2.38,"_"
"JUL 1967","_","_","_","_","_","_","_","_","_",2.68,2.00,"_"
"AGO 1967","_","_","_","_","_","_","_","_","_",2.67,3.64,"_"
"SEP 1967","_","_","_","_","_","_","_","_","_",2.67,4.09,"_"
"OCT 1967","_","_","_","_","_","_","_","_","_",2.65,5.18,"_"
"NOV 1967","_","_","_","_","_","_","_","_","_",2.65,5.86,"_"
"DIC 1967","_","_","_","_","_","_","_","_","_",2.65,5.62,"_"
"ENE 1968","_","_","_","_","_","_","_","_","_",3.31,5.30,"_"
"FEB 1968","_","_","_","_","_","_","_","_","_",3.97,5.27,"_"
"MAR 1968","_","_","_","_","_","_","_","_","_",3.97,5.26,"_"
"ABR 1968","_","_","_","_","_","_","_","_","_",3.95,5.21,"_"
"MAY 1968","_","_","_","_","_","_","_","_","_",3.95,5.91,"_"
"JUN 1968","_","_","_","_","_","_","_","_","_",3.92,5.57,"_"
"JUL 1968","_","_","_","_","_","_","_","_","_",4.58,5.69,"_"
"AGO 1968","_","_","_","_","_","_","_","_","_",4.55,5.71,"_"
"SEP 1968","_","_","_","_","_","_","_","_","_",4.55,6.45,"_"
"OCT 1968","_","_","_","_","_","_","_","_","_",4.52,4.71,"_"
"NOV 1968","_","_","_","_","_","_","_","_","_",4.52,5.11,"_"
"DIC 1968","_","_","_","_","_","_","_","_","_",5.16,3.91,"_"
"ENE 1969","_","_","_","_","_","_","_","_","_",4.49,3.46,"_"
"FEB 1969","_","_","_","_","_","_","_","_","_",4.46,2.99,"_"
"MAR 1969","_","_","_","_","_","_","_","_","_",5.73,3.85,"_"
"ABR 1969","_","_","_","_","_","_","_","_","_",5.06,4.64,"_"
"MAY 1969","_","_","_","_","_","_","_","_","_",5.70,4.75,"_"
"JUN 1969","_","_","_","_","_","_","_","_","_",5.66,5.84,"_"
"JUL 1969","_","_","_","_","_","_","_","_","_",5.62,7.13,"_"
"AGO 1969","_","_","_","_","_","_","_","_","_",5.59,7.17,"_"
"SEP 1969","_","_","_","_","_","_","_","_","_",5.59,5.55,"_"
"OCT 1969","_","_","_","_","_","_","_","_","_",5.56,5.99,"_"
"NOV 1969","_","_","_","_","_","_","_","_","_",6.17,5.26,"_"
"DIC 1969","_","_","_","_","_","_","_","_","_",6.13,6.44,"_"
"ENE 1970","_","_","_","_","_","_","_","_","_",6.13,7.73,"_"
"FEB 1970","_","_","_","_","_","_","_","_","_",6.10,8.07,"_"
"MAR 1970","_","_","_","_","_","_","_","_","_",5.42,7.99,"_"
"ABR 1970","_","_","_","_","_","_","_","_","_",6.63,7.91,"_"
"MAY 1970","_","_","_","_","_","_","_","_","_",5.99,7.47,"_"
"JUN 1970","_","_","_","_","_","_","_","_","_",5.95,7.30,"_"
"JUL 1970","_","_","_","_","_","_","_","_","_",5.92,6.00,"_"
"AGO 1970","_","_","_","_","_","_","_","_","_",5.29,4.72,"_"
"SEP 1970","_","_","_","_","_","_","_","_","_",5.88,5.55,"_"
"OCT 1970","_","_","_","_","_","_","_","_","_",5.85,6.64,"_"
"NOV 1970","_","_","_","_","_","_","_","_","_",5.81,7.09,"_"
"DIC 1970","_","_","_","_","_","_","_","_","_",5.78,7.32,"_"
"ENE 1971",6.25,"_","_","_","_","_","_","_","_",5.78,6.58,"_"
"FEB 1971",4.94,"_","_","_","_","_","_","_","_",5.17,6.25,"_"
"MAR 1971",6.17,"_","_","_","_","_","_","_","_",4.57,5.26,"_"
"ABR 1971",4.88,"_","_","_","_","_","_","_","_",3.95,5.83,"_"
"MAY 1971",6.10,"_","_","_","_","_","_","_","_",4.52,6.46,"_"
"JUN 1971",6.10,"_","_","_","_","_","_","_","_",4.49,7.08,"_"
"JUL 1971",4.82,"_","_","_","_","_","_","_","_",4.47,6.77,"_"
"AGO 1971",6.02,"_","_","_","_","_","_","_","_",4.47,7.10,"_"
"SEP 1971",6.02,"_","_","_","_","_","_","_","_",3.89,7.90,"_"
"OCT 1971",5.95,"_","_","_","_","_","_","_","_",3.87,6.59,"_"
"NOV 1971",5.95,"_","_","_","_","_","_","_","_",3.30,5.69,"_"
"DIC 1971",4.71,"_","_","_","_","_","_","_","_",2.73,4.75,"_"
"ENE 1972",4.71,"_","_","_","_","_","_","_","_",2.73,4.12,"_"
"FEB 1972",5.88,"_","_","_","_","_","_","_","_",3.28,4.41,"_"
"MAR 1972",4.65,"_","_","_","_","_","_","_","_",3.83,5.29,"_"
"ABR 1972",5.81,"_","_","_","_","_","_","_","_",3.26,5.22,"_"
"MAY 1972",4.60,"_","_","_","_","_","_","_","_",3.24,4.91,"_"
"JUN 1972",4.60,"_","_","_","_","_","_","_","_",2.69,4.60,"_"
"JUL 1972",5.75,"_","_","_","_","_","_","_","_",2.67,4.90,"_"
"AGO 1972",4.55,"_","_","_","_","_","_","_","_",3.21,5.76,"_"
"SEP 1972",5.68,"_","_","_","_","_","_","_","_",3.21,3.94,"_"
"OCT 1972",4.49,"_","_","_","_","_","_","_","_",3.19,4.21,"_"
"NOV 1972",5.62,"_","_","_","_","_","_","_","_",3.19,5.10,"_"
"DIC 1972",5.62,"_","_","_","_","_","_","_","_",3.72,5.67,"_"
"ENE 1973",6.74,"_","_","_","_","_","_","_","_",3.72,6.50,"_"
"FEB 1973",5.56,"_","_","_","_","_","_","_","_",4.23,7.04,"_"
"MAR 1973",6.67,"_","_","_","_","_","_","_","_",4.74,8.66,"_"
"ABR 1973",6.59,"_","_","_","_","_","_","_","_",5.26,9.09,"_"
"MAY 1973",7.69,"_","_","_","_","_","_","_","_",5.24,11.02,"_"
"JUN 1973",8.79,"_","_","_","_","_","_","_","_",6.28,10.99,"_"
"JUL 1973",7.61,"_","_","_","_","_","_","_","_",5.73,11.81,"_"
"AGO 1973",8.70,"_","_","_","_","_","_","_","_",7.25,11.72,"_"
"SEP 1973",8.60,"_","_","_","_","_","_","_","_",7.25,14.36,"_"
"OCT 1973",9.68,"_","_","_","_","_","_","_","_",7.73,14.29,"_"
"NOV 1973",9.57,"_","_","_","_","_","_","_","_",8.25,15.09,"_"
"DIC 1973",10.64,"_","_","_","_","_","_","_","_",8.72,18.23,"_"
"ENE 1974",11.58,"_","_","_","_","_","_","_","_",9.74,22.02,"_"
"FEB 1974",13.68,"_","_","_","_","_","_","_","_",9.64,25.00,"_"
"MAR 1974",13.54,"_","_","_","_","_","_","_","_",10.05,22.62,"_"
"ABR 1974",13.40,"_","_","_","_","_","_","_","_",10.00,23.74,"_"
"MAY 1974",13.27,"_","_","_","_","_","_","_","_",10.95,22.08,"_"
"JUN 1974",13.13,"_","_","_","_","_","_","_","_",10.84,22.28,"_"
"JUL 1974",15.15,"_","_","_","_","_","_","_","_",11.82,23.83,"_"
"AGO 1974",15.00,"_","_","_","_","_","_","_","_",10.63,24.15,"_"
"SEP 1974",14.85,"_","_","_","_","_","_","_","_",12.08,22.27,"_"
"OCT 1974",15.69,"_","_","_","_","_","_","_","_",11.96,24.53,"_"
"NOV 1974",15.53,"_","_","_","_","_","_","_","_",12.38,24.59,"_"
"DIC 1974",15.38,"_","_","_","_","_","_","_","_",12.26,21.09,"_"
"ENE 1975",14.15,"_","_","_","_","_","_","_","_",11.68,17.39,"_"
"FEB 1975",12.96,"_","_","_","_","_","_","_","_",11.57,13.89,"_"
"MAR 1975",12.84,"_","_","_","_","_","_","_","_",10.50,14.47,"_"
"ABR 1975",12.73,"_","_","_","_","_","_","_","_",10.45,13.27,"_"
"MAY 1975",12.61,"_","_","_","_","_","_","_","_",9.42,13.41,"_"
"JUN 1975",12.50,"_","_","_","_","_","_","_","_",9.33,12.96,"_"
"JUL 1975",11.40,"_","_","_","_","_","_","_","_",9.69,11.11,"_"
"AGO 1975",11.30,"_","_","_","_","_","_","_","_",8.73,9.63,"_"
"SEP 1975",11.21,"_","_","_","_","_","_","_","_",7.76,10.47,"_"
"OCT 1975",10.17,"_","_","_","_","_","_","_","_",7.69,9.66,"_"
"NOV 1975",10.08,"_","_","_","_","_","_","_","_",7.63,8.46,"_"
"DIC 1975",10.00,"_","_","_","_","_","_","_","_",7.14,8.05,"_"
"ENE 1976",9.92,"_","_","_","_","_","_","_","_",6.69,8.70,"_"
"FEB 1976",9.84,"_","_","_","_","_","_","_","_",6.22,9.43,"_"
"MAR 1976",9.76,"_","_","_","_","_","_","_","_",5.79,8.61,"_"
"ABR 1976",9.68,"_","_","_","_","_","_","_","_",5.76,9.37,"_"
"MAY 1976",9.60,"_","_","_","_","_","_","_","_",6.15,9.32,"_"
"JUN 1976",9.52,"_","_","_","_","_","_","_","_",5.69,9.50,"_"
"JUL 1976",8.66,"_","_","_","_","_","_","_","_",5.22,9.82,"_"
"AGO 1976",8.59,"_","_","_","_","_","_","_","_",5.62,9.50,"_"
"SEP 1976",9.30,"_","_","_","_","_","_","_","_",5.60,9.82,"_"
"OCT 1976",9.23,"_","_","_","_","_","_","_","_",5.56,8.81,"_"
"NOV 1976",9.16,"_","_","_","_","_","_","_","_",4.72,9.19,"_"
"DIC 1976",9.09,"_","_","_","_","_","_","_","_",4.71,10.57,"_"
"ENE 1977",9.77,"_","_","_","_","_","_","_","_",5.10,9.54,"_"
"FEB 1977",9.70,"_","_","_","_","_","_","_","_",5.86,9.12,"_"
"MAR 1977",9.63,"_","_","_","_","_","_","_","_",6.64,9.61,"_"
"ABR 1977",10.29,"_","_","_","_","_","_","_","_",7.00,8.90,"_"
"MAY 1977",10.22,"_","_","_","_","_","_","_","_",6.95,9.34,"_"
"JUN 1977",10.14,"_","_","_","_","_","_","_","_",6.92,8.67,"_"
"JUL 1977",10.87,"_","_","_","_","_","_","_","_",6.87,7.64,"_"
"AGO 1977",10.79,"_","_","_","_","_","_","_","_",6.84,8.51,"_"
"SEP 1977",9.93,"_","_","_","_","_","_","_","_",6.82,7.67,"_"
"OCT 1977",9.86,"_","_","_","_","_","_","_","_",6.02,7.62,"_"
"NOV 1977",9.79,"_","_","_","_","_","_","_","_",6.77,6.51,"_"
"DIC 1977",9.72,"_","_","_","_","_","_","_","_",6.74,4.86,"_"
"ENE 1978",8.90,"_","_","_","_","_","_","_","_",7.09,4.51,"_"
"FEB 1978",8.84,"_","_","_","_","_","_","_","_",6.27,4.64,"_"
"MAR 1978",9.46,"_","_","_","_","_","_","_","_",6.59,4.92,"_"
"ABR 1978",8.67,"_","_","_","_","_","_","_","_",6.55,4.24,"_"
"MAY 1978",9.27,"_","_","_","_","_","_","_","_",6.86,3.90,"_"
"JUN 1978",9.21,"_","_","_","_","_","_","_","_",7.55,3.92,"_"
"JUL 1978",9.15,"_","_","_","_","_","_","_","_",7.50,4.53,"_"
"AGO 1978",9.09,"_","_","_","_","_","_","_","_",7.83,4.68,"_"
"SEP 1978",9.03,"_","_","_","_","_","_","_","_",8.16,4.01,"_"
"OCT 1978",9.62,"_","_","_","_","_","_","_","_",9.22,3.69,"_"
"NOV 1978",9.55,"_","_","_","_","_","_","_","_",8.80,3.73,"_"
"DIC 1978",8.86,"_","_","_","_","_","_","_","_",8.77,3.89,"_"
"ENE 1979",9.43,"_","_","_","_","_","_","_","_",9.06,3.57,"_"
"FEB 1979",10.00,"_","_","_","_","_","_","_","_",10.07,2.66,"_"
"MAR 1979",9.88,"_","_","_","_","_","_","_","_",9.97,2.64,"_"
"ABR 1979",10.43,"_","_","_","_","_","_","_","_",10.58,2.90,"_"
"MAY 1979",10.30,"_","_","_","_","_","_","_","_",10.81,3.17,"_"
"JUN 1979",10.84,"_","_","_","_","_","_","_","_",11.04,3.77,"_"
"JUL 1979",11.38,"_","_","_","_","_","_","_","_",11.30,4.34,"_"
"AGO 1979",11.90,"_","_","_","_","_","_","_","_",11.55,3.03,"_"
"SEP 1979",12.43,"_","_","_","_","_","_","_","_",12.13,3.28,"_"
"OCT 1979",12.28,"_","_","_","_","_","_","_","_",12.01,4.27,"_"
"NOV 1979",12.79,"_","_","_","_","_","_","_","_",12.62,4.89,"_"
"DIC 1979",13.95,"_","_","_","_","_","_","_","_",13.55,5.76,"_"
"ENE 1980",14.94,"_","_","_","_","_","_","_","_",14.06,6.61,"_"
"FEB 1980",15.34,"_","_","_","_","_","_","_","_",14.20,7.78,"_"
"MAR 1980",15.17,"_","_","_","_","_","_","_","_",14.69,7.43,"_"
"ABR 1980",15.56,"_","_","_","_","_","_","_","_",14.51,8.04,"_"
"MAY 1980",15.38,"_","_","_","_","_","_","_","_",14.33,7.97,"_"
"JUN 1980",15.22,"_","_","_","_","_","_","_","_",14.16,8.24,"_"
"JUL 1980",14.52,"_","_","_","_","_","_","_","_",13.13,7.48,"_"
"AGO 1980",14.36,"_","_","_","_","_","_","_","_",13.02,8.25,"_"
"SEP 1980",14.21,"_","_","_","_","_","_","_","_",12.57,8.70,"_"
"OCT 1980",14.06,"_","_","_","_","_","_","_","_",12.75,7.64,"_"
"NOV 1980",13.92,"_","_","_","_","_","_","_","_",12.64,8.36,"_"
"DIC 1980",13.78,"_","_","_","_","_","_","_","_",12.50,7.21,"_"
"ENE 1981",13.00,"_","_","_","_","_","_","_","_",11.76,7.28,"_"
"FEB 1981",12.32,"_","_","_","_","_","_","_","_",11.33,6.28,"_"
"MAR 1981",12.20,"_","_","_","_","_","_","_","_",10.63,6.12,"_"
"ABR 1981",12.02,"_","_","_","_","_","_","_","_",10.24,4.96,"_"
"MAY 1981",11.90,"_","_","_","_","_","_","_","_",9.87,5.05,"_"
"JUN 1981",11.79,"_","_","_","_","_","_","_","_",9.50,4.90,"_"
"JUL 1981",12.21,"_","_","_","_","_","_","_","_",10.82,4.38,"_"
"AGO 1981",11.63,"_","_","_","_","_","_","_","_",10.73,4.13,"_"
"SEP 1981",11.98,"_","_","_","_","_","_","_","_",10.91,4.07,"_"
"OCT 1981",11.87,"_","_","_","_","_","_","_","_",10.03,4.06,"_"
"NOV 1981",11.76,"_","_","_","_","_","_","_","_",9.69,3.79,"_"
"DIC 1981",11.21,"_","_","_","_","_","_","_","_",8.84,4.19,"_"
"ENE 1982",10.62,"_","_","_","_","_","_","_","_",8.27,3.14,"_"
"FEB 1982",10.53,"_","_","_","_","_","_","_","_",7.69,3.27,"_"
"MAR 1982",10.00,"_","_","_","_","_","_","_","_",6.65,2.88,"_"
"ABR 1982",9.87,"_","_","_","_","_","_","_","_",6.36,2.99,"_"
"MAY 1982",10.21,"_","_","_","_","_","_","_","_",6.55,2.47,"_"
"JUN 1982",10.13,"_","_","_","_","_","_","_","_",7.23,2.21,"_"
"JUL 1982",10.04,"_","_","_","_","_","_","_","_",6.43,1.98,"_"
"AGO 1982",10.83,"_","_","_","_","_","_","_","_",5.91,3.23,"_"
"SEP 1982",10.29,"_","_","_","_","_","_","_","_",5.15,3.05,"_"
"OCT 1982",10.61,"_","_","_","_","_","_","_","_",5.14,3.17,"_"
"NOV 1982",10.12,"_","_","_","_","_","_","_","_",4.42,2.19,"_"
"DIC 1982",10.89,"_","_","_","_","_","_","_","_",3.94,2.07,"_"
"ENE 1983",10.80,"_","_","_","_","_","_","_","_",3.94,2.19,"_"
"FEB 1983",10.71,"_","_","_","_","_","_","_","_",3.46,1.83,"_"
"MAR 1983",11.07,"_","_","_","_","_","_","_","_",3.70,2.44,"_"
"ABR 1983",10.94,"_","_","_","_","_","_","_","_",3.91,1.93,"_"
"MAY 1983",10.42,"_","_","_","_","_","_","_","_",3.64,2.65,"_"
"JUN 1983",9.96,"_","_","_","_","_","_","_","_",2.47,2.05,"_"
"JUL 1983",9.89,"_","_","_","_","_","_","_","_",2.46,2.18,"_"
"AGO 1983",9.40,"_","_","_","_","_","_","_","_",2.68,1.32,"_"
"SEP 1983",9.33,"_","_","_","_","_","_","_","_",2.90,0.95,"_"
"OCT 1983",9.23,"_","_","_","_","_","_","_","_",2.89,1.42,"_"
"NOV 1983",9.56,"_","_","_","_","_","_","_","_",3.34,1.91,"_"
"DIC 1983",9.09,"_","_","_","_","_","_","_","_",3.79,1.67,"_"
"ENE 1984",9.39,"_","_","_","_","_","_","_","_",4.01,1.91,"_"
"FEB 1984",9.32,"_","_","_","_","_","_","_","_",4.68,2.87,"_"
"MAR 1984",9.25,"_","_","_","_","_","_","_","_",4.90,2.50,"_"
"ABR 1984",8.80,"_","_","_","_","_","_","_","_",4.65,2.37,"_"
"MAY 1984",8.74,"_","_","_","_","_","_","_","_",4.18,1.99,"_"
"JUN 1984",9.06,"_","_","_","_","_","_","_","_",4.39,1.89,"_"
"JUL 1984",8.65,"_","_","_","_","_","_","_","_",4.15,2.61,"_"
"AGO 1984",8.59,"_","_","_","_","_","_","_","_",4.13,1.90,"_"
"SEP 1984",8.53,"_","_","_","_","_","_","_","_",4.33,2.35,"_"
"OCT 1984",8.11,"_","_","_","_","_","_","_","_",4.32,2.21,"_"
"NOV 1984",8.05,"_","_","_","_","_","_","_","_",4.09,2.22,"_"
"DIC 1984",7.67,"_","_","_","_","_","_","_","_",3.87,2.70,"_"
"ENE 1985",7.59,"_","_","_","_","_","_","_","_",3.64,2.69,"_"
"FEB 1985",7.54,"_","_","_","_","_","_","_","_",3.40,1.74,"_"
"MAR 1985",7.49,"_","_","_","_","_","_","_","_",3.61,1.86,"_"
"ABR 1985",7.77,"_","_","_","_","_","_","_","_",3.59,2.20,"_"
"MAY 1985",7.72,"_","_","_","_","_","_","_","_",3.80,1.72,"_"
"JUN 1985",7.35,"_","_","_","_","_","_","_","_",3.57,2.43,"_"
"JUL 1985",7.32,"_","_","_","_","_","_","_","_",3.56,2.42,"_"
"AGO 1985",6.96,"_","_","_","_","_","_","_","_",3.34,3.03,"_"
"SEP 1985",6.92,"_","_","_","_","_","_","_","_",3.11,1.61,"_"
"OCT 1985",7.19,"_","_","_","_","_","_","_","_",3.11,1.82,"_"
"NOV 1985",7.14,"_","_","_","_","_","_","_","_",3.52,1.49,"_"
"DIC 1985",7.43,"_","_","_","_","_","_","_","_",3.73,1.49,"_"
"ENE 1986",7.36,"_","_","_","_","_","_","_","_",3.93,1.48,"_"
"FEB 1986",7.01,"_","_","_","_","_","_","_","_",3.09,1.71,"_"
"MAR 1986",6.36,"_","_","_","_","_","_","_","_",2.25,1.37,"_"
"ABR 1986",5.71,"_","_","_","_","_","_","_","_",1.63,1.02,"_"
"MAY 1986",5.67,"_","_","_","_","_","_","_","_",1.42,1.13,"_"
"JUN 1986",6.25,"_","_","_","_","_","_","_","_",1.83,0.56,"_"
"JUL 1986",6.23,"_","_","_","_","_","_","_","_",1.62,0.11,"_"
"AGO 1986",6.51,"_","_","_","_","_","_","_","_",1.62,0.11,"_"
"SEP 1986",6.76,"_","_","_","_","_","_","_","_",1.61,0.45,"_"
"OCT 1986",6.41,"_","_","_","_","_","_","_","_",1.61,-0.34,"_"
"NOV 1986",6.38,"_","_","_","_","_","_","_","_",1.20,0.00,"_"
"DIC 1986",6.63,"_","_","_","_","_","_","_","_",1.20,-0.34,"_"
"ENE 1987",6.57,"_","_","_","_","_","_","_","_",1.39,-1.01,"_"
"FEB 1987",6.84,"_","_","_","_","_","_","_","_",2.20,-0.90,"_"
"MAR 1987",7.69,"_","_","_","_","_","_","_","_",3.01,-0.56,"_"
"ABR 1987",8.52,"_","_","_","_","_","_","_","_",3.82,0.11,"_"
"MAY 1987",8.47,"_","_","_","_","_","_","_","_",4.01,0.00,"_"
"JUN 1987",8.40,"_","_","_","_","_","_","_","_",3.78,0.34,"_"
"JUL 1987",8.66,"_","_","_","_","_","_","_","_",3.98,0.11,"_"
"AGO 1987",8.89,"_","_","_","_","_","_","_","_",4.37,0.45,"_"
"SEP 1987",9.09,"_","_","_","_","_","_","_","_",4.36,0.90,"_"
"OCT 1987",9.32,"_","_","_","_","_","_","_","_",4.55,0.79,"_"
"NOV 1987",9.54,"_","_","_","_","_","_","_","_",4.55,0.68,"_"
"DIC 1987",10.27,"_","_","_","_","_","_","_","_",4.34,0.79,"_"
"ENE 1988",10.46,"_","_","_","_","_","_","_","_",4.12,0.91,"_"
"FEB 1988",10.67,"_","_","_","_","_","_","_","_",3.91,0.68,"_"
"MAR 1988",10.58,"_","_","_","_","_","_","_","_",3.89,0.68,"_"
"ABR 1988",10.21,"_","_","_","_","_","_","_","_",3.87,0.34,"_"
"MAY 1988",10.16,"_","_","_","_","_","_","_","_",3.85,0.22,"_"
