"","IE_7_7.1","IE_7_7.2","IE_7_7.3","IE_7_7.4","IE_7_7.5","IE_7_7.6","IE_7_7.7","IE_7_7.8","IE_7_7.9","IE_7_7.10","IE_7_7.11","IE_7_7.12"
"SEP 1999",77140,16768,98527,30848,32760,84321,117579,115457,150464,224900,0,0
"DIC 1999",89066,19811,106535,34271,42282,85105,145948,122443,164950,235704,0,0
"MAR 2000",96761,21293,109681,36870,55919,86444,162942,133643,163720,251315,0,0
"JUN 2000",109043,19336,120656,38118,60718,92427,145481,136821,159472,260598,0,0
"SEP 2000",124168,26375,124222,49231,65518,100117,167746,151647,179421,280104,0,0
"DIC 2000",125748,27198,142844,51594,83918,109764,147521,163138,185245,289826,0,0
"MAR 2001",130943,29657,145774,57329,79333,121441,152351,169664,188143,312815,0,0
"JUN 2001",141698,30736,157944,63666,80528,138765,149409,176146,179485,314156,0,0
"SEP 2001",139062,32574,160565,66485,66921,141475,124215,183744,174456,310185,0,0
"DIC 2001",142688,31223,164360,72097,74596,158052,144151,188925,174601,317578,0,0
"MAR 2002",143295,30730,163856,80524,75496,169586,148497,192851,190895,345225,0,0
"JUN 2002",145587,28096,170364,83655,65225,180498,128577,198617,194860,353804,0,0
"SEP 2002",144800,29202,173634,86227,56624,183926,103690,214828,198787,355676,0,0
"DIC 2002",139178,26535,194711,88931,50712,206581,116967,245492,205303,355298,0,0
"MAR 2003",140704,27694,203995,92383,48153,233592,116359,247522,200937,370386,0,0
"JUN 2003",139021,28858,207551,95292,52574,241463,133812,259999,203394,376639,0,0
"SEP 2003",151686,31128,210597,103702,58144,265512,130593,258765,196544,394865,0,0
"DIC 2003",160519,31058,207096,115709,64114,274131,147878,274166,206381,399871,0,0
"MAR 2004",167302,32529,208256,119518,73282,282840,153501,309500,215719,403789,0,0
"JUN 2004",169228,32483,214812,124064,78134,293370,149108,322159,233221,430135,0,0
"SEP 2004",171199,35687,218183,126628,73694,294333,150702,340847,231996,417921,0,0
"DIC 2004",190700,33080,233606,130344,80980,303294,183210,379279,238046,413552,0,0
"MAR 2005",203566,35351,238416,134952,84008,314779,184793,414446,249636,423641,0,0
"JUN 2005",214859,35923,238398,135333,88045,340947,178505,473699,263750,445001,0,0
"SEP 2005",218375,35269,238869,135580,98562,361917,204334,492267,260335,464540,0,0
"DIC 2005",236769,34490,250641,138930,109630,390244,197347,531035,271407,487531,0,0
"MAR 2006",276209,39487,256438,160341,127571,398201,214645,589148,298151,500101,0,0
"JUN 2006",286382,42164,259517,155558,130221,363345,206547,636951,317231,477172,0,0
"SEP 2006",304826,41526,264483,156680,134559,365654,232494,674271,320544,483293,0,0
"DIC 2006",307902,43216,271313,155377,142094,375336,245683,718897,336113,502509,32973,42569
"MAR 2007",312330,44670,275561,162848,151558,375976,256118,786784,371084,518170,33197,44487
"JUN 2007",343686,47141,282940,176462,165425,375878,266845,818657,382099,535111,39921,55856
"SEP 2007",342733,48922,284973,166173,152817,375599,269798,824065,373795,553485,44181,62069
"DIC 2007",368314,53663,307286,175384,142816,372066,282331,804609,358302,579534,44642,63487
"MAR 2008",368424,53856,328424,169374,112576,376208,235984,785876,358452,631976,53297,74001
"JUN 2008",380538,57066,330092,173955,105354,361142,216631,797428,389257,665059,58579,82016
"SEP 2008",392267,59820,324383,179445,89444,362940,200218,813893,388443,675538,70066,81757
"DIC 2008",393892,60033,321126,182272,68141,359609,170143,787812,356587,681390,108278,114027
"MAR 2009",385879,61842,316021,183949,57145,350865,142042,796767,338458,690237,111670,111538
"JUN 2009",390088,63805,321547,193350,65677,360912,177535,799835,333926,694638,92879,100032
"SEP 2009",398000,64292,328150,195081,78100,363664,218231,816410,329735,687033,85194,90098
"DIC 2009",404499,73268,327519,201330,86248,359183,222619,845431,333698,687750,77449,78498
"MAR 2010",412803,71859,329244,208716,99172,353851,198532,847236,324835,702477,93867,88286
"JUN 2010",428755,69245,324315,212955,97153,320962,169352,784544,336772,742591,118304,106522
"SEP 2010",432617,65572,327221,206400,98657,299431,194033,799121,322691,716149,121434,117049
"DIC 2010",450296,62963,338643,206830,103072,274110,181031,765193,335752,718395,95116,92459
"MAR 2011",450709,59383,354597,201900,105024,263026,204658,762989,338714,710714,80724,82170
"JUN 2011",453216,62258,345825,199176,104064,252896,194147,741706,342909,757830,83747,84040
"SEP 2011",443760,68528,345198,201747,88668,249802,159173,728589,345806,793189,134796,127191
"DIC 2011",457921,66795,350801,201138,88024,235082,162281,680027,355162,835091,140225,134415
"MAR 2012",458450,66182,350238,201685,96133,236259,157789,634644,372957,896420,133237,130209
"JUN 2012",453085,69847,356476,199812,94415,218990,144874,548189,404786,995261,153277,148677
"SEP 2012",443869,68298,350105,200314,99124,212851,164681,553107,373581,944944,157193,154374
"DIC 2012",450557,84983,348072,206553,104500,231484,178974,612160,398853,906726,157206,152285
"MAR 2013",450998,81723,359849,207555,114446,226793,182147,623385,397534,903944,148288,143184
"JUN 2013",426369,79504,350211,207099,119564,216347,179947,606369,391901,883722,128488,123080
"SEP 2013",414293,80648,349304,206471,126456,209705,219741,619413,366253,831050,124717,119524
"DIC 2013",424029,80303,370126,205769,137294,205956,241855,660609,368895,768842,105090,99881
"MAR 2014",434062,88330,371452,208264,145707,224944,249734,682314,374065,793866,102889,100454
"JUN 2014",436549,90533,374213,212059,155849,228904,273092,716497,401070,780320,108944,108850
"SEP 2014",457569,86893,379250,222330,166331,238780,274026,706517,402872,803595,118877,119340
"DIC 2014",466418,88094,388377,218338,175498,235167,273549,738517,398089,778352,120310,122903
"MAR 2015",492446,93509,388925,225071,204357,260890,327741,789126,418166,810304,139966,144728
"JUN 2015",492194,94503,395921,220437,216847,262189,318625,760081,409971,817462,111114,113098
"SEP 2015",470326,97024,398900,220851,210514,265469,284189,769668,424162,827452,118822,117429
"DIC 2015",469163,100578,406353,219592,223720,261637,284363,768545,424778,827153,109532,111291
