"","IE_7_4.1","IE_7_4.2","IE_7_4.3","IE_7_4.4","IE_7_4.5","IE_7_4.6","IE_7_4.7","IE_7_4.8","IE_7_4.9","IE_7_4.10","IE_7_4.11","IE_7_4.12","IE_7_4.13","IE_7_4.14","IE_7_4.15","IE_7_4.16"
"SEP 1988",3869031.000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"OCT 1988",3755423.000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"NOV 1988",3935609.000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"DIC 1988",4171263.000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"ENE 1989",3619058.000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"FEB 1989",3872324.000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"MAR 1989",4641417.000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"ABR 1989",4228877.000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"MAY 1989",4417706.000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"JUN 1989",4667492.000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"JUL 1989",4191774.000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"AGO 1989",3263048.000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"SEP 1989",4163261.000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"OCT 1989",4617444.000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"NOV 1989",4645572.000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"DIC 1989",4135236.000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"ENE 1990",4160093.000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"FEB 1990",4367982.000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"MAR 1990",4820242.000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"ABR 1990",4472463.000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"MAY 1990",4713516.000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"JUN 1990",4833342.000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"JUL 1990",4441326.000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"AGO 1990",3148842.000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"SEP 1990",4131752.000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"OCT 1990",5001896.000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"NOV 1990",5169567.000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"DIC 1990",4317654.000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"ENE 1991",4881666.000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"FEB 1991",4359888.000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"MAR 1991",4463318.000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"ABR 1991",5530144.000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"MAY 1991",4847266.000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"JUN 1991",4854327.000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"JUL 1991",5190353.000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"AGO 1991",3467755.000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"SEP 1991",4633684.000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"OCT 1991",5607487.000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"NOV 1991",5409773.000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"DIC 1991",4885130.000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"ENE 1992",4744303.000,-2.61,1.78,19.61,-10.36,-0.27,1.35,-1.85,1.86,4.48,1.87,10.14,-40.65,-5.38,38.82,-4.13
"FEB 1992",4971325.000,14.29,12.94,29.66,15.39,6.59,-17.17,23.31,16.79,19.38,15.19,13.40,-16.85,14.70,89.47,24.18
"MAR 1992",5672183.000,27.43,27.08,50.29,9.71,23.41,20.10,24.94,26.80,27.65,28.41,24.88,-6.29,39.95,70.34,42.29
"ABR 1992",5328489.000,-3.15,-4.12,17.11,-13.86,-8.93,-26.88,2.36,-3.69,-2.29,-1.72,3.13,-26.48,-17.13,51.86,-3.81
"MAY 1992",5342139.000,15.92,17.05,29.73,6.17,15.24,46.87,5.64,16.38,18.04,14.69,3.00,22.64,8.59,33.47,11.71
"JUN 1992",5341144.000,16.29,20.06,41.71,-7.41,20.70,27.42,14.92,20.69,19.98,16.47,-7.82,0.67,2.26,40.14,13.49
"JUL 1992",5542373.000,10.62,16.57,38.01,-14.02,17.50,0.36,26.84,15.67,13.94,11.91,-23.68,-22.02,8.65,39.75,2.18
"AGO 1992",3593483.000,18.45,22.97,32.45,-11.43,28.32,34.64,17.90,21.54,23.72,19.40,2.02,-5.89,0.45,17.66,11.50
"SEP 1992",4911003.000,12.45,17.14,39.69,-17.71,18.38,8.52,22.33,20.49,21.93,14.31,-23.14,-29.56,26.78,51.53,10.00
"OCT 1992",5557627.000,-0.56,-0.37,11.70,-22.04,0.63,4.07,-1.72,-0.81,-0.01,-0.29,15.14,-20.83,-15.09,15.46,4.16
"NOV 1992",5022132.000,-6.75,-7.82,-0.46,-39.22,-0.81,12.16,-7.28,-12.17,-11.27,-9.14,-1.90,-8.57,16.91,47.52,-0.20
"DIC 1992",5307167.000,8.71,5.50,7.77,-23.57,14.45,47.63,-6.59,3.47,4.31,2.92,-7.75,28.33,33.31,32.19,6.37
"ENE 1993",4185096.000,-20.93,-22.51,-12.02,-41.19,-22.30,-32.16,-14.47,-24.92,-25.01,-24.19,-37.40,-26.43,-16.30,13.89,-3.74
"FEB 1993",4441166.000,-18.81,-21.43,-17.40,-51.37,-15.24,6.11,-24.18,-28.09,-29.21,-25.30,-13.13,21.87,-33.54,6.07,-23.78
"MAR 1993",5412421.000,-9.77,-12.34,-8.29,-36.88,-7.28,0.23,-11.12,-15.27,-15.36,-13.36,-4.42,8.98,4.38,7.44,-15.14
"ABR 1993",5042441.000,-4.10,-4.29,-5.68,-44.29,9.09,22.55,0.99,-3.52,-3.25,-7.58,-16.61,1.51,7.63,0.79,-13.61
"MAY 1993",5136963.000,-2.48,-7.25,-9.63,-19.81,-2.66,-11.26,0.51,-2.20,-2.13,-4.51,-15.80,-19.51,19.67,9.71,-14.45
"JUN 1993",5527810.000,-2.20,-12.00,-19.27,-18.99,-6.87,-21.21,1.27,-5.66,-6.05,-3.67,1.22,5.30,10.05,10.48,-9.46
"JUL 1993",5105979.000,-6.80,-13.53,-22.77,-31.13,-4.02,10.89,-7.23,-11.35,-10.45,-10.97,11.45,8.11,6.12,-3.16,-23.03
"AGO 1993",3644260.000,-3.62,-10.35,-13.88,-19.47,-6.70,-12.09,-2.49,-9.96,-9.96,-8.50,34.54,2.08,28.39,14.76,-20.79
"SEP 1993",5360926.000,7.02,-2.06,-8.99,-25.15,6.39,-15.11,16.02,5.09,4.51,6.24,19.95,-3.51,8.78,3.15,-4.21
"OCT 1993",5426251.000,6.53,1.31,1.45,-30.15,8.26,6.41,8.06,10.43,10.36,4.96,-20.42,29.20,21.53,-1.58,-19.48
"NOV 1993",5662211.000,10.04,6.29,-0.55,-12.47,14.06,-3.81,29.88,17.45,16.90,11.06,-9.85,-11.77,35.77,-9.70,-8.58
"DIC 1993",5943134.000,19.28,14.81,4.30,22.95,18.02,-0.65,37.53,20.89,19.20,25.37,20.44,-4.22,51.64,-7.70,-13.52
"ENE 1994",4666146.000,24.52,11.01,-1.29,4.17,18.05,11.93,20.72,31.32,29.10,26.62,54.16,20.39,49.56,22.72,-0.07
"FEB 1994",5523622.000,37.11,29.02,12.60,20.92,37.57,30.02,39.65,45.33,44.38,39.92,28.88,37.67,136.50,32.12,16.63
"MAR 1994",6325195.000,23.75,14.04,3.35,24.64,16.73,15.88,17.17,29.44,28.07,24.95,18.32,39.36,-4.57,41.62,1.71
"ABR 1994",6536524.000,28.16,18.62,4.68,46.75,19.81,12.43,25.59,31.76,30.85,29.42,19.46,54.97,44.48,23.43,6.62
"MAY 1994",6042281.000,16.11,8.35,-0.53,-1.41,13.98,15.59,14.67,12.05,10.05,14.33,39.30,43.77,19.03,45.48,13.11
"JUN 1994",6994652.000,36.33,32.80,30.69,21.04,36.60,12.27,48.18,42.38,45.23,34.74,29.31,7.41,33.12,19.35,-5.21
"JUL 1994",5875165.000,13.76,9.42,14.20,-6.88,10.14,-18.26,21.25,20.01,19.96,16.11,-13.35,-0.66,23.33,39.20,13.91
"AGO 1994",4611737.000,33.19,29.23,29.78,17.80,30.66,15.92,47.54,43.03,42.38,35.36,-11.71,28.42,10.44,55.30,25.60
"SEP 1994",6812369.000,29.64,26.95,23.75,77.10,20.50,17.88,23.27,32.42,31.44,31.11,61.97,24.91,6.82,44.11,6.16
"OCT 1994",6724859.000,13.60,6.80,-5.24,44.22,6.49,-14.01,21.43,13.12,10.29,13.99,33.71,-16.48,44.12,46.66,2.76
"NOV 1994",6526999.000,18.14,8.76,9.38,34.87,3.50,-0.00,0.41,12.90,9.57,16.57,40.99,43.91,30.33,48.90,9.17
"DIC 1994",7577842.000,19.73,16.73,21.85,6.53,16.48,-26.27,46.92,31.69,35.08,21.02,20.56,-8.73,25.34,45.68,15.14
"ENE 1995",5993043.000,42.43,40.56,39.82,30.20,42.27,11.48,56.20,50.86,52.72,45.02,5.23,44.45,29.28,45.93,29.91
"FEB 1995",6696358.000,26.11,20.44,28.95,26.28,16.23,-23.24,39.45,32.80,32.80,29.69,16.57,-14.96,33.56,35.62,17.17
"MAR 1995",8064555.000,33.00,24.84,18.18,14.25,29.18,11.73,37.88,38.46,38.17,34.03,2.57,-3.44,35.13,14.86,34.17
"ABR 1995",7102478.000,4.79,-3.78,-5.86,-7.49,-2.24,-19.59,7.87,5.22,4.88,4.81,5.03,-12.40,0.03,18.11,-0.20
"MAY 1995",7849192.000,31.65,25.67,22.98,20.70,27.80,3.50,38.35,40.71,41.36,35.33,12.97,3.93,16.08,16.33,4.20
"JUN 1995",7431654.000,8.88,4.99,-5.84,5.16,8.32,-14.65,18.37,15.42,14.25,13.27,-2.25,17.49,8.73,34.18,14.31
"JUL 1995",6613041.000,18.57,13.99,2.64,26.23,16.78,25.78,10.98,17.28,17.10,17.82,17.69,22.89,37.08,10.91,4.57
"AGO 1995",5882934.000,15.29,9.79,1.07,14.23,13.64,-10.85,36.72,21.07,19.57,19.67,21.88,-19.23,32.77,19.41,12.43
"SEP 1995",7708767.000,10.40,4.58,-8.09,-14.84,14.25,15.90,14.33,12.73,12.01,8.78,-18.63,50.03,24.95,13.28,1.39
"OCT 1995",7949571.000,19.95,16.74,10.36,17.76,19.13,11.62,23.45,21.07,22.57,21.81,30.37,14.50,9.58,29.81,23.41
"NOV 1995",7938665.000,19.46,17.11,8.62,9.79,22.10,20.11,26.87,27.75,30.37,19.67,-17.26,33.22,12.47,23.35,11.05
"DIC 1995",6824225.000,-8.96,-12.34,-10.02,-9.89,-13.88,-7.20,-16.31,-9.35,-10.16,-9.65,-18.98,13.85,-23.80,25.65,15.34
"ENE 1996",6809884.000,2.48,0.39,-1.82,2.81,0.11,20.74,-6.41,0.28,-0.00,2.14,21.12,-8.06,5.51,2.97,-10.95
"FEB 1996",7407648.000,6.35,1.39,-6.28,7.18,3.38,24.65,-3.01,2.01,2.56,4.09,31.32,32.87,-14.20,19.39,-4.72
"MAR 1996",7510066.000,-10.72,-8.00,-7.33,-6.45,-8.40,-27.01,0.09,-11.58,-10.83,-11.25,0.30,-2.54,18.64,7.67,-25.15
"ABR 1996",8067860.000,17.79,18.07,34.00,8.59,13.81,6.64,14.94,23.63,21.07,18.08,-10.76,13.28,6.77,8.34,23.92
"MAY 1996",8614963.000,8.31,11.11,9.55,23.61,9.28,9.89,9.72,8.43,8.57,7.96,20.49,38.78,8.54,0.54,9.75
"JUN 1996",7907497.000,2.01,2.63,10.26,-10.47,3.17,14.61,-0.60,-0.19,-1.17,-0.75,-6.09,10.54,36.30,-4.17,-0.69
"JUL 1996",7859974.000,12.84,13.70,11.62,10.78,14.88,0.77,23.81,12.25,11.34,13.44,37.39,14.01,-6.42,16.39,18.41
"AGO 1996",5614448.000,5.60,8.21,4.89,-1.44,11.78,17.02,5.42,6.34,6.73,4.74,2.66,71.06,-16.84,-2.58,-7.96
"SEP 1996",8064217.000,7.23,8.10,15.35,17.90,4.17,-10.10,8.84,9.84,8.63,8.26,-6.60,-11.14,20.42,6.94,6.30
"OCT 1996",8792599.000,9.01,6.46,9.66,5.34,5.93,-18.34,15.93,11.73,10.62,7.68,-9.65,49.45,15.58,2.27,2.07
"NOV 1996",8131530.000,4.29,3.60,7.32,-4.74,3.73,-23.27,12.16,7.14,4.31,4.99,-0.17,2.05,-1.93,-2.80,-3.46
"DIC 1996",7989738.000,15.77,11.01,15.93,0.31,11.97,-0.77,17.15,18.22,16.37,16.14,7.15,21.02,2.95,3.93,2.77
"ENE 1997",7142792.000,4.88,4.33,4.46,4.35,5.15,-25.73,21.11,2.43,1.24,1.39,-6.32,45.13,5.19,29.26,35.19
"FEB 1997",7950865.000,7.33,8.42,12.24,20.16,5.15,-13.33,13.36,10.76,9.97,9.40,1.02,12.71,-5.43,10.14,12.99
"MAR 1997",8477485.000,12.88,8.12,9.75,8.04,8.08,3.68,9.55,14.33,12.94,13.65,19.53,21.43,-11.22,4.13,20.10
"ABR 1997",9831137.000,21.96,20.89,14.17,25.33,23.12,10.45,27.71,16.96,17.97,20.16,49.93,33.17,68.13,67.35,36.46
"MAY 1997",9040119.000,4.94,0.43,-0.42,-5.45,2.48,-12.17,7.95,5.44,4.60,3.88,-23.97,-20.69,39.83,29.46,11.13
"JUN 1997",9172313.000,16.00,10.56,10.28,12.17,10.77,16.24,9.20,13.31,13.49,14.48,19.84,48.32,-0.75,35.80,25.97
"JUL 1997",8892905.000,13.14,6.71,13.16,21.92,2.11,1.64,2.21,9.38,9.75,8.67,9.13,31.72,79.09,42.13,15.00
"AGO 1997",6761374.000,20.43,7.43,6.08,21.83,5.20,-0.20,8.71,17.80,17.15,17.23,3.77,17.57,33.50,48.12,29.97
"SEP 1997",10017660.000,24.22,18.53,17.27,4.97,21.58,21.41,21.93,20.26,20.72,19.72,16.52,68.02,17.42,77.88,27.02
"OCT 1997",10954180.000,31.12,26.03,21.68,32.94,26.22,25.27,25.78,31.90,33.76,32.50,45.72,9.87,-2.02,42.30,24.09
"NOV 1997",9611571.000,18.20,14.98,11.22,33.94,13.77,18.10,12.41,14.85,18.48,17.70,35.93,15.27,10.80,31.22,19.18
"DIC 1997",9553821.000,19.62,19.57,17.44,25.52,18.95,26.88,16.27,15.33,15.64,18.69,37.30,18.55,29.76,43.89,18.66
"ENE 1998",8499488.000,18.99,14.00,12.60,20.82,13.12,13.32,12.91,21.21,22.47,22.04,25.94,-11.45,13.11,36.10,13.82
"FEB 1998",9309141.000,17.08,15.44,11.26,4.10,19.53,27.61,16.76,15.99,17.10,15.23,8.46,7.98,10.06,28.66,111.21
"MAR 1998",10791960.000,27.30,26.31,23.94,26.04,27.33,35.18,24.93,26.60,28.04,27.79,35.36,-0.47,14.77,46.35,74.83
"ABR 1998",9540486.000,-3.05,-2.13,-1.21,-6.91,-1.39,-4.24,-0.62,-0.27,1.50,-1.10,-15.38,-34.96,-9.85,3.16,-2.69
"MAY 1998",10433690.000,15.41,18.27,20.68,24.06,15.81,36.50,9.64,16.22,19.80,15.99,21.25,15.33,-8.74,14.51,22.00
"JUN 1998",10751600.000,17.21,19.53,19.01,45.92,15.06,16.73,14.21,22.31,24.47,20.26,1.33,-30.58,15.08,16.20,34.57
"JUL 1998",9926908.000,11.62,15.77,16.95,3.26,18.31,2.98,24.04,17.79,18.69,16.19,-7.46,-18.07,-10.15,18.03,55.51
"AGO 1998",7906842.000,16.93,24.53,29.59,39.18,20.67,16.40,22.69,25.09,27.48,22.96,5.90,-24.60,15.94,19.09,50.78
"SEP 1998",10634260.000,6.15,7.47,8.37,27.31,4.12,-9.09,8.04,11.68,14.57,11.84,17.29,-40.81,-1.92,-8.86,25.01
"OCT 1998",10543780.000,-8.55,-2.90,4.33,-6.87,-4.44,0.49,-5.69,-6.41,-6.30,-7.12,-27.18,-36.40,7.09,5.24,18.16
"NOV 1998",10655170.000,10.84,17.72,25.78,14.55,15.26,16.98,14.71,15.26,16.27,14.23,2.82,-24.73,3.88,18.55,45.18
"DIC 1998",10235490.000,7.13,13.60,7.49,21.97,14.99,17.01,13.77,12.77,14.82,9.72,-17.33,-31.31,5.98,11.29,40.01
"ENE 1999",8608584.000,1.27,8.83,15.86,18.68,5.86,17.00,3.28,3.93,3.15,4.40,-9.69,-33.56,11.17,3.53,24.75
"FEB 1999",9499781.000,2.00,7.77,22.26,23.76,0.62,-0.76,1.36,7.36,6.60,5.83,-15.02,-37.98,24.27,9.33,-25.41
"MAR 1999",11879200.000,10.06,14.88,23.22,29.70,9.47,14.09,7.72,13.32,13.33,11.28,-16.14,-18.97,41.16,23.14,3.81
"ABR 1999",10593810.000,11.03,14.45,16.69,37.18,9.34,23.41,5.34,12.51,12.21,10.02,-14.97,28.41,15.36,6.80,24.80
"MAY 1999",11851890.000,13.59,23.07,22.21,51.87,18.08,-23.13,33.41,17.04,14.37,17.60,33.21,-20.99,4.57,19.56,26.79
"JUN 1999",12000650.000,11.61,8.53,21.97,4.37,4.57,-22.06,13.66,13.81,11.17,12.50,-2.85,3.87,15.08,39.76,20.64
"JUL 1999",11416260.000,14.98,13.68,10.34,45.63,9.27,-7.17,14.39,15.76,15.19,15.93,11.39,-0.93,-1.40,28.06,11.17
"AGO 1999",8785073.000,11.08,6.97,13.09,18.70,2.41,-14.22,10.39,9.02,8.11,9.08,9.27,23.20,-1.78,28.77,5.35
"SEP 1999",12342840.000,16.05,12.73,18.13,10.63,11.04,13.73,10.72,12.76,10.58,12.78,-1.00,69.16,21.46,33.43,9.24
"OCT 1999",13113570.000,24.37,18.52,19.59,42.48,13.19,-23.37,25.81,26.22,25.03,25.02,16.24,35.05,3.40,24.72,22.21
"NOV 1999",12695790.000,19.15,12.99,11.75,40.80,7.37,-17.07,15.44,14.32,13.95,16.24,43.31,53.75,54.27,38.95,0.00
"DIC 1999",13078900.000,27.77,20.70,25.93,41.87,12.48,-19.90,25.70,29.60,29.37,26.68,34.57,90.54,14.80,18.43,8.24
"ENE 2000",10944197.000,27.12,13.95,8.36,17.68,13.58,17.21,11.61,22.65,23.32,17.56,-6.83,197.96,22.57,30.80,3.45
"FEB 2000",12298166.000,29.46,17.51,15.85,25.56,15.50,-2.62,22.07,24.39,23.46,23.12,5.10,150.99,11.24,53.40,34.98
"MAR 2000",14415681.897,21.37,10.47,9.85,2.95,10.72,-8.61,18.07,17.43,16.56,16.22,-5.56,178.66,-13.15,27.36,19.83
"ABR 2000",12850476.606,21.32,6.33,9.86,27.95,-0.01,-10.50,3.82,18.27,18.37,19.21,41.91,83.59,-12.40,27.23,17.24
"MAY 2000",14887022.993,25.62,4.31,6.46,-2.46,4.44,39.23,-2.76,12.06,12.31,16.66,35.23,162.84,61.90,54.45,35.65
"JUN 2000",14680062.846,22.34,12.53,3.78,9.39,15.90,39.84,10.76,12.97,16.04,14.77,20.78,165.29,8.00,31.08,19.07
"JUL 2000",13888680.005,21.68,6.45,15.14,0.01,3.36,24.92,-1.75,15.68,16.32,16.25,14.19,131.89,-7.99,14.65,10.72
"AGO 2000",11505242.308,31.01,19.42,14.89,28.03,18.07,23.04,16.06,22.14,23.86,26.10,58.91,97.87,11.76,25.89,23.07
"SEP 2000",14183193.262,14.93,1.98,0.45,14.23,-0.70,-6.10,0.68,8.77,10.40,11.12,18.41,63.78,0.33,18.40,18.34
"OCT 2000",15884926.078,21.15,6.69,5.83,4.84,6.81,43.92,-0.65,10.12,10.81,13.15,31.60,125.21,33.30,30.51,20.61
"NOV 2000",15708091.594,23.75,5.80,6.82,-12.34,9.64,40.33,2.74,17.45,16.44,17.27,-0.72,109.66,1.34,24.89,46.26
"DIC 2000",14892620.806,13.88,0.75,2.29,-8.92,2.88,19.41,-1.20,4.00,5.30,7.36,21.13,70.16,47.55,27.99,10.69
"ENE 2001",12850790.419,17.46,13.04,21.70,5.98,11.05,-0.73,15.40,13.80,15.78,16.40,22.51,10.85,9.28,32.62,22.69
"FEB 2001",13829677.050,12.51,6.17,6.57,5.60,6.06,-2.38,8.48,12.90,14.10,13.06,15.77,0.76,8.33,5.61,9.11
"MAR 2001",15209547.019,5.51,0.56,-0.19,12.67,-1.38,5.72,-3.28,4.98,5.70,4.74,18.96,3.23,28.45,-4.17,-6.95
"ABR 2001",14139680.714,10.03,11.25,13.37,-8.28,15.21,0.77,19.41,9.64,8.95,9.37,-10.65,-1.98,46.09,32.34,5.72
"MAY 2001",15257669.709,2.49,0.97,7.36,-4.50,-0.31,-15.68,4.31,8.23,8.96,4.00,-28.00,-6.79,-25.76,6.74,-3.97
"JUN 2001",15845365.921,7.94,7.38,8.23,20.95,4.43,-4.70,7.06,6.67,5.04,8.09,16.64,-3.71,1.93,7.35,1.19
"JUL 2001",13896869.628,0.06,0.58,-4.20,-1.10,3.00,-1.61,4.45,-2.17,-2.26,-3.48,-15.18,-4.14,28.79,23.84,-0.13
"AGO 2001",11993541.825,4.24,4.46,11.70,-3.48,2.87,5.97,1.61,6.37,4.88,4.18,-29.61,0.55,14.20,10.98,11.63
"SEP 2001",14234974.683,0.37,5.18,12.48,-12.48,5.74,11.20,4.35,3.33,3.58,0.50,-11.93,-4.09,8.90,0.58,-12.46
"OCT 2001",15503930.809,-2.40,5.74,9.26,-16.79,9.25,8.99,9.32,-1.16,-0.40,-1.42,-4.37,-18.78,15.72,-4.38,-8.74
"NOV 2001",14927798.038,-4.97,3.71,5.12,-0.97,3.96,-4.98,6.69,2.80,3.98,-0.29,-24.94,-36.06,1.92,-2.50,-24.74
"DIC 2001",14000945.089,-5.99,-1.86,-1.90,10.94,-5.05,-6.05,-4.74,0.98,-0.42,-2.75,-32.31,-34.96,-27.45,4.26,-3.91
"ENE 2002",13088149.886,1.85,8.03,3.20,7.56,10.01,11.66,9.48,2.10,-0.12,2.43,6.42,-17.41,30.33,15.60,12.26
"FEB 2002",13436080.160,-2.85,1.68,2.00,-7.55,3.19,15.47,0.03,-3.68,-2.86,-4.94,-7.34,-0.45,19.76,14.40,-18.02
"MAR 2002",13472011.874,-11.42,-7.50,-7.35,-14.84,-6.14,-11.70,-4.51,-10.62,-10.09,-11.38,-23.83,-34.54,0.95,19.45,-8.79
"ABR 2002",14535788.343,2.80,2.71,2.38,-7.60,4.74,15.35,2.14,-1.92,-1.42,-0.55,1.25,0.85,2.65,15.65,21.92
