"","IE_8_13.1","IE_8_13.2","IE_8_13.3","IE_8_13.4","IE_8_13.5","IE_8_13.6","IE_8_13.7","IE_8_13.8","IE_8_13.9","IE_8_13.10","IE_8_13.11","IE_8_13.12","IE_8_13.13","IE_8_13.14","IE_8_13.15","IE_8_13.16"
"DIC 1999",21388.6,95395.8,99402.5,4006.7,109162.6,109162.6,0.0,63272.7,83515.3,20242.7,-66222.2,57913.1,124135.3,186156.9,-5936.5,349993.6
"MAR 2000",20206.0,108240.7,113404.2,5163.4,102803.5,102803.5,0.0,63439.0,82820.1,19381.1,-74190.1,59554.4,133744.5,186422.6,-6335.4,358582.2
"JUN 2000",18555.2,114602.9,119695.0,5092.2,98816.5,98816.5,0.0,57234.9,78921.1,21686.2,-81929.2,53463.7,135392.9,176859.3,-6689.4,350896.4
"SEP 2000",15116.5,119387.8,125150.8,5763.0,90790.2,90790.2,0.0,60253.1,79791.1,19538.1,-84038.6,52791.0,136829.6,177685.4,-6409.4,348523.2
"DIC 2000",17351.6,131261.8,137193.6,5931.8,87117.6,87117.6,0.0,58294.2,81373.3,23079.1,-94796.1,51962.9,146759.1,172457.1,-7931.2,357647.5
"MAR 2001",17032.4,136499.3,144162.3,7662.9,78073.0,78073.0,0.0,59125.7,79649.4,20523.7,-96470.1,55990.6,152460.7,167946.4,-7750.8,357875.2
"JUN 2001",16661.3,144093.1,154484.0,10391.0,74484.4,74484.4,0.0,61553.3,82592.4,21039.1,-99334.1,56818.2,156152.3,172089.3,-7953.9,368379.0
"SEP 2001",14288.6,141859.1,152880.2,11021.1,71038.0,71038.0,0.0,58095.6,81392.6,23297.0,-101760.1,55888.0,157648.1,164182.4,-9238.4,361198.8
"DIC 2001",27834.9,161881.5,174841.7,12960.1,70058.7,70058.7,0.0,66267.6,89913.4,23645.8,-105044.0,61537.4,166581.4,175967.5,-10638.6,396351.2
"MAR 2002",27001.5,167017.9,181342.3,14324.5,67620.5,67620.5,0.0,67036.6,92528.9,25492.3,-107906.8,65052.0,172958.8,178006.5,-11239.8,406543.8
"JUN 2002",28119.3,166478.9,186214.8,19736.0,67668.4,67668.4,0.0,64012.3,90139.2,26127.0,-108126.5,65429.3,173555.8,173637.1,-11723.3,409451.8
"SEP 2002",32380.6,162515.9,185357.4,22841.5,66640.3,66640.3,0.0,63534.8,90752.9,27218.0,-108374.6,65841.1,174215.6,163789.0,-11853.1,408591.7
"DIC 2002",36495.7,169971.9,197661.7,27689.8,66806.2,66806.2,0.0,66232.0,95631.8,29399.8,-111765.8,74729.6,186495.4,170699.5,-15950.9,434829.3
"MAR 2003",37245.3,176020.3,208924.5,32904.2,64569.0,64569.0,0.0,73352.7,100710.8,27358.1,-112407.9,78902.0,191309.9,180171.5,-15882.6,453106.3
"JUN 2003",36986.0,186560.8,224770.1,38209.3,66568.2,66568.2,0.0,76627.1,104295.4,27668.4,-109291.8,86253.0,195544.9,200395.9,-16917.7,481886.7
"SEP 2003",37874.7,195094.9,237530.0,42435.1,63848.9,63848.9,0.0,76524.5,106014.2,29489.6,-102878.0,94860.5,197738.5,211746.7,-17031.0,502253.7
"DIC 2003",46604.9,202177.5,254413.3,52235.8,63783.9,63783.9,0.0,85098.1,119603.8,34505.7,-98344.5,107010.3,205354.8,223946.2,-17836.1,544811.3
"MAR 2004",44655.0,203100.2,260913.3,57813.1,62561.0,62561.0,0.0,102722.7,138667.4,35944.7,-98376.4,114001.7,212378.1,244219.5,-18867.0,576143.5
"JUN 2004",44944.9,209308.9,277016.8,67707.9,60404.0,60404.0,0.0,102536.9,145906.0,43369.0,-89697.2,125422.7,215119.9,256686.2,-19078.5,608749.5
"SEP 2004",45402.5,209835.6,286682.7,76847.0,58941.4,58941.4,0.0,108722.5,151995.5,43273.1,-84405.4,133270.5,217675.9,267378.1,-19686.5,630890.1
"DIC 2004",50511.7,208306.3,302890.5,94584.1,60687.2,60687.2,0.0,127756.9,175176.9,47420.0,-81064.2,144406.4,225470.7,284697.2,-19522.7,683161.0
"MAR 2005",44022.6,209779.2,319371.3,109592.1,60066.8,60066.8,0.0,145964.1,197299.9,51335.8,-83729.1,148236.0,231965.0,307066.7,-19008.3,724974.0
"JUN 2005",42591.2,191844.3,333524.7,141680.3,60660.6,60660.6,0.0,211783.5,266866.3,55082.9,-112515.4,126036.3,238551.7,326727.8,-17545.9,787087.9
"SEP 2005",41975.2,194450.6,347912.0,153461.4,61170.1,61170.1,0.0,232588.5,289125.2,56536.7,-114834.0,126880.8,241714.8,346459.4,-15059.5,825088.0
"DIC 2005",43260.6,180013.2,362739.2,182726.0,59998.5,59998.5,0.0,267440.0,327894.8,60454.8,-118411.4,130894.1,249305.5,361467.2,-15687.6,881526.6
"MAR 2006",32278.0,168859.5,383432.0,214572.5,59683.3,59683.3,0.0,303240.4,366271.2,63030.8,-112571.3,143193.7,255765.0,405313.5,-18379.6,952580.2
"JUN 2006",29934.9,134973.5,386107.4,251133.9,59781.4,59781.4,0.0,336720.9,399945.2,63224.3,-105843.2,151605.1,257448.3,414254.5,-18556.8,997439.0
"SEP 2006",26721.8,127017.7,393430.3,266412.6,61055.7,61055.7,0.0,364266.8,427598.4,63331.6,-100421.1,162235.5,262656.6,442783.7,-17586.3,1044320.0
"DIC 2006",12868.4,99845.1,403670.0,303824.9,60522.4,60522.4,0.0,417659.9,483851.2,66191.3,-100292.0,172857.1,273149.2,486740.8,-21873.8,1120900.7
"MAR 2007",14629.8,70440.3,409361.0,338920.6,58937.6,58937.6,0.0,457373.2,538010.3,80637.0,-99877.4,178926.3,278803.7,496017.2,-23773.2,1185235.2
"JUN 2007",19667.5,55630.4,421222.8,365592.4,56925.3,56925.3,0.0,482235.0,572847.8,90612.9,-94190.5,187364.3,281554.9,501730.0,-20797.4,1238360.4
"SEP 2007",26167.4,48562.1,410632.0,362069.9,56092.1,56092.1,0.0,487212.3,591236.7,104024.5,-89523.1,192228.1,281751.2,496424.0,-20248.0,1250189.1
"DIC 2007",7979.4,32619.0,391288.6,358669.6,55796.6,55796.6,0.0,501390.0,662910.2,161520.2,-97367.1,191226.3,288593.4,503967.0,-19507.8,1301221.7
"MAR 2008",25891.9,28464.2,370567.8,342103.6,52400.1,52400.1,0.0,462894.6,648770.9,185876.3,-109912.4,179040.5,288952.8,429946.7,-21992.0,1250779.3
"JUN 2008",30816.3,17337.8,361882.6,344544.8,56612.5,56612.5,0.0,461610.1,683696.7,222086.6,-113200.7,176459.3,289660.0,408089.9,-16546.4,1278651.1
"SEP 2008",27451.2,4652.3,347841.7,343189.4,55222.6,55222.6,0.0,462498.7,694616.6,232117.9,-118530.9,169060.3,287591.2,391555.9,-15164.5,1266741.1
"DIC 2008",27330.6,856.2,326240.4,325384.3,58703.9,60230.5,1526.7,440292.4,738516.9,298224.6,-121308.4,164180.1,285488.6,365592.1,-14378.8,1289168.0
"MAR 2009",44858.5,9289.9,330403.4,321113.6,60393.2,63330.0,2936.8,427053.2,750133.9,323080.7,-117344.3,170992.0,288336.3,353230.3,-18696.8,1314859.4
"JUN 2009",38476.0,25976.9,334418.6,308441.7,61243.9,64180.7,2936.8,423235.9,767252.9,344017.1,-118668.3,173563.9,292232.2,370709.8,-17397.4,1339416.1
"SEP 2009",44785.3,39711.1,339228.6,299517.5,68500.2,71436.9,2936.8,417277.0,767221.6,349944.6,-119246.3,180083.5,299329.7,379356.4,-17899.7,1357970.6
"DIC 2009",32995.1,31740.6,335586.6,303846.0,72356.7,75334.6,2977.9,409081.3,760392.2,351310.9,-115334.9,184581.5,299916.4,381015.4,-16166.8,1355894.9
"MAR 2010",33108.0,45894.9,341089.1,295194.2,74591.5,77550.0,2958.5,399187.3,744176.6,344989.3,-120304.2,187310.7,307615.0,377902.4,-11641.0,1350126.4
"JUN 2010",40214.7,48418.2,325989.7,277571.5,73963.5,76949.7,2986.2,385528.7,733555.1,348026.4,-118740.5,185770.2,304510.8,361793.8,-12838.6,1322264.8
"SEP 2010",44239.5,39560.9,316043.4,276482.5,83873.0,86887.0,3014.1,396282.6,770745.2,374462.6,-130251.6,185890.4,316141.9,362144.1,-16918.7,1359566.1
"DIC 2010",52823.3,33793.5,301036.3,267242.8,84761.3,87739.2,2977.9,384813.2,774741.9,389928.7,-119935.9,189255.9,309191.7,352905.0,-22296.1,1352773.2
"MAR 2011",43997.0,18878.7,286561.4,267682.8,98899.6,101877.5,2977.9,379928.1,765767.8,385839.7,-124447.4,189638.2,314085.7,355752.3,-26490.3,1343845.0
"JUN 2011",41937.6,6276.1,266932.2,260656.0,105568.6,108546.5,2977.9,376005.2,758243.3,382238.0,-134317.6,172335.8,306653.4,330169.2,-18574.4,1306057.7
"SEP 2011",42490.9,2038.3,253186.4,251148.1,111773.3,114751.1,2977.9,374112.2,739493.7,365381.5,-142805.0,168420.0,311224.9,316853.5,-14225.6,1275851.2
"DIC 2011",47235.2,4143.2,240718.0,236574.8,120434.6,121888.2,1453.6,370297.2,732359.9,362062.6,-150820.1,163510.4,314330.5,309114.7,-12295.1,1258476.4
"MAR 2012",51776.3,4859.9,240821.0,235961.0,120209.4,120209.4,0.0,369698.2,732243.0,362544.8,-152133.7,165513.2,317646.9,309437.4,-18579.9,1258786.6
"JUN 2012",65250.3,31663.0,235476.1,203813.0,119127.4,119127.4,0.0,345014.9,682029.7,337014.8,-150907.4,160271.5,311178.8,297599.6,-17951.9,1196904.6
"SEP 2012",44674.1,33680.4,235811.7,202131.3,124446.2,124446.2,0.0,329114.0,642952.2,313838.2,-156158.0,161161.6,317319.6,300239.4,-13830.9,1164371.7
"DIC 2012",24303.0,7527.0,237488.8,229961.8,125648.3,126920.3,1272.0,300296.9,626248.8,325951.9,-124781.6,194063.4,318845.0,301500.8,-17113.3,1184721.3
"MAR 2013",23370.3,14356.6,234989.5,220632.9,131081.2,132733.6,1652.4,287837.2,627696.7,339859.5,-121990.0,201409.2,323399.2,307071.2,-19156.5,1196828.9
"JUN 2013",14410.8,16075.4,229677.8,213602.4,137678.4,139330.8,1652.4,275612.1,586909.8,311297.7,-124884.6,196615.3,321499.9,308939.9,-18869.4,1152533.6
"SEP 2013",8417.2,21099.1,231148.3,210049.2,143233.6,144886.0,1652.4,272619.8,573291.4,300671.6,-129835.3,195722.2,325557.5,317380.3,-18680.2,1145047.9
"DIC 2013",-5716.3,25660.0,231219.5,205559.5,152271.3,154051.1,1779.8,264213.8,556485.8,292272.0,-139855.3,192930.5,332785.8,327593.7,-19587.7,1134686.9
"MAR 2014",-15169.6,39171.7,241663.6,202491.8,160755.3,162457.2,1701.9,264424.7,545939.0,281514.3,-158200.5,187629.5,345830.0,341864.9,-20544.0,1137689.3
"JUN 2014",-10562.1,47115.9,252509.3,205393.4,163199.1,164862.6,1663.5,278366.8,558201.3,279834.5,-145631.5,201710.5,347341.9,373287.8,-19675.4,1177283.6
"SEP 2014",-28084.5,56583.6,261063.9,204480.3,160703.3,162367.0,1663.7,266176.8,542097.5,275920.7,-147033.1,202014.6,349047.7,384212.0,-19696.9,1167543.0
"DIC 2014",-30079.1,67562.6,270788.9,203226.3,163198.8,164862.0,1663.2,261300.6,544042.6,282741.9,-156480.0,197694.9,354174.9,388533.8,-22872.6,1177388.4
"MAR 2015",-35270.2,95579.2,303899.5,208320.3,173129.7,174782.1,1652.4,263242.4,546257.5,283015.1,-172261.0,197990.4,370251.4,419660.1,-24699.6,1222929.5
"JUN 2015",-31950.1,116708.5,313958.9,197250.4,165880.4,167532.8,1652.4,250466.6,524666.3,274199.7,-169500.2,201781.2,371281.5,421137.0,-25631.6,1207939.3
"SEP 2015",-41503.6,135766.2,313931.8,178165.7,154790.5,156442.9,1652.4,227437.9,498387.3,270949.3,-176290.2,202478.0,378768.2,410407.5,-27199.5,1171240.0
