"","IE_7_6.1","IE_7_6.2","IE_7_6.3","IE_7_6.4","IE_7_6.5","IE_7_6.6","IE_7_6.7","IE_7_6.8","IE_7_6.9","IE_7_6.10","IE_7_6.11","IE_7_6.12","IE_7_6.13","IE_7_6.14","IE_7_6.15","IE_7_6.16"
"SEP 1994",-91269,-127462,-54984,20378,75363,-62317,13249,75566,-10160,97254,107414,0,36193,36443,0,-250
"DIC 1994",-93150,-127578,-56167,21030,77197,-61797,13887,75684,-9613,103802,113416,0,34427,34708,0,-280
"MAR 1995",-93599,-122429,-57016,21886,78902,-60591,13300,73891,-4822,113520,118342,0,28830,29045,0,-215
"JUN 1995",-97004,-124687,-58324,22479,80804,-69724,13984,83709,3361,114053,110692,0,27684,27873,0,-189
"SEP 1995",-96821,-124608,-58451,23310,81761,-74567,13828,88395,8410,121852,113442,0,27787,28043,0,-256
"DIC 1995",-98646,-125688,-57806,24278,82084,-85894,13787,99681,18012,131437,113425,0,27041,27263,0,-222
"MAR 1996",-104776,-137391,-57682,26209,83891,-91147,14648,105795,11438,127130,115692,0,32615,32808,0,-192
"JUN 1996",-112193,-151108,-59328,26220,85547,-95007,15457,110464,3227,122809,119583,0,38914,39110,0,-196
"SEP 1996",-110738,-152021,-59681,27670,87351,-94855,15150,110005,2515,127096,124581,0,41283,41469,0,-186
"DIC 1996",-117725,-164789,-59848,30313,90161,-105003,17422,122425,62,130014,129952,0,47064,47658,0,-594
"MAR 1997",-124939,-175484,-57762,34186,91948,-94533,23029,117563,-23189,125485,148674,0,50545,50762,0,-217
"JUN 1997",-141148,-194704,-57661,36840,94502,-114349,26152,140501,-22694,126846,149541,0,53557,53777,0,-220
"SEP 1997",-147139,-204730,-57122,41050,98172,-123211,29907,153118,-24397,130288,154685,0,57591,57822,0,-231
"DIC 1997",-144208,-208151,-54725,45161,99886,-124509,33269,157779,-28917,128441,157358,0,63943,64174,0,-231
"MAR 1998",-179195,-243162,-54450,48752,103203,-143222,44486,187708,-45490,136843,182333,0,63968,64225,0,-257
"JUN 1998",-186216,-249696,-55545,49728,105273,-149045,48942,197987,-45106,137544,182649,0,63480,63791,0,-311
"SEP 1998",-173291,-236244,-55259,52010,107269,-133209,52842,186051,-47776,142901,190676,0,62952,62854,0,99
"DIC 1998",-199650,-251832,-55282,55637,110920,-136412,73126,209538,-60137,132211,192349,0,52182,52095,0,87
"MAR 1999",-196205,-262877,-52731,61846,114577,-128203,92243,220447,-81942,133716,215658,0,66672,45874,0,20798
"JUN 1999",-192108,-261116,-39083,87279,126363,-110269,115094,225363,-111764,118784,230548,0,69008,38153,0,30855
"SEP 1999",-189956,-253831,-35468,93908,129375,-115955,117081,233036,-102408,121929,224337,0,63875,35903,0,27972
"DIC 1999",-206400,-279719,-31930,108877,140807,-141004,127387,268391,-106785,128477,235262,0,73318,37288,0,36030
"MAR 2000",-230550,-301264,-28496,118054,146551,-154221,142363,296585,-118546,131499,250045,0,70714,39763,0,30950
"JUN 2000",-221325,-289677,-30396,128379,158775,-129158,153144,282302,-130124,129935,260059,0,68352,39354,0,28998
"SEP 2000",-234599,-319695,-22910,150543,173454,-153756,165636,319392,-143029,136367,279395,0,85097,42750,0,42346
"DIC 2000",-224816,-308354,-41492,152946,194438,-116976,193682,310659,-149886,139522,289408,0,83538,38234,0,45304
"MAR 2001",-247035,-314003,-42503,160600,203103,-121240,200774,322015,-150260,160343,310604,0,66968,41380,0,25588
"JUN 2001",-249334,-317666,-49177,172433,221610,-106263,219293,325556,-162226,150665,312891,0,68332,40776,0,27556
"SEP 2001",-250735,-317086,-55414,171635,227050,-99563,208396,307959,-162109,146249,308358,0,66351,39971,0,26380
"DIC 2001",-267087,-335127,-62546,173911,236457,-100428,232647,333076,-172152,145000,317152,0,68040,38865,0,29175
"MAR 2002",-279936,-325931,-70355,174025,244380,-96266,245082,341348,-159311,164277,323588,0,45995,41015,-19624,24604
"JUN 2002",-284353,-326662,-80337,173683,254020,-81471,245723,327194,-164854,168410,333264,0,42310,36400,-19777,25686
"SEP 2002",-282292,-329465,-85858,174002,259861,-77968,240550,318519,-165638,170686,336323,0,47173,38425,-18100,26847
"DIC 2002",-334660,-376328,-117929,165713,283642,-105653,256806,362459,-152746,182208,334954,0,41668,38431,-18586,21823
"MAR 2003",-344128,-386586,-127980,168399,296378,-83740,280140,363880,-174866,176155,351021,0,42458,35436,-18191,25212
"JUN 2003",-376657,-419787,-134964,167879,302844,-104549,289261,393811,-180274,176183,356457,0,43130,31326,-18946,30750
"SEP 2003",-370113,-411649,-131485,182814,314299,-77719,311639,389358,-202446,173884,376329,0,41535,25395,-17857,33997
"DIC 2003",-387288,-423664,-131228,191577,322805,-100027,322017,422044,-192409,187667,380076,0,36376,21229,-19351,34498
"MAR 2004",-405314,-446137,-127944,199831,327774,-126376,336624,463001,-191817,192208,384025,0,40823,17578,-19340,42585
"JUN 2004",-417598,-460413,-137166,201711,338877,-119375,351892,471267,-203871,204847,408718,0,42815,16245,-21056,47625
"SEP 2004",-431483,-468227,-137925,206886,344811,-143309,348239,491548,-186993,210898,397890,0,36744,15889,-19675,40530
"DIC 2004",-479388,-525630,-140170,223780,363950,-199030,363460,562490,-186429,205263,391693,0,46243,14505,-21503,53240
"MAR 2005",-495588,-541100,-134451,238918,373369,-226891,372348,599239,-179758,222209,401967,0,45512,13321,-21325,53517
"JUN 2005",-513740,-561160,-122949,250782,373731,-255323,396882,652204,-182889,239297,422185,0,47420,13672,-22385,56133
"SEP 2005",-547101,-599165,-120806,253644,374450,-272194,424408,696601,-206166,236813,442979,0,52064,14032,-21160,59192
"DIC 2005",-548344,-596034,-118313,271259,389571,-266402,461980,728382,-211320,252056,463376,0,47690,14601,-23668,56757
"MAR 2006",-565679,-623792,-101083,315696,416779,-316693,487101,803794,-206017,269215,475232,0,58114,15377,2826,39911
"JUN 2006",-581796,-644145,-86528,328546,415075,-388780,454718,843498,-168837,283043,451880,0,62349,14605,7599,40145
"SEP 2006",-629139,-689565,-74810,346352,421162,-448453,458312,906765,-166302,293713,460015,0,60426,14972,2791,42662
"DIC 2006",-684030,-755253,-75573,351118,426691,-497659,466921,964580,-172425,305348,477773,-9595,71223,14685,5267,51272
"MAR 2007",-741109,-817650,-81409,357000,438409,-568632,474270,1042902,-156319,337683,494002,-11290,76541,14045,8364,54132
"JUN 2007",-768849,-857916,-68575,390826,459401,-601825,483677,1085502,-171581,340029,511609,-15935,89067,12873,17998,58197
"SEP 2007",-810024,-879694,-59492,391654,451147,-626980,466883,1093863,-175334,357894,533228,-17887,69669,12493,-4861,62037
"DIC 2007",-859883,-920580,-60694,421977,482671,-636353,450587,1086940,-204689,353071,557760,-18845,60697,12946,-16830,64581
"MAR 2008",-889849,-954818,-75519,422280,497799,-597635,424225,1021860,-260959,353505,614464,-20704,64970,12976,-12520,64514
"JUN 2008",-900535,-955107,-66443,437604,504047,-609598,404460,1014059,-255629,384468,640097,-23437,54572,12709,-19871,61734
"SEP 2008",-898448,-947001,-51741,452087,503828,-624436,389675,1014111,-259132,383654,642785,-11692,48553,13806,-27772,62518
"DIC 2008",-895684,-939142,-49474,453925,503399,-596372,361583,957955,-286903,351798,638701,-6392,43458,14546,-37765,66677
"MAR 2009",-919034,-973412,-52250,447721,499970,-594339,344470,938810,-326852,330559,657411,28,54379,15663,-24908,63624
"JUN 2009",-964509,-1012953,-61004,453892,514897,-611076,366295,977371,-333618,325096,658714,-7255,48444,15142,-27095,60398
"SEP 2009",-997715,-1038285,-60939,462293,523231,-653548,381092,1034641,-318883,317554,636437,-4915,40570,18301,-35864,58133
"DIC 2009",-1009225,-1057968,-51083,477766,528849,-683217,384833,1068050,-322697,320575,643272,-971,48743,19578,-28677,57842
"MAR 2010",-997186,-1044841,-53299,484661,537960,-652565,393203,1045768,-344710,310909,655619,5733,47655,20918,-30044,56781
"JUN 2010",-944736,-928911,-39271,498000,537270,-588663,365232,953895,-312958,320346,633305,11981,-15825,24353,-89857,49680
"SEP 2010",-996931,-1027768,-35432,498189,533621,-646522,346632,993154,-350091,303358,653449,4278,30837,22641,-40463,48658
"DIC 2010",-957338,-999739,-32215,513258,545473,-621215,325009,946224,-348996,314803,663800,2687,42401,23905,-30778,49274
"MAR 2011",-996290,-1049843,-46405,510092,556497,-650885,316763,967647,-351025,315867,666893,-1528,53553,23159,-17986,48380
"JUN 2011",-1000162,-1049555,-29527,515474,545001,-627724,308129,935853,-392015,316953,708968,-289,49393,23471,-20209,46130
"SEP 2011",-996163,-1012525,-34657,512288,546945,-599985,287777,887762,-385490,315411,700901,7607,16362,27566,-59029,47826
"DIC 2011",-984142,-926281,-27223,524716,551939,-571591,270717,842308,-333394,322982,656376,5927,-57861,36402,-143741,49477
"MAR 2012",-971790,-811386,-27291,524632,551923,-509918,282514,792433,-277105,339536,616642,2928,-160404,35977,-243556,47175
"JUN 2012",-957459,-665204,-33357,522931,556288,-426323,266740,693063,-210140,373017,583157,4615,-292255,41430,-377593,43908
"SEP 2012",-972416,-688844,-38252,512167,550420,-451056,266733,717788,-202359,338755,541115,2823,-283572,40193,-366257,42491
"DIC 2012",-938840,-716600,-19083,535541,554624,-498000,293134,791134,-204308,358773,563081,4791,-222240,38347,-298345,37758
"MAR 2013",-960618,-777916,-34683,532721,567404,-504830,300702,805532,-243493,356664,600158,5089,-182701,39664,-257113,34747
"JUN 2013",-952822,-778600,-51437,505873,557310,-488366,297950,786316,-244200,348213,592414,5403,-174222,35433,-239991,30336
"SEP 2013",-988113,-825576,-60835,494940,555776,-537643,301512,839154,-232294,317199,549492,5195,-162537,35321,-220550,22692
"DIC 2013",-991929,-881603,-71563,504332,575896,-592488,309976,902464,-222743,315786,538529,5191,-110326,33586,-161657,17746
"MAR 2014",-1001892,-880170,-57324,522392,579716,-595114,336935,932049,-230161,310842,541003,2429,-121722,34195,-165140,9223
"JUN 2014",-1008348,-903488,-59190,527082,586272,-636653,352937,989589,-207741,334376,542117,96,-104860,34833,-144092,4398
"SEP 2014",-997052,-891272,-57118,544462,601580,-606013,374531,980543,-227667,330259,557926,-474,-105780,36684,-140354,-2110
"DIC 2014",-995007,-918195,-52203,554512,606715,-632083,379983,1012066,-231313,321253,552566,-2596,-76812,41453,-114344,-3920
"MAR 2015",-1025213,-938964,-28040,585955,613995,-685334,431533,1116867,-220820,339297,560116,-4769,-86249,51348,-134847,-2750
"JUN 2015",-989635,-891496,-29661,586697,616358,-637345,441361,1078706,-222507,326538,549045,-1983,-98140,49171,-145400,-1911
"SEP 2015",-983203,-885364,-52401,567350,619751,-618552,435305,1053857,-215803,336851,552655,1393,-97839,48970,-142307,-4502
"DIC 2015",-978321,-864031,-56205,569741,625946,-614027,438881,1052908,-192044,334597,526641,-1756,-114291,49568,-165274,1415
