"","IE_2_1.1","IE_2_1.2","IE_2_1.3","IE_2_1.4","IE_2_1.5","IE_2_1.6","IE_2_1.7","IE_2_1.8","IE_2_1.9","IE_2_1.10","IE_2_1.11","IE_2_1.12"
"MAR 1989",4.29,"_","_","_","_",4.52,"_","_",3.48,4.30,"_","_"
"JUN 1989",3.86,"_","_","_","_",4.63,"_","_",3.49,3.75,"_","_"
"SEP 1989",3.79,"_","_","_","_",4.40,"_","_",1.99,3.92,"_","_"
"DIC 1989",3.50,"_","_","_","_",4.43,"_","_",1.16,2.78,"_","_"
"MAR 1990",3.18,"_","_","_","_",3.94,"_","_",1.38,2.87,"_","_"
"JUN 1990",3.67,"_","_","_","_",3.39,"_","_",1.21,2.46,"_","_"
"SEP 1990",3.02,"_","_","_","_",2.73,"_","_",0.03,1.73,"_","_"
"DIC 1990",2.32,"_","_","_","_",1.65,"_","_",-0.40,0.65,"_","_"
"MAR 1991",1.42,"_","_","_","_",0.65,"_","_",-1.35,-0.91,"_","_"
"JUN 1991",1.12,"_","_","_","_",0.98,"_","_",-1.97,-0.53,"_","_"
"SEP 1991",1.03,"_","_","_","_",1.01,"_","_",-1.13,-0.07,"_","_"
"DIC 1991",1.49,"_","_","_","_",1.64,"_","_",-0.56,1.22,"_","_"
"MAR 1992",2.27,"_","_","_",1.98,2.50,"_","_",-0.20,2.90,"_","_"
"JUN 1992",2.01,"_","_","_",1.71,1.74,"_","_",-0.14,3.24,"_","_"
"SEP 1992",2.29,"_","_","_",1.93,1.24,"_","_",0.78,3.74,"_","_"
"DIC 1992",1.90,"_","_","_",0.43,0.43,"_","_",1.34,4.33,"_","_"
"MAR 1993",1.20,"_","_","_",-2.02,-1.07,"_","_",2.07,3.30,"_","_"
"JUN 1993",1.24,"_","_","_",-1.33,-0.89,"_","_",2.71,2.78,"_","_"
"SEP 1993",1.15,"_","_","_",-0.33,-0.41,"_","_",2.88,2.29,"_","_"
"DIC 1993",1.74,"_","_","_",-0.21,0.02,"_","_",2.88,2.63,"_","_"
"MAR 1994",2.55,"_","_","_",1.94,1.18,"_","_",3.39,3.44,"_","_"
"JUN 1994",2.75,"_","_","_",2.21,2.22,"_","_",4.07,4.23,"_","_"
"SEP 1994",3.35,"_","_","_",2.27,2.56,"_","_",4.41,4.34,"_","_"
"DIC 1994",3.31,"_","_","_",3.67,3.26,"_","_",4.22,4.13,"_","_"
"MAR 1995",2.57,"_","_","_",1.97,3.20,"_","_",3.22,3.47,0.40,"_"
"JUN 1995",2.43,"_","_","_",2.52,2.52,"_","_",2.40,2.44,2.92,"_"
"SEP 1995",2.20,"_","_","_",2.04,1.92,"_","_",2.30,2.71,1.66,"_"
"DIC 1995",1.93,"_","_","_",0.76,1.24,"_","_",2.18,2.28,2.75,"_"
"MAR 1996",2.34,1.75,1.41,2.54,0.15,1.40,"_",1.70,3.01,2.60,2.93,"_"
"JUN 1996",3.03,1.88,1.56,2.48,0.68,1.12,"_",0.99,2.92,4.02,2.52,"_"
"SEP 1996",2.98,1.94,1.78,2.99,1.00,1.52,"_",1.23,2.32,4.09,1.85,"_"
"DIC 1996",3.39,1.96,1.85,2.68,1.58,1.44,"_",0.28,2.43,4.45,3.36,"_"
"MAR 1997",3.47,2.13,2.06,3.15,1.98,1.24,4.50,0.04,2.14,4.56,3.33,"_"
"JUN 1997",3.48,2.68,2.60,3.50,2.00,2.13,4.30,1.60,2.99,4.32,1.32,"_"
"SEP 1997",3.73,2.81,2.72,3.51,1.75,2.42,4.32,2.24,3.23,4.68,1.69,"_"
"DIC 1997",3.72,3.55,3.40,4.59,1.90,3.33,4.93,4.00,4.02,4.39,0.11,"_"
"MAR 1998",3.45,3.73,3.74,4.43,3.35,3.73,5.10,2.72,3.80,4.62,-2.51,"_"
"JUN 1998",2.88,3.03,2.96,4.27,1.59,3.67,4.83,2.09,3.37,4.07,-2.09,"_"
"SEP 1998",2.76,2.87,2.72,4.47,1.47,3.60,4.09,1.55,3.33,4.10,-2.22,"_"
"DIC 1998",2.74,2.12,1.90,4.06,0.73,3.36,3.69,-0.48,3.01,5.00,-1.59,"_"
"MAR 1999",2.94,2.37,2.22,3.90,0.75,3.14,4.28,0.89,2.92,4.80,-0.55,"_"
"JUN 1999",3.14,2.42,2.38,4.61,1.24,2.95,4.75,0.62,2.44,4.65,0.38,"_"
"SEP 1999",3.39,3.02,2.93,4.64,2.05,3.37,5.16,1.29,3.40,4.60,-0.09,"_"
"DIC 1999",3.95,3.92,3.93,4.77,3.35,3.77,5.60,3.24,3.69,4.69,-0.09,"_"
"MAR 2000",4.31,4.21,4.19,5.58,3.47,4.47,4.57,3.64,4.32,4.17,2.42,9.0
"JUN 2000",4.81,4.56,4.45,5.30,4.35,4.33,4.53,4.20,4.79,5.27,2.20,8.3
"SEP 2000",4.13,3.87,3.89,5.17,3.08,3.85,4.25,3.95,3.54,4.08,2.08,8.2
"DIC 2000",3.24,3.34,3.46,5.11,1.93,3.53,3.99,4.07,2.58,2.89,2.27,7.3
"MAR 2001",2.46,3.05,3.19,4.49,2.59,2.92,3.34,3.42,2.59,2.30,1.26,8.5
"JUN 2001",1.44,2.30,2.30,4.03,1.65,2.18,2.59,2.09,2.65,0.94,0.88,7.8
"SEP 2001",0.96,2.06,1.88,3.96,1.51,1.85,1.79,1.31,2.90,0.49,0.06,7.0
"DIC 2001",0.60,1.49,1.16,3.54,1.60,0.79,0.82,-0.43,2.90,0.21,-0.78,6.6
"MAR 2002",0.99,0.91,0.50,3.10,-0.41,0.72,0.17,-0.73,2.16,1.42,-1.63,8.7
"JUN 2002",1.48,1.30,0.96,3.06,-0.23,1.27,0.03,0.15,2.21,1.44,-0.41,8.0
"SEP 2002",2.12,1.56,1.25,2.66,0.55,1.22,0.15,0.66,2.53,2.25,1.35,8.1
"DIC 2002",2.23,1.62,1.19,2.71,0.16,1.30,0.07,0.91,3.07,2.04,1.86,8.1
"MAR 2003",1.76,1.39,0.76,3.13,-0.72,0.75,0.82,0.70,3.39,1.63,1.50,10.7
"JUN 2003",1.61,1.07,0.34,3.05,-0.93,0.17,0.23,-0.03,3.49,2.01,1.72,7.9
"SEP 2003",2.09,1.17,0.46,3.14,-0.92,0.64,-0.04,-0.05,3.31,3.22,1.49,9.6
"DIC 2003",2.87,1.71,1.16,3.42,-0.35,1.66,0.47,0.34,3.16,4.36,2.16,9.9
"MAR 2004",3.53,2.28,1.87,3.03,0.88,2.21,1.20,0.98,3.13,4.41,3.70,10.6
"JUN 2004",3.61,2.62,2.35,3.14,1.19,3.00,1.90,1.66,2.75,4.21,2.48,9.6
"SEP 2004",3.14,2.36,2.17,3.46,0.52,2.71,2.20,1.69,2.18,3.43,2.21,9.1
"DIC 2004",2.68,2.01,1.74,3.04,0.22,2.48,1.77,1.16,1.92,3.12,0.89,9.5
"MAR 2005",2.57,1.68,1.41,3.46,0.08,1.93,1.29,0.56,1.93,3.62,0.16,11.1
"JUN 2005",2.69,1.88,1.55,3.70,0.40,1.42,1.80,1.03,2.47,3.40,1.40,10.1
"SEP 2005",2.97,2.35,1.95,3.65,1.38,1.54,2.72,1.41,3.29,3.33,1.62,9.8
"DIC 2005",3.08,2.69,2.22,4.08,1.66,1.64,3.18,1.61,4.28,3.03,2.07,9.9
"MAR 2006",3.40,3.33,2.98,4.16,2.82,2.23,3.39,2.19,3.95,3.17,2.29,12.4
"JUN 2006",3.34,3.54,3.38,4.18,3.77,3.06,4.01,1.95,3.14,2.94,1.40,13.6
"SEP 2006",2.84,3.32,3.27,4.22,3.95,2.47,3.39,1.67,2.24,2.17,0.96,12.2
"DIC 2006",3.06,3.53,3.78,4.13,4.95,2.49,3.64,2.59,1.36,2.39,2.07,12.5
"MAR 2007",2.67,3.46,3.62,4.06,4.40,2.52,4.00,2.33,1.97,1.24,2.64,14.1
"JUN 2007",2.67,3.07,3.14,3.83,3.49,2.12,2.93,1.73,2.29,1.71,2.36,14.8
"SEP 2007",2.86,3.06,2.99,3.64,3.34,2.54,3.63,1.23,2.94,2.30,2.05,14.4
"DIC 2007",2.58,2.74,2.42,3.55,2.33,2.06,4.23,0.06,3.14,1.87,1.62,13.6
"MAR 2008",2.03,2.39,2.21,2.97,2.75,1.84,3.09,0.66,2.41,1.11,1.29,11.3
"JUN 2008",1.26,1.44,1.23,2.20,1.75,0.61,3.02,-0.10,1.23,0.84,-0.04,10.8
"SEP 2008",0.24,0.16,0.18,0.61,0.54,-0.09,1.46,-1.29,-1.23,-0.31,-0.71,9.7
"DIC 2008",-2.57,-2.40,-2.14,-1.26,-1.76,-1.97,-0.71,-3.54,-4.19,-2.77,-4.79,7.6
"MAR 2009",-4.81,-5.42,-5.54,-3.27,-6.92,-3.97,-3.95,-7.12,-5.93,-3.46,-9.21,6.2
"JUN 2009",-4.62,-5.36,-5.43,-4.26,-6.61,-3.50,-4.47,-6.92,-5.60,-4.06,-6.55,8.0
"SEP 2009",-3.64,-4.45,-4.63,-3.84,-5.71,-3.07,-3.95,-5.19,-3.84,-3.28,-5.48,10.4
"DIC 2009",-0.63,-2.10,-2.38,-2.91,-2.95,-0.83,-2.69,-2.71,-1.27,-0.24,-0.57,11.7
"MAR 2010",2.29,0.97,1.01,-1.04,2.37,1.16,0.58,0.63,0.67,1.60,5.07,12.2
"JUN 2010",3.22,2.20,2.21,0.11,4.36,1.87,1.32,1.90,1.69,2.72,4.45,10.7
"SEP 2010",3.37,2.44,2.38,0.47,4.58,2.34,1.36,1.91,2.03,3.08,5.90,9.9
"DIC 2010",3.11,2.44,2.38,0.53,4.45,2.14,2.00,2.16,1.77,2.73,3.58,10.0
"MAR 2011",2.60,2.82,2.83,-0.17,5.58,2.92,2.81,2.02,2.15,1.89,0.09,10.2
"JUN 2011",1.87,1.95,1.85,-0.84,3.66,2.18,2.16,1.52,1.68,1.65,-1.61,9.9
"SEP 2011",1.75,1.59,1.38,-1.23,3.26,1.77,1.84,0.45,2.00,1.18,-0.45,9.4
"DIC 2011",1.61,0.85,0.53,-1.75,2.43,1.52,-0.11,-1.10,2.06,1.68,0.31,8.7
"MAR 2012",1.82,-0.06,-0.49,-2.17,0.94,0.40,-1.04,-2.32,1.53,2.75,3.27,8.0
"JUN 2012",1.63,-0.42,-0.81,-2.48,0.82,0.21,-0.79,-3.20,1.00,2.49,3.46,7.5
"SEP 2012",1.10,-0.54,-0.93,-2.71,0.58,0.29,-1.15,-3.21,1.20,2.39,0.30,7.4
"DIC 2012",0.59,-0.68,-1.07,-3.13,0.12,-0.04,-1.25,-2.73,0.99,1.28,-0.01,8.0
"MAR 2013",0.62,-0.61,-1.16,-2.69,-0.54,0.07,-0.76,-2.63,1.43,1.09,0.07,7.8
"JUN 2013",0.86,0.06,-0.43,-2.14,0.31,1.12,-1.30,-2.05,2.22,0.90,1.13,7.5
"SEP 2013",1.41,0.45,-0.02,-1.51,0.52,0.78,-0.47,-1.39,2.14,1.52,2.13,7.9
"DIC 2013",1.99,1.15,0.63,-0.32,1.34,1.03,0.90,-0.92,2.85,2.45,2.13,7.6
"MAR 2014",1.88,1.51,1.11,0.42,2.34,0.71,0.22,-0.16,2.82,1.73,2.36,7.3
"JUN 2014",1.87,1.30,0.75,1.17,1.36,-0.20,1.11,-0.18,3.03,2.59,-0.37,7.4
"SEP 2014",1.84,1.27,0.78,1.71,1.17,0.14,1.15,-0.38,2.76,2.91,-1.54,7.1
"DIC 2014",1.81,1.41,0.95,2.14,1.47,0.05,1.55,-0.34,2.80,2.47,-0.86,7.2
"MAR 2015",2.00,1.70,1.29,2.70,1.15,0.94,2.57,0.15,2.57,2.88,-1.04,7.0
"JUN 2015",2.20,1.93,1.63,3.18,1.60,1.09,2.19,0.59,2.37,2.72,0.66,7.0
"SEP 2015","_",1.89,1.63,3.42,1.69,1.13,1.82,0.82,2.13,2.15,1.65,6.9
"DIC 2015","_",1.84,1.58,3.54,1.35,1.38,1.15,1.00,1.93,1.88,0.66,6.8
