"","IE_6_2.1","IE_6_2.2","IE_6_2.3","IE_6_2.4","IE_6_2.5","IE_6_2.6","IE_6_2.7","IE_6_2.8","IE_6_2.9","IE_6_2.10","IE_6_2.11","IE_6_2.12","IE_6_2.13","IE_6_2.14"
"NÚMERO SECUENCIAL",2359317,2332388,2324922,2324345,2324348,2327192,2359319,2359320,2324955,2359307,2359311,2359313,2359314,2359315
"DESCRIPCIÓN DE LA SERIE","PDE2010.AAPP.DEUDA SEGUN PDE.TOTAL ","PDE2010.AAPP.ESTADO.DEUDA SEGUN PDE.TOTAL","SEC2010.AAPP.ORGANISMOS DE LA ADMINISTRACION CENTRAL.DEUDA SEGUN PDE.TOTAL PASIVOS","ADMINISTRACIONES PÚBLICAS . COMUNIDADES AUTÓNOMAS. DEUDA SEGUN EL PROTOCOLO DE DEFICIT EXCESIVO. TOTAL PASIVOS. ","ADMINISTRACIONES PÚBLICAS . CORPORACIONES LOCALES. DEUDA SEGUN EL PROTOCOLO DE DEFICIT EXCESIVO. TOTAL . ","PDE2010.AAPP.AASS.DEUDA SEGUN PDE.TOTAL","PDE2010.AAPP.DEUDA SEGUN PDE.DEUDA EN PODER DE AAPP.","PDE2010.AAPP.DEUDA SEGUN PDE.EFECTIVO Y DEPOSITOS","PDE2010.ADMINISTRACIONES PÚBLICAS.VALORES DISTINTOS DE ACCIONES.TOTAL","PDE2010.AAPP.DEUDA SEGUN PDE.VALORES REPRESENTATIVOS DE DEUDA A CORTO PLAZO","PDE2010.AAPP.DEUDA SEGUN PDE.VALORES REPRESENTATIVOS DE DEUDA A LARGO PLAZO","PDE2010.AAPP.DEUDA SEGUN PDE.PRESTAMOS","PDE2010.AAPP.DEUDA SEGUN PDE.PRESTAMOS A CORTO PLAZO","PDE2010.AAPP.DEUDA SEGUN PDE.PRESTAMOS A LARGO PLAZO"
"DESCRIPCIÓN DE LAS UNIDADES","Miles de Euros","Miles de Euros","Miles de Euros","Miles de Euros","Miles de Euros","Miles de Euros","Miles de Euros","Miles de Euros","Miles de Euros","Miles de Euros","Miles de Euros","Miles de Euros","Miles de Euros","Miles de Euros"
"FEB 2006",377948251,318376160,8556565,45997116,25287486,18245982,38515056,2811802,320625038,11210492,309414546,54511410,4586433,49924976
"MAR 2006",393984385,323201073,8813627,57042608,25937598,18245982,39256504,2807608,325097604,12313691,312783913,66079172,4697230,61381944
"ABR 2006",379218907,318296339,8664862,46865764,26043462,18245982,38897504,2827039,320206172,11073394,309132778,56185697,5144612,51041084
"MAY 2006",379726434,318722926,8851646,46748472,26054910,18245982,38897504,2852864,321874099,12172891,309701208,54999469,4471778,50527692
"JUN 2006",390269627,317527923,9149365,57133900,27155278,18245982,38942820,2910358,321211871,11198291,310013580,66147399,4735110,61412288
"JUL 2006",383933860,320867263,8960025,48138556,26921698,18245982,39199664,2951066,324260597,12038411,312222186,56722197,6011095,50711100
"AGO 2006",379765655,319308109,8660459,46323344,26728612,18245982,39500848,2988543,322297004,11486480,310810524,54480107,4213001,50267104
"SEP 2006",394625940,322623975,8995930,57451364,27022482,18245982,39713796,3015161,325715265,12514636,313200629,65895515,5160962,60734552
"OCT 2006",377505698,314670161,8996653,46913896,26946524,18245982,38267520,3031347,319553831,11891840,307661991,54920521,4666512,50254008
"NOV 2006",381094807,317650792,9041668,48197048,27001822,18245982,39042508,3041950,322958742,12544539,310414203,55094114,4585000,50509116
"DIC 2006",392168267,316757155,9611732,59125624,27570358,18169022,39065624,3063768,321796803,11686415,310110388,67307696,4859458,62448236
"ENE 2007",386652365,322598307,9518055,48114564,27318040,18169022,39065624,3076442,327586116,12457931,315128185,55989808,4741254,51248552
"FEB 2007",387285276,322176752,9490954,48257496,28256676,18169022,39065624,3069204,327186698,12026486,315160212,57029374,5332036,51697340
"MAR 2007",398733533,324282118,9305148,59027564,28980306,18169022,41030624,3081736,327962841,14413379,313549462,67688957,5195349,62493608
"ABR 2007",386028660,321075451,9330478,49229328,28911104,18169022,40686720,3102375,325148788,14095566,311053222,57777498,5949084,51828416
"MAY 2007",387150336,323249691,9290403,49445964,28682454,17168548,40686720,3125701,327452636,16362313,311090323,56572000,5602817,50969184
"JUN 2007",400011764,325917630,9290723,59520784,28867414,17168548,40753336,3146662,330485279,16174818,314310461,66379823,6093094,60286728
"JUL 2007",380482987,317216902,8943467,48839004,28917074,17168548,40602008,3206439,321919483,18066904,303852579,55357066,5434845,49922220
"AGO 2007",375911063,315650887,8921087,48252732,28716498,17168548,42798688,3230519,318068536,18818746,299249790,54612007,4814064,49797944
"SEP 2007",391299885,320932871,8732216,58435580,28929094,17168548,42898424,3264930,323449427,21408220,302041207,64585528,5192278,59393252
"OCT 2007",371055541,307738009,8774517,50085372,28904734,17168548,41615636,3286874,312183929,22541340,289642589,55584737,4832273,50752464
"NOV 2007",374174685,311637289,7564224,50727040,28693222,17168548,41615636,3295884,315893388,25409488,290483900,54985413,4844165,50141248
"DIC 2007",383798451,312082531,6786557,61096132,29384556,17168548,42719872,3306554,313618471,26306552,287311919,66873426,4928097,61945328
"ENE 2008",364340108,305598037,6756758,47548340,28928334,17168548,41659908,3319102,308030089,29812600,278217489,52990916,5598039,47392876
"FEB 2008",369022299,309434845,6758616,48149164,29171034,17168548,41659908,3316250,311661881,31333176,280328705,54044167,6583512,47460656
"MAR 2008",379406380,308688030,6785317,62816748,29427164,17168548,45479424,3313740,307331306,30624452,276706854,68761336,6721955,62039380
"ABR 2008",367517737,309862861,7385623,48615324,29862968,17168548,45377584,3324714,310176344,31753814,278422530,54016678,6991812,47024864
"MAY 2008",372848308,314323879,7138692,49419244,30368990,17168548,45571044,3336622,314662844,31444558,283218286,54848843,6688658,48160184
"JUN 2008",389774659,315859753,7158996,65609232,30416196,17168548,46438068,3371945,315746009,33166072,282579937,70656706,7189862,63466844
"JUL 2008",376670851,321530167,7102604,49669376,30789784,17168548,49589628,3396288,318630302,32913492,285716810,54644261,6307853,48336408
"AGO 2008",377204859,323685749,7100219,49349100,30552776,17168548,50651532,3418990,319604637,34786268,284818369,54181233,5431027,48750204
"SEP 2008",402858383,333178412,7176354,65375564,30509756,17168548,50550252,3437084,328979115,37316472,291662643,70442183,6433087,64009096
"OCT 2008",386518728,330597355,6650550,50513152,30712044,17168548,49122920,3434068,327596180,41846792,285749388,55488480,7796826,47691652
"NOV 2008",405740569,348830202,6804118,51556956,30560032,17168548,49179288,3426693,346264537,48697764,297566773,56049339,7501975,48547364
"DIC 2008",439771318,362890043,5969839,73647336,31775026,17168548,51679480,3419592,356381441,53033408,303348033,79970283,8089154,71881128
"ENE 2009",439648638,364935600,6186720,72747272,31389976,17168548,52779480,3410964,357114169,58638188,298475981,79123504,8732551,70390952
"FEB 2009",456455589,379071283,6303129,74940728,31418724,17168548,52446820,3397839,372909609,60589180,312320429,80148141,9327411,70820728
"MAR 2009",472860525,392919826,6102258,78619808,31440922,17168548,53390832,3386223,387280735,64673896,322606839,82193569,9256228,72937344
"ABR 2009",485738845,408641150,6121582,78890952,31692908,17168548,56776296,3377045,401303983,70161440,331142543,81057819,9334898,71722920
"MAY 2009",491752454,416073009,4680972,81141240,31959846,17168548,59271152,3387361,405795891,70884768,334911123,82569204,9646536,72922672
"JUN 2009",510323740,427485318,4661730,87201840,32743696,17168548,58937388,3412914,418949128,72502296,346446832,87961700,12026302,75935400
"JUL 2009",509953024,428761736,4680839,85331816,34685228,17168548,60675144,3439427,419162139,74700208,344461931,87351457,11492445,75859016
"AGO 2009",513071306,434712605,4663848,85511664,34378932,17168548,63364288,3455181,422196270,77021496,345174774,87419852,11176154,76243696
"SEP 2009",532828529,450427085,4721865,89317432,34617972,17168548,63424376,3465758,438477919,78920520,359557399,90884855,10947605,79937248
"OCT 2009",543643650,460689782,4722949,89904896,34521856,17168548,63364376,3462231,450061136,81590928,368470208,90120280,11894669,78225608
"NOV 2009",559415524,473832654,7753319,90222200,34076096,17168548,63637292,3455969,466398868,85780600,380618268,89560684,11232589,78328096
"DIC 2009",568700259,479540600,8128915,92435400,34700404,17168548,63273604,3467626,472677794,86394632,386283162,92554843,9775266,82779576
"ENE 2010",560913795,471383013,8143300,92065624,35426916,17168548,63273604,3476385,464557233,86078480,378478753,92880180,11965106,80915072
"FEB 2010",568259692,478234815,8186021,94209000,36015496,17168548,65554196,3473087,470170937,81069696,389101241,94615666,13136346,81479320
"MAR 2010",586015629,490251076,8240517,100889400,36167728,17168548,66701644,3466165,485635824,79982600,405653224,96913632,12721428,84192208
"ABR 2010",585240299,492061938,6750383,101685350,36390664,17168548,68816584,3464753,485296638,74747984,410548654,96478910,12455589,84023320
"MAY 2010",594090602,499325350,6764808,103812630,36332340,17168548,69313080,3485965,492120636,72910256,419210380,98484004,12085191,86398816
"JUN 2010",608196883,508796795,6820657,110645400,36513904,17168548,71748416,3511672,500720252,71658520,429061732,103964952,12987782,90977168
"JUL 2010",607331308,508147079,6832837,110235820,36738548,17168548,71791520,3542373,499610056,71434640,428175416,104178872,12937119,91241752
"AGO 2010",607208064,514188271,6847025,108903400,36221392,17168548,76120576,3555391,501216748,71500056,429716692,102435922,11659914,90776008
"SEP 2010",619705961,522186545,6876758,113524870,36219980,17168548,76270736,3568053,509492521,70921912,438570609,106645388,12080390,94565000
"OCT 2010",633634374,535720834,6888492,114482700,35886852,17168548,76513056,3573538,523332251,73563624,449768627,106728580,11744942,94983640
"NOV 2010",639778280,541042963,6891535,116723550,35364744,17168548,77413056,3563957,530275309,71474608,458800701,105939015,10259324,95679688
"DIC 2010",649258895,544789801,6766843,123419370,35452660,17168548,78338320,3583531,534225965,68928608,465297357,111449403,8438141,103011260
"ENE 2011",662175409,552913507,8792348,124933550,36404100,17168548,78036656,3598017,544732076,67527152,477204924,113845312,10616723,103228590
"FEB 2011",678430014,562487920,13851509,126592700,37261860,17168548,78932528,3602134,558432170,67607304,490824866,116395710,11733618,104662090
"MAR 2011",691192740,571990217,15952021,130293760,37365716,17168548,81577528,3601743,567719363,62650004,505069359,119871631,12922982,106948650
"ABR 2011",684777789,563781070,15877135,130574120,37671928,17168548,80295016,3610123,563129248,61614300,501514948,118038415,14108808,103929610
"MAY 2011",692504640,571152843,16717120,133253440,37275656,17168548,83062968,3630054,572569836,63932384,508637452,116304751,12269103,104035650
"JUN 2011",711020987,582448110,17000412,139225010,37659888,17168548,82480976,3640790,584059051,65045660,519013391,123321152,16401779,106919380
"JUL 2011",704380873,572147442,18698792,139028080,37709864,17168548,80371864,3667928,577330859,65344496,511986363,123382083,17285832,106096250
"AGO 2011",704107290,573553245,18696372,138492240,36726652,17168548,80529768,3681447,578304644,65494256,512810388,122121198,16413951,105707250
"SEP 2011",714076068,581964638,18810244,141124670,36723040,17168548,81715072,3693033,585680515,65564700,520115815,124702524,17110790,107591740
"OCT 2011",712084883,574586994,22097272,140082130,36871760,17168548,78721832,3691015,585420455,67417728,518002727,122973410,15698458,107274950
"NOV 2011",723683813,584038537,22914680,141819200,35943328,17168548,78200480,3686928,596685671,70120600,526565071,123311212,14642075,108669140
"DIC 2011",743530224,598994968,25242884,145085820,36819172,17168548,79781160,3684907,610699360,74185224,536514136,129145955,15231750,113914210
"ENE 2012",758237159,615583714,25042100,144882210,37465152,17168548,81904560,3833927,624280669,69708520,554572149,130122565,17717784,112404780
"FEB 2012",770792158,623065466,27446102,146829280,37973292,17168548,81690520,3679550,634923385,66214084,568709301,132189223,17347672,114841550
"MAR 2012",782058209,632281485,28290496,150210260,38235896,17168548,84128464,3666139,640037819,60801912,579235907,138354251,17712708,120641540
"ABR 2012",775774435,623073213,28291056,150757470,38261400,17168548,81777248,3657338,629341986,57945392,571396594,142775110,16075983,126699130
"MAY 2012",792622227,627781258,36310116,152863420,41628600,17168548,83129712,3651863,630286652,52611152,577675500,158683710,17384228,141299490
"JUN 2012",811690942,629860431,54916712,172028960,46359500,17168548,108643220,3663797,633236716,50343868,582892848,174790429,20060620,154729810
"JUL 2012",811027018,624044784,55257104,173263020,45837384,17188338,104563610,3674215,630236931,50838320,579398611,177115874,20594472,156521410
"AGO 2012",807848869,626389066,55245336,170543250,45039716,17188210,106556700,3690918,630351165,50963380,579387785,173806785,18285564,155521220
"SEP 2012",824281768,645820923,55272304,171271780,45149472,17195404,110428100,3690061,647856624,57469456,590387168,172735082,17178012,155557070
"OCT 2012",824193509,640931558,60358072,170696380,44296508,17190536,109279540,3681097,648363308,61762960,586600348,172149104,17753482,154395620
"NOV 2012",837871507,658682765,65241788,169538460,43399004,17194920,116185430,3673803,663405853,65073932,598331921,170791851,16022056,154769790
"DIC 2012",890725766,711226507,114931460,188406450,44003036,17188192,185029890,3681197,669887280,60576444,609310836,217157289,15138771,202018510
"ENE 2013",890437703,718980475,115935660,181971550,43228016,17188316,186866320,3683178,682734689,59757300,622977389,204019835,15560422,188459410
"FEB 2013",920461880,734832499,120705040,186391820,44642556,17194792,183304830,3670985,696627675,63261952,633365723,220163221,15896842,204266380
"MAR 2013",930096194,745189080,125670220,193450400,44953908,17187908,196355310,3672106,707094999,61380392,645714607,219329087,15166013,204163070
"ABR 2013",921755605,741255045,131703880,189584860,44731544,17191300,202711040,3677436,699588103,60914220,638673883,218490064,16191054,202299010
"MAY 2013",945013796,760502167,137103740,189649120,44606804,17188454,204036480,3673083,731982287,61494912,670487375,209358426,16416759,192941660
"JUN 2013",950150932,766718930,133746270,197148660,44535580,17201620,209200130,3673929,739421672,66263224,673158448,207055333,17871300,189184030
"JUL 2013",953936120,767417976,136022740,195816220,44197184,17192602,206710590,3701507,743033347,70934808,672098539,207201265,17617352,189583920
"AGO 2013",951342245,768981681,136988450,194457630,43388632,17189446,209663600,3709363,742499872,70804016,671695856,205133007,15600483,189532530
"SEP 2013",960979020,778820715,135608580,199736800,43102516,17189796,213479380,3714380,750773456,72755072,678018384,206491182,16714076,189777100
"OCT 2013",957576655,774679530,140241920,198224300,42155516,17747358,215471970,3690355,748407851,75624080,672783771,205478447,16330934,189147520
"NOV 2013",957513114,782175032,147681810,195600110,41812328,17195040,226951220,3688319,760164076,77512472,682651604,193660720,12485608,181175120
"DIC 2013",966040733,788780617,126887810,209761180,42110504,17187324,218686690,3696413,765746164,78976856,686769308,196598154,12078329,184519820
"ENE 2014",984990599,795955719,134884060,211177120,42032900,17187412,216246610,3711679,776219825,78615488,697604337,205059092,13775832,191283260
"FEB 2014",993924907,804694179,135464460,213800690,42262564,17187750,219484740,3712289,787113512,76529640,710583872,203099103,10782998,192316110
"MAR 2014",995702948,812958052,135640340,224963710,41908260,17188344,236955760,3726296,788961522,72474240,716487282,203015134,10719587,192295550
"ABR 2014",988561007,806142240,140491070,224150800,41903360,17191704,241318180,3737171,782293689,70736208,711557481,202530149,10281354,192248800
"MAY 2014",1002598790,821693001,140455490,222200210,42643836,17188684,241582430,3766697,796702063,71667056,725035007,202130028,10634353,191495680
"JUN 2014",1012465684,831166500,143419100,228206940,41991068,17203424,249521360,3803518,804833157,74652256,730180901,203829012,11546114,192282900
"JUL 2014",1005829248,849764262,101317040,227465620,40893660,17195616,230806940,3848758,801644857,73032144,728612713,200335634,13335438,187000190
"AGO 2014",1009858972,854142655,101281710,226679330,41275284,17198600,230718610,3856724,805594946,72271256,733323690,200407304,12069689,188337620
"SEP 2014",1020139052,865409299,103375250,232068340,40784252,17200384,238698460,3863081,815106410,74077696,741028714,201169558,11676093,189493470
"OCT 2014",1016747054,855997215,104419860,232669810,40689892,17188712,234218430,3844040,810953785,74759104,736194681,201949227,12547216,189402020
"NOV 2014",1022809048,862561121,101816900,231583310,40724892,17201524,231078690,3852160,817347185,77028496,740318689,201609699,11922894,189686800
"DIC 2014",1033737479,870539647,105703420,236819890,38330080,17187956,234843500,3847349,825151413,77611368,747540045,204738720,11619505,193119220
"ENE 2015",1035483826,870573572,43052912,238194660,38518168,17188016,172043500,3864512,825155915,78990880,746165035,206463403,13969512,192493890
"FEB 2015",1040274216,877210192,42968776,238512740,38714620,17192682,174324800,3873854,832264505,76299392,755965113,204135854,12840155,191295700
"MAR 2015",1046033389,883366915,43012212,240382910,38275500,17189844,176193980,3877834,839436599,75220456,764216143,202718959,13800001,188918960
"ABR 2015",1032175669,872919840,43522168,246274510,38266240,17188068,185995140,3892496,828782083,74749016,754033067,199501087,13731301,185769790
"MAY 2015",1040035593,881938044,43460204,248899760,37846280,17186936,189295620,3915725,837776805,75599312,762177493,198343067,12992841,185350220
"JUN 2015",1052460960,896280565,41912912,249922180,37724336,17196000,190575020,3948031,850874148,75764216,775109932,197638782,13916980,183721810
"JUL 2015",1039751203,887981083,41855988,249585250,37288208,17192708,194152030,3980766,842416331,77605056,764811275,193354109,13698075,179656030
"AGO 2015",1049019092,898527527,41965092,250423070,36856464,17199144,195952190,4001451,852751406,78909224,773842182,192266234,11943079,180323150
"SEP 2015",1062716792,912054073,42068064,253163200,36857500,17196564,198622620,4018029,864213907,79374000,784839907,194484855,13488546,180996300
"OCT 2015",1057036268,907291811,42903092,253290210,36188492,17186070,199823410,4024897,860104215,79563760,780540455,192907157,12710713,180196450
"NOV 2015",1068164477,911668685,43247616,254351950,35474560,17193594,193771920,4039815,871821855,81048336,790773519,192302807,12118955,180183860
"DIC 2015",1072183345,916992113,48169248,261456050,35147200,17188372,206769630,4056259,873569905,80798216,792771689,194557179,11239218,183317970
"ENE 2016",1071594684,915378276,48099340,263693860,35014376,17189068,207780220,4068172,870808225,80695168,790113057,196718287,13216059,183502220
